SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,tier,confidence_score,flags,reasons,ean_exact_match,Category,v2_tier,v2_confidence,v2_flags
Christmas 6 LED Wooden Star Warm White String Lights 1.5m,YAGOPAL Fairy Lights Outdoor Warm White 100M 800 LED String Lights 8 Modes with Remote Control Power Timer IP65 Waterproof String Lights for Christmas Tree Patio Party Wedding Hotel Indoor Decoration,5056170357623,,B0BC3Y5RJD,1.632,39.99,22.065,1155.235602,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.28, shared=6),Suspiciously high ROI: 1155%,Price ratio 24.5x - likely mismatch",False,Wholesale Christmas,TIER_3_NEEDS_REVIEW,48,AMAZON_EAN_MISSING | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Dekton 125mm Hook & Loop Orbital Mixed Sanding Discs 12 Pack 40/60/80/120 Grit,"Lightsaber Star Wars, Light Saber Upgraded RGB 15 Colors, USB Rechargeable Lightsaber with Metal Handle, with Sounds Mode Laser Sword Toy for Kids and Adults Cosplay Party Gifts (60CM 2PC)",5055441431574,,B0DY7BBFZV,1.392,35.99,19.72166667,1153.31384,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.23, shared=0),Suspiciously high ROI: 1153%,Price ratio 25.9x - likely mismatch",False,Wholesale Painting Decorating,TIER_3_NEEDS_REVIEW,18,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Maxifix Rapid Epoxy Adhesive Strong Lasting Double Dispense Equally 28g,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5060211770166,,B008CYQM2Q,1.248,33.99,18.295,1150.628931,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.15, shared=0),Suspiciously high ROI: 1151%,Price ratio 27.2x - likely mismatch",False,Wholesale Glue Adhesives Tape,TIER_3_NEEDS_REVIEW,17,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
DID Assorted Solid Brass Padlocks 2pc,"KAWAHA 81/40-4P Brass Keyed Padlock (Keyed Alike, Waterproof, Solid Brass Lock) for Sheds, Storage Unit, School, Gym Locker, Fence, Toolbox, Hasp, Storage - 40mm *4",5056338356659,,B0B377T7CB,0.948,26.99,15.36791667,1146.859453,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.28, shared=2),Suspiciously high ROI: 1147%,Price ratio 28.5x - likely mismatch",False,Wholesale Home Security,TIER_3_NEEDS_REVIEW,26,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Prima Stainless Steel Bottle Opener,"Lenor Outdoorable Fabric Conditioner 480 Washes (8x60), Spring Awakening - Ultra Concentrated Freshness",5038673131573,8700216724968.0,B0DT9PMDGV,0.972,32.0,15.57666667,1145.343137,TIER_4_REJECTED,0,"EAN_MISMATCH,TITLE_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5038673131573 vs amazon=8700216724968,Very weak title match (sim=0.15, shared=0),Suspiciously high ROI: 1145%,Price ratio 32.9x - likely mismatch",False,Wholesale Kitchen Utensils Cutlery,TIER_3_NEEDS_REVIEW,15,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Sewing Machine Oil 150ml,"Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (20x20x30 cm)",5055319573573,,B0CKX1FG7P,0.804,26.99,13.96166667,1144.398907,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,TITLE_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Very weak title match (sim=0.14, shared=0),Suspiciously high ROI: 1144%,Price ratio 33.6x - likely mismatch",False,Other,TIER_4_REJECTED,11,AMAZON_EAN_MISSING | TITLE_MISMATCH | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Rapide Metallic Silver Paint 170ml,"Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (20x20x30 cm)",5055319551069,,B0CKX1FG7P,0.804,26.99,13.96166667,1144.398907,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.17, shared=0),Suspiciously high ROI: 1144%,Price ratio 33.6x - likely mismatch",False,Other,TIER_4_REJECTED,14,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Mean Machine Auto Spray Paint Red 300ml,"Cliselda Acrylic Display Case with Black Base, Assemble Acrylic Display Box, Acrylic Box Curiosity Cube Plastic Dustproof Showcase for Display Collectible Action Figures Toys (20x20x30 cm)",5055319555159,,B0CKX1FG7P,0.804,26.99,13.96166667,1144.398907,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.23, shared=0),Suspiciously high ROI: 1144%,Price ratio 33.6x - likely mismatch",False,Other,TIER_3_NEEDS_REVIEW,16,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Autorev Suction Windscreen Frost Shield 85cm X 185cm,Champion Men's Legacy Man - Big Logo Sweatshirt Sweatshirt (pack of 1),5056170316330,8054041652669.0,B0D96252DX,0.9,28.43,14.81166667,1139.358974,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5056170316330 vs amazon=8054041652669,Weak title match (sim=0.32, shared=0),Suspiciously high ROI: 1139%,Price ratio 31.6x - likely mismatch",False,De Icer Scrapers Winter,TIER_3_NEEDS_REVIEW,16,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Giftmaker Heritage Matt Gift Bag Medium,peiyeety Science Pattern Dress for Women Summer Sleeveless Short Dress,5012213440196,,B0FHW4F3W9,0.588,21.59,11.84291667,1138.741987,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.20, shared=0),Suspiciously high ROI: 1139%,Price ratio 36.7x - likely mismatch",False,Wholesale Gift Wrap Bags,TIER_3_NEEDS_REVIEW,17,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Dekton 6 Piece Security Torx Set,"Divoom Pixoo Pixel Art Digital Photo Frame with 8.6 Inch Mood Light App Control, Desk/Wall Led Smart Clock, Decorative Lamp for Gaming Room Home Decor（Black）",5055441407272,6958444602516.0,B07HHXWN3C,1.584,33.99,21.205,1133.957219,TIER_4_REJECTED,0,"EAN_MISMATCH,TITLE_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5055441407272 vs amazon=6958444602516,Very weak title match (sim=0.14, shared=0),Suspiciously high ROI: 1134%,Price ratio 21.5x - likely mismatch",False,Other,TIER_4_REJECTED,11,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Cheetah Mystic Women's Deodorant Body Spray 150ml,UpCircle Refillable Deodorant with Macadamia + Bergamot - 1 case + 1 refill - Suitable for Sensitive Skin - Natural - Hydrating - Up To 24 Hours of Lasting Protection,8696601103138,5060571722942.0,B0DWMXQF85,0.84,26.83,14.14833333,1131.866667,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=8696601103138 vs amazon=5060571722942,Weak title match (sim=0.21, shared=1),Suspiciously high ROI: 1132%,Price ratio 31.9x - likely mismatch",False,Wholesale Skin Care,TIER_3_NEEDS_REVIEW,16,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Cheetah Mystic Women's Deodorant Body Spray 150ml,UpCircle Refillable Deodorant with Macadamia + Bergamot - 1 case + 1 refill - Suitable for Sensitive Skin - Natural - Hydrating - Up To 24 Hours of Lasting Protection,8696601103138,5060571722942.0,B0DB7WMWQK,0.84,26.83,14.14833333,1131.866667,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=8696601103138 vs amazon=5060571722942,Weak title match (sim=0.21, shared=1),Suspiciously high ROI: 1132%,Price ratio 31.9x - likely mismatch",False,Wholesale Skin Care,TIER_3_NEEDS_REVIEW,16,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Avante Plain White Dinner Plate 23cm,"Clearly | 100M x 1.2 M Banquet Roll. Disposable Paper Tablecloth for Weddings, Buffets & Dinner. Large 100M long Disposable Tablecover Protector - Plain White",5038673190228,5022458027267.0,B0C4VBYRQP,0.936,26.49,15.02375,1129.605263,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5038673190228 vs amazon=5022458027267,Weak title match (sim=0.18, shared=3),Suspiciously high ROI: 1130%,Price ratio 28.3x - likely mismatch",False,Wholesale Home Accessories,TIER_3_NEEDS_REVIEW,27,EAN_MISMATCH | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Bloome Automatic Room Spray Refill Cotton Fresh,Manchester City Board Game By Football Billionaire Board Games Age 6+ | Family Board Games for Kids and Adults | Ages 6+ | Trading & Family Strategy Board Game Game for 2-4 Players (MANCHESTER CITY),5055566998365,658556053812.0,B0BJ7KRWF6,1.02,29.95,15.80833333,1129.166667,TIER_4_REJECTED,0,"EAN_MISMATCH,TITLE_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5055566998365 vs amazon=658556053812,Very weak title match (sim=0.13, shared=0),Suspiciously high ROI: 1129%,Price ratio 29.4x - likely mismatch",False,Wholesale Home Fragrance Candles Accessories,TIER_4_REJECTED,13,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Red Deer Toys Boxed Princess Dress Doll Assorted,"LEGO Star Wars Ahsoka’s Jedi Interceptor Building Toy Features 2 Minifigures with Lightsabers Incl. Anakin Skywalker, plus an R7-A7 Droid Figure for The Clone Wars Fans, 8+ Year Old Boys & Girls 75401",5055566938651,5702017817453.0,B0DHSCSY1G,1.044,29.99,16.03166667,1128.99061,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5055566938651 vs amazon=5702017817453,Weak title match (sim=0.16, shared=0),Suspiciously high ROI: 1129%,Price ratio 28.7x - likely mismatch",False,Wholesale Dolls Soft Toys,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Hugs & Kisses Wooden Standing Baby Sign Assorted,"BEZGAR TB141 Remote Control Cars - 1:14 Scale RC Car, 2WD 20KM/H All-Terrains Toy Off Road Vehicle Monster Truck with Two Rechargeable Batteries for Boys Kids Adults and Girls, Red",5015302108281,,B07WZRM6WK,1.56,39.99,20.745,1121.351351,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.22, shared=0),Suspiciously high ROI: 1121%,Price ratio 25.6x - likely mismatch",False,Wholesale Baby Accessories,TIER_3_NEEDS_REVIEW,15,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Love Of Pets Fragranced Doggy Bags 80 Pack 32cm X 36cm,"HMT Red Lithium Complex Grease EP2 – 12 x 400g Cartridges | NLGI 2 High Load EP Grease for Bearings, Automotive & Industrial Use | High Temp, Anti-Wear, Water Resistant, Corrosion Protection Lubricant",5052516219709,743270497025.0,B074KHJJVP,2.46,50.52,28.98,1114.615385,TIER_4_REJECTED,0,"EAN_MISMATCH,TITLE_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5052516219709 vs amazon=743270497025,Very weak title match (sim=0.11, shared=0),Suspiciously high ROI: 1115%,Price ratio 20.5x - likely mismatch",False,Wholesale Dog,TIER_4_REJECTED,12,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Marksman Fragile Printed Tape 48mm X 50m,Replacement Stove Glass - Yeoman County Mk 1 / Devon Mk 1 (2 Door) / Exe Mk 1 (209mm x 142mm Cut Corner),5038673720692,,B07JYF8KYZ,0.852,24.99,14.03125,1113.59127,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.26, shared=0),Suspiciously high ROI: 1114%,Price ratio 29.3x - likely mismatch",False,Wholesale Glue Adhesives Tape,TIER_3_NEEDS_REVIEW,19,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
DID Solid Brass Padlock 20mm,"RoyceDerm Tea Tree Body Wash & Soap: Skin Care for Body Odor, Back Acne, Folliculitis, Tinea Versicolor, Jock Itch, Athlete’s Foot, and Ringworm - Gentle Cleansing with tea tree oil for Men & Women",5056338356666,,B0DTJL98HX,0.528,20.36,11.02166667,1113.299663,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.16, shared=0),Suspiciously high ROI: 1113%,Price ratio 38.6x - likely mismatch",False,Wholesale Home Security,TIER_4_REJECTED,11,AMAZON_EAN_MISSING | TITLE_MISMATCH | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Squishy & Stretchy Capybara Sensory Toy CDU,"Aiuidun Capybara Plush with 6 Cute Babies Capybara Stuffed Animals,a Bag of Capybara Animal Snack Pillow,Super Soft Capybara Plushie Doll Pillow for Baby Boys Girls Toys(Brown)",5063389048907,,B0DB1YB5Z2,0.924,28.04,14.68666667,1112.626263,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.26, shared=1),Suspiciously high ROI: 1113%,Price ratio 30.3x - likely mismatch",False,Wholesale Slime Squish Toys,TIER_3_NEEDS_REVIEW,20,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Prima Stainless Steel Kitchen Baller 3cm,"Lenor Outdoorable Fabric Conditioner 480 Washes (8x60), Spring Awakening - Ultra Concentrated Freshness",5038673131542,8700216724968.0,B0DT9PMDGV,1.02,32.0,15.53666667,1109.761905,TIER_4_REJECTED,0,"EAN_MISMATCH,TITLE_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5038673131542 vs amazon=8700216724968,Very weak title match (sim=0.14, shared=0),Suspiciously high ROI: 1110%,Price ratio 31.4x - likely mismatch",False,Wholesale Kitchen Utensils Cutlery,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Prima Stainless Steel Lemon Zester,"Lenor Outdoorable Fabric Conditioner 480 Washes (8x60), Spring Awakening - Ultra Concentrated Freshness",5038673131528,8700216724968.0,B0DT9PMDGV,1.02,32.0,15.53666667,1109.761905,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5038673131528 vs amazon=8700216724968,Weak title match (sim=0.15, shared=0),Suspiciously high ROI: 1110%,Price ratio 31.4x - likely mismatch",False,Wholesale Kitchen Utensils Cutlery,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Prima Salad Tongs Black/Green,"Lenor Outdoorable Fabric Conditioner 480 Washes (8x60), Spring Awakening - Ultra Concentrated Freshness",5038673185422,8700216724968.0,B0DT9PMDGV,1.02,32.0,15.53666667,1109.761905,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5038673185422 vs amazon=8700216724968,Weak title match (sim=0.17, shared=0),Suspiciously high ROI: 1110%,Price ratio 31.4x - likely mismatch",False,Wholesale Kitchen Utensils Cutlery,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Prima Kitchen Scoop Assorted Sizes 3pc,"Lenor Outdoorable Fabric Conditioner 480 Washes (8x60), Spring Awakening - Ultra Concentrated Freshness",5038673182988,8700216724968.0,B0DT9PMDGV,1.02,32.0,15.53666667,1109.761905,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5038673182988 vs amazon=8700216724968,Weak title match (sim=0.22, shared=0),Suspiciously high ROI: 1110%,Price ratio 31.4x - likely mismatch",False,Wholesale Kitchen Utensils Cutlery,TIER_3_NEEDS_REVIEW,17,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Bettina Assorted Colour Cellulose Highly Absorbent Sponge Cloths 3 Pack,TK3400 TK-3400 1T0C0Y0NL0 Compatible Toner Cartridge 12500 Pages Black for Kyocera ECOSYS PA4500 PA4500x MA4500 MA4500x MA4500fx Laser Printer,5052578017732,799787999675.0,B0B8JR1F9L,0.9,27.8,14.42666667,1109.74359,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5052578017732 vs amazon=799787999675,Weak title match (sim=0.19, shared=0),Suspiciously high ROI: 1110%,Price ratio 30.9x - likely mismatch",False,Sponges Scourers Cloths,TIER_4_REJECTED,14,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Smart Choice Creamy Chicken Lick Dog Treat 7 Pack 84g,Football Billionaire Match Attax Edition Family Board Game For Kids and Adults | Ages 6+ | A Trading & Family Strategy Game for 2-6 Players as Seen on Dragon's Den,5052516217095,658556053867.0,B09KVB5M6J,1.032,29.95,15.57833333,1104.846336,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO,CATEGORY_MISMATCH","EAN mismatch: supplier=5052516217095 vs amazon=658556053867,Weak title match (sim=0.22, shared=0),Suspiciously high ROI: 1105%,Price ratio 29.0x - likely mismatch,Category mismatch: supplier={'health'} vs amazon={'toys'}",False,Wholesale Pet Toys Treats,TIER_3_NEEDS_REVIEW,15,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
5-In-1 Beast Robot Action Figure Assorted,"Demkia Robot Toys for Kids Building Set, 588PCS Rechargeable 4 in 1 APP & Remote Control Robotics Kit Educational Building STEM Toys, Birthday Gifts Build A Robot for Boys Ages 6 7 8-12+",5413247025630,,B0D8TD8JXB,1.236,32.29,17.44833333,1104.324895,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.19, shared=1),Suspiciously high ROI: 1104%,Price ratio 26.1x - likely mismatch",False,Combat Shooting Military,TIER_3_NEEDS_REVIEW,25,AMAZON_EAN_MISSING | TITLE_WEAK | EXTREME_ROI | EXTREME_PRICE_RATIO
Marksman Iron Tent Pegs 10pc,"LOLYSIC 40Pcs Tent Pegs Metal Heavy Duty Rock Pegs for Awnings Camping Pegs Galvanized Steel Ground Pegs Stakes for Outdoor Camping Awning Tarpaulin, 25cm / 10 inch",5038673702285,,B0CN4FGDJ7,0.864,24.99,14.02125,1104.035433,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.17, shared=2),Suspiciously high ROI: 1104%,Price ratio 28.9x - likely mismatch",False,Wholesale Camping,TIER_3_NEEDS_REVIEW,24,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Tidyz 100 Extra Large Tie Handle Doggy Bags 30cm X 36cm,Mira Showers Zest Universal 90mm 4-Spray Shower Head - Chrome,5025364004735,5013181121971.0,B09WB1GWSZ,0.588,21.96,11.47,1102.884615,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5025364004735 vs amazon=5013181121971,Weak title match (sim=0.21, shared=0),Suspiciously high ROI: 1103%,Price ratio 37.3x - likely mismatch",False,Wholesale Dog,TIER_3_NEEDS_REVIEW,18,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Marksman 6 Function Spray Gun Set 4 Pack,"Paint Sprayer 700W HVLP, Powerful Electric Fence Paint Sprayer with 4 Nozzles, 3 Spray Patterns, Cleaning & Blowing Joints, Large 1200ml Tank, Easy for Furniture, Fences, Walls, Doors, Garden Projects",5038673703848,,B0DYDN5X7M,2.64,49.99,30.24958333,1099.984848,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.20, shared=1),Suspiciously high ROI: 1100%",False,Hoses Watering Accessories,TIER_3_NEEDS_REVIEW,17,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI
DID 50mm Chipboard Screws 125g,"Self-Centering Steering Remote Control Car,Engineering kit,STEM Projects for Kids 8 9 10 11 12 Year Old",5056338358998,,B0CGVJNVYH,0.612,22.9,11.64333333,1098.427673,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,TITLE_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Very weak title match (sim=0.12, shared=0),Suspiciously high ROI: 1098%,Price ratio 37.4x - likely mismatch",False,Other,TIER_4_REJECTED,14,AMAZON_EAN_MISSING | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
"Markman Locking Plier 7""","Pooch & Mutt - Health & Digestion, Complete Dry Dog Food (Grain Free), Salmon and Sweet Potato, 10kg",5038673510217,5060166590536.0,B009P2ZDFG,2.292,52.11,26.885,1092.886179,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5038673510217 vs amazon=5060166590536,Weak title match (sim=0.17, shared=0),Suspiciously high ROI: 1093%,Price ratio 22.7x - likely mismatch",False,Wholesale Hand Tools,TIER_4_REJECTED,10,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
U. A6 Assorted Hardback Notebook 2 Pack,"Oxford Black n' Red A4 Notebook, Hardback Casebound, Lined, 192 pages (Pack of 3)",5060082932281,,B07RVTJYRW,0.636,21.55,11.77458333,1090.239198,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.46, shared=2),Suspiciously high ROI: 1090%,Price ratio 33.9x - likely mismatch",False,Wholesale Notebooks Notepads,TIER_3_NEEDS_REVIEW,41,AMAZON_EAN_MISSING | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Bello Plastic Drinking Jar With Straw 450ml Assorted,Elk and Friends 12oz Glass Kids + Toddler Drinking Cups | The Original Mason Jars with Lids + Sleeves + Straws | Smoothie Cups | Spill Resistant | Dishwasher Safe | 4 Pack,5015302422226,9362028001614.0,B096WNBFPH,0.852,26.99,13.70166667,1087.433862,TIER_4_REJECTED,0,"EAN_MISMATCH,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","EAN mismatch: supplier=5015302422226 vs amazon=9362028001614,Weak title match (sim=0.33, shared=1),Suspiciously high ROI: 1087%,Price ratio 31.7x - likely mismatch",False,Wholesale Partyware,TIER_3_NEEDS_REVIEW,21,EAN_MISMATCH | TITLE_WEAK | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
Dino Outbreak Large Dinosaur Models,"Gzsbaby Large Soft Brachiosaurus Dinosaur Toys, 82cm Jumbo Realistic Looking Dinosaur Toys for Kids 3-5, Toddler (Brown)",5000170500275,,B0DZT7DM8D,0.768,27.06,12.93,1086.554622,TIER_4_REJECTED,0,"AMAZON_EAN_MISSING,BRAND_MISMATCH,EXTREME_ROI,EXTREME_PRICE_RATIO","Supplier EAN present, Amazon EAN missing,Weak title match (sim=0.29, shared=2),Suspiciously high ROI: 1087%,Price ratio 35.2x - likely mismatch",False,Animals,TIER_3_NEEDS_REVIEW,30,AMAZON_EAN_MISSING | BRAND_MISMATCH | EXTREME_ROI | EXTREME_PRICE_RATIO
