SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,title_similarity,shared_tokens,prob_estimate,sup_pack,amz_pack,pack_bucket,SupplierURL,AmazonURL,fba_seller_count,Category
AMTECH RUBBER MALLET WHITE FIBERGLASS SHAFT,TOUGH MASTER Rubber Mallet 16oz Fiberglass Shaft Non Slip Grip Handle with Ergonomic TPR Finish Super Strong High Elastic Rubber Head Lightweight Overstrike Protection Light Strong Hand Tool for DIY,5032759020775.0,5060279875537.0,B0BGHMD52F,3.936,11.99,1.4516666666666664,37.90252393385552,,,0,TIER_3_NEEDS_REVIEW,94,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.944,Char TF-IDF cosine=0.484,Word TF-IDF cosine=0.373,Shared tokens=4",false,0.29,4,0.9435,,,NEITHER,https://www.efghousewares.co.uk/amtech-rubber-mallet-white-fiberglass-shaft,https://www.amazon.co.uk/dp/B0BGHMD52F,Available (see Keepa data),Amtech Tools
BRIGHT & HOMELY HEAVY DUTY BUNGEE CORD 52 INCH,"Xtremeauto Bungee Cords With Hooks 𝐉𝐮𝐦𝐛𝐨 𝐏𝐚𝐜𝐤 Of 12 Heavy Duty [𝐌𝐢𝐥𝐢𝐭𝐚𝐫𝐲 𝐆𝐫𝐚𝐝𝐞] Bungee Cord, UV Resistant Double Braided Elastic Bungee Straps For Securing Tarps Luggage Tents",5050796011938.0,,B0BNSYTLK9,0.852,9.99,3.406250000000001,270.3373015873017,700.0,700.0,700,TIER_3_NEEDS_REVIEW,94,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.942,Char TF-IDF cosine=0.450,Word TF-IDF cosine=0.270,Shared tokens=4",false,0.358,4,0.9419,,,NEITHER,https://www.efghousewares.co.uk/bright-homely-heavy-duty-bungee-cord-52-inch-121543,https://www.amazon.co.uk/dp/B0BNSYTLK9,,Diy   Tools
RAPIDE EVERYDAY PAINT BRUSH 3 INCH,"Double Thick Chip Paint Brush, 3 inch / 75mm Wood Stain Brushes for Painting Walls and Fence Staining, Wooden Handle Masonry Paintbrush for Varnish, Paste, Gesso and Limewash",5055319511254.0,886478626672.0,B0BXKRP8C9,1.008,5.99,1.151666666666667,82.85371702637892,200.0,200.0,200,TIER_3_NEEDS_REVIEW,94,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.935,Char TF-IDF cosine=0.268,Word TF-IDF cosine=0.210,Shared tokens=4,Measurement closeness=1.000",false,0.218,4,0.9352,,,NEITHER,https://www.efghousewares.co.uk/rapide-everyday-paint-brush-3-inch-111606,https://www.amazon.co.uk/dp/B0BXKRP8C9,Available (see Keepa data),Diy   Tools
URBAN LIVING SOUP PLATE JOSEPH,"Manhattan Urban Black Line - 6-Piece Matte Black Soup Plate Set - Premium Stoneware, Dishwasher and Microwave Safe - Stylish Deep Plate Set, Perfect for Pasta and Soup - Pure Living Dinner Set for 6",5414886292308.0,,B0C3NK536D,1.008,19.95,10.33125,743.2553956834531,,,0,TIER_3_NEEDS_REVIEW,94,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.939,Char TF-IDF cosine=0.399,Word TF-IDF cosine=0.342,Shared tokens=4",false,0.221,4,0.9389,,,NEITHER,https://www.efghousewares.co.uk/urban-living-glass-deep-plate-21cm-d000-101845,https://www.amazon.co.uk/dp/B0C3NK536D,,Glass Tableware
BEAUTY WOOD EFFECT BRUSH OBLONG,"Pack of 4 Hair Brush Set - Oval Cushion Hair Brush, Vent Hair Brush, Oblong Brush, Radial Brush for Women Men Children - Wet or Dry Hair - Detangle Massage - Wood Effect Handle",5014749141547.0,,B0CGZY2DMS,1.272,7.69,1.528333333333334,94.92753623188408,,,0,TIER_3_NEEDS_REVIEW,94,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.942,Char TF-IDF cosine=0.444,Word TF-IDF cosine=0.324,Shared tokens=4",false,0.206,4,0.9416,,4,ONLY_AMZ,https://www.efghousewares.co.uk/beauty-wood-effect-brush-oblong,https://www.amazon.co.uk/dp/B0CGZY2DMS,Available (see Keepa data),Bathroom   Cosmetics   Beauty
ROUND COTTON WOOL PADS ZIP BAG,"Lil-Lets Cotton Wool Round Pads, 200 Count, Certified Organic, 100% Pure Cotton Wool, Soft and Absorbent, Gentle on Skin, Dermatologically Tested, Bulk Pack",5050565784032.0,5025971208229.0,B0CRL61ZMM,1.008,2.99,-1.798333333333333,-129.37649880095918,10000.0,,10000,TIER_3_NEEDS_REVIEW,94,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.939,Char TF-IDF cosine=0.425,Word TF-IDF cosine=0.403,Shared tokens=4",false,0.258,4,0.9388,,200,ONLY_AMZ,https://www.efghousewares.co.uk/round-cotton-wool-pads-zip-bag-120139,https://www.amazon.co.uk/dp/B0CRL61ZMM,,Bathroom   Cosmetics   Beauty
GLITTER SILVER PLATE 10 INCH,"MATANA 25 Premium Clear Hard Plastic Dinner Plates with Silver Glitter, 26cm / 10 Inch - Elegant & Reusable Party Plates for Weddings, Birthdays, Picnic, BBQ, Parties",5060068749261.0,,B0DFHNPD3V,4.164000000000001,12.59,2.487916666666666,61.88847429519069,,,0,TIER_3_NEEDS_REVIEW,94,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.937,Char TF-IDF cosine=0.406,Word TF-IDF cosine=0.181,Shared tokens=4,Measurement closeness=1.000",false,0.173,4,0.9369,,,NEITHER,https://www.efghousewares.co.uk/glitter-silver-plate-10-inch-110301,https://www.amazon.co.uk/dp/B0DFHNPD3V,,Disposable Tableware
STATUS DIMMABLE LED R50 SPOT SES PEARL W/W,"Akynite E14 LED Bulbs R50 Dimmable 5W, Warm White 2700K, 500LM, 120° Wide Angle, Equivalent to E14 40W Halogen, AC 230V, R50 SES Small Screw LED Mushroom Bulbs, Pack of 4",5022822203075.0,,B0FPQ43F1C,2.556,13.99,4.508333333333333,168.2213930348259,,,0,TIER_3_NEEDS_REVIEW,94,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.938,Char TF-IDF cosine=0.307,Word TF-IDF cosine=0.214,Shared tokens=4",false,0.265,4,0.9383,,4,ONLY_AMZ,https://www.efghousewares.co.uk/status-dimmable-led-r50-spot-ses-pearl-w-w,https://www.amazon.co.uk/dp/B0FPQ43F1C,Available (see Keepa data),Light Bulbs
GLAMORIZE HAIR DYE BURGUNDY,"Glamorize 2pk 4 Step Advanced Creme Colour Pure Burgundy No. 8 – Long Lasting with Up to 100% Grey Coverage, No Bleach Permanent Hair Dye, Dark Professional Shade for Women",5056175922246.0,5056734416759.0,B0FQV4SK59,1.14,5.99,1.1816666666666666,78.77777777777779,,,0,TIER_3_NEEDS_REVIEW,94,EAN_MISMATCH,"Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.942,Char TF-IDF cosine=0.459,Word TF-IDF cosine=0.233,Shared tokens=4",false,0.235,4,0.9421,,2,ONLY_AMZ,https://www.efghousewares.co.uk/glamorize-hair-dye-burgundy,https://www.amazon.co.uk/dp/B0FQV4SK59,,Bathroom   Cosmetics   Beauty
PAN AROMA CANDLE COLOUR GLASS POMEGRANATE,Crimson Pomegranate | Rich Fruity Candle | Luxury Pomegranate Scented Candle | Mood Uplifting Aromatherapy Candle | Natural Soy Wax | Glass Jar | Wooden Lid | Elegant Gift Candle | Lissi Aroma London,5053249218434.0,,B0FT1P47FD,1.08,14.39,6.332916666666667,436.7528735632184,,,0,TIER_3_NEEDS_REVIEW,94,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.945,Char TF-IDF cosine=0.641,Word TF-IDF cosine=0.321,Shared tokens=4",false,0.116,4,0.9449,,,NEITHER,https://www.efghousewares.co.uk/pan-aroma-candle-tall-pomegranate-18-12,https://www.amazon.co.uk/dp/B0FT1P47FD,,Candles Air Fresheners Diffuse
PAN AROMA AIR FRESHENER BEADS CITRUS ZEST,2x Pan Aroma Plug In Air Freshener Tangerine & Vanilla – Bundled by GetInStyle Shop,5053249250809.0,5061094413867.0,B0FT3MP5Z3,1.08,6.99,1.395000000000001,96.20689655172416,,,0,TIER_3_NEEDS_REVIEW,94,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.936,Char TF-IDF cosine=0.247,Word TF-IDF cosine=0.214,Shared tokens=4",false,0.508,4,0.9362,,2,ONLY_AMZ,https://www.efghousewares.co.uk/pan-aroma-air-freshener-beads-citrus-zest,https://www.amazon.co.uk/dp/B0FT3MP5Z3,Available (see Keepa data),Candles Air Fresheners Diffuse
SIL PICTURE HANGING KIT ASSORTED 60 PIECES,"400 PCS Picture Hanging Kit - Assorted Hooks for Frames and Photos, Perfect for Hard Walls - Includes Saw Tooth Hangers, D-Rings, Nails, and Wire for Easy Installation",5024418542414.0,,B0GCS65HJT,1.008,4.99,0.248333333333334,17.865707434052812,500.0,500.0,500,TIER_3_NEEDS_REVIEW,94,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.942,Char TF-IDF cosine=0.380,Word TF-IDF cosine=0.365,Shared tokens=4",false,0.361,4,0.942,60,400,BOTH_DIFFERENT,https://www.efghousewares.co.uk/sil-picture-hanging-kit-assorted-60-pieces-126855,https://www.amazon.co.uk/dp/B0GCS65HJT,Available (see Keepa data),Diy   Tools
AMTECH GLUE GUN STICKS 12PCE 1865,"BEEWAY Hot Gun Sticks Φ 7.0mm, 50 Pack 7mm x 100mm Hot Glue Gun Sticks for Glue Guns, SGS Approved",5032759029174.0,8712962560004.0,B0B74KXCBY,0.852,5.99,0.531666666666667,42.19576719576722,2000.0,,2000,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.932,Char TF-IDF cosine=0.492,Word TF-IDF cosine=0.497,Shared tokens=3",false,0.346,3,0.9322,,50,ONLY_AMZ,https://www.efghousewares.co.uk/amtech-glue-gun-sticks-12pce-1865,https://www.amazon.co.uk/dp/B0B74KXCBY,,Other
CAROLINE PAPER TABLE COVERS WHITE 1320,Caroline Packaging Paper Tablecover White Pack of 2 for Disposable Party Tableware,5012145005333.0,,B00111OC06,0.876,4.99,0.4583333333333341,35.80729166666673,,,0,TIER_3_NEEDS_REVIEW,93,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.925,Char TF-IDF cosine=0.492,Word TF-IDF cosine=0.157,Shared tokens=3",false,0.55,3,0.9255,,2,ONLY_AMZ,https://www.efghousewares.co.uk/caroline-paper-table-covers-white-1320-sp-,https://www.amazon.co.uk/dp/B00111OC06,,Other
AMTECH DELTA SAND SHEET SET10PC (P60 GRIT),"Amtech V4020 P60 Grit Hook and Loop Delta Sheets 10 Piece Set, 140mm x 140mm x 100mm Triangle Sanding Paper, 240 V, Clear, 140 x 140 x 100mm",5032759048427.0,,B07BC6Q4SQ,1.476,5.99,0.0529166666666667,2.972846441947569,,,0,TIER_3_NEEDS_REVIEW,93,AMAZON_EAN_MISSING,"Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.935,Char TF-IDF cosine=0.321,Word TF-IDF cosine=0.161,Shared tokens=4",false,0.193,4,0.9346,10,10,BOTH_EQUAL,https://www.efghousewares.co.uk/amtech-delta-sand-sheet-set10pc-p60-grit-,https://www.amazon.co.uk/dp/B07BC6Q4SQ,,Other
AMTECH BLOCK PLANE,Amtech E0300 Lightweight Block Plane,5032759001514.0,,B008PQ8NP0,5.088,9.69,-0.3362500000000008,-7.019832985386239,,,0,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.931,Char TF-IDF cosine=0.613,Word TF-IDF cosine=0.900,Shared tokens=3",false,0.667,3,0.931,,,NEITHER,https://www.efghousewares.co.uk/amtech-block-plane,https://www.amazon.co.uk/dp/B008PQ8NP0,,Other
ROYAL MARKET BIN LINER GARDEN 10 BAG,Garden Sacks Heavy Duty 10pcs,8011893819039.0,8011893819039.0,B007H798XO,1.212,5.1,-0.3700000000000001,-23.71794871794873,,,0,TIER_1_B_AUDIT_OUT,93,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.927,Char TF-IDF cosine=0.233,Word TF-IDF cosine=0.090,Shared tokens=1,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.277,1,0.9272,,10,ONLY_AMZ,https://www.efghousewares.co.uk/royal-market-bin-liner-garden-10-bag,https://www.amazon.co.uk/dp/B007H798XO,,Other
STRONG AS AN OX REMOVABLE HOOK SQUARE 2PC,"HE322P Large Square Hooks, 30mm x 60mm, White Pack of 2, Multi-Colour",5055319529020.0,5055319529020.0,B0976925GQ,1.008,4.88,-0.3733333333333334,-26.858513189448445,,,0,TIER_1_A_VERIFIED,93,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.932,Char TF-IDF cosine=0.220,Word TF-IDF cosine=0.057,Shared tokens=1,EAN match + pack sizes equal",true,0.243,1,0.9318,2,2,BOTH_EQUAL,https://www.efghousewares.co.uk/strong-as-an-ox-removable-hook-square-2pc-111505,https://www.amazon.co.uk/dp/B0976925GQ,,Other
AMTECH  PACKING SPACER SET 48PC,Amtech S4480 48 Piece Packing Spacer Set,5032759050024.0,,B07S3JQVPY,2.304,5.49,-0.9912500000000002,-40.13157894736843,,,0,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.932,Char TF-IDF cosine=0.669,Word TF-IDF cosine=0.880,Shared tokens=3",false,0.714,3,0.9315,48,48,BOTH_EQUAL,https://www.efghousewares.co.uk/amtech-packing-spacer-set-48pc,https://www.amazon.co.uk/dp/B07S3JQVPY,,Other
AMTECH SCREW ADAPTOR SET DRY WALL,"Amtech F0720 Drywall Screwdriver Bits, 10pc Hex Shank, Phillips 2, 65mm",5032759050727.0,5032759050727.0,B08D1YQFW6,1.812,4.2,-0.8399999999999999,-40.776699029126206,,,0,TIER_1_B_AUDIT_OUT,93,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.931,Char TF-IDF cosine=0.178,Word TF-IDF cosine=0.017,Shared tokens=1,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.416,1,0.9307,,10,ONLY_AMZ,https://www.efghousewares.co.uk/amtech-screw-adaptor-set-dry-wall,https://www.amazon.co.uk/dp/B08D1YQFW6,,Other
BLOC SUPERGLUE 10G 2PCE,"White Liquid Superglue, 10 grams (Pack of 2) - Fast Acting, Perfect for Small Household Repairs on Metal, Pottery, Wood, & More",5056170305310.0,5056170305310.0,B07F3ZZ4FT,1.008,4.5,-0.6499999999999998,-46.76258992805754,,,0,TIER_1_B_AUDIT_OUT,93,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.930,Char TF-IDF cosine=0.261,Word TF-IDF cosine=0.103,Shared tokens=1,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.27,1,0.9304,,2,ONLY_AMZ,https://www.efghousewares.co.uk/bloc-superglue-10g-2pce,https://www.amazon.co.uk/dp/B07F3ZZ4FT,,Other
AIRWICK ACTIVE FRESH COMPLETE KIT COTTON PK4,"Airwick Aerosol-Free Automatic Air Freshener Spray Kit, Fresh Cotton, 1 Gadget & 1 Refill, 228ml (Pack of 2)",5059001011985.0,,B0DX8H5MVQ,22.836,16.0,-10.656666666666668,-54.42628532516173,,,0,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.934,Char TF-IDF cosine=0.338,Word TF-IDF cosine=0.166,Shared tokens=4",false,0.386,4,0.9341,4,2,BOTH_DIFFERENT,https://www.efghousewares.co.uk/airwick-auto-spray-228ml-complete-cotton-pk4-120557,https://www.amazon.co.uk/dp/B0DX8H5MVQ,,Other
MAXIM LED R63 ES 60W C/W PK10,Maxim LED R63 Edison Screw (Cool White) - 8watt (60watt) - 806 Lumen (Pack 10) - 60MLR63E27C5X10,5022822219298.0,,B0BHDLGLBQ,14.376,9.95,-7.892083333333335,-62.9855014631551,,,0,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.935,Char TF-IDF cosine=0.310,Word TF-IDF cosine=0.251,Shared tokens=3",false,0.454,3,0.9346,10,10,BOTH_EQUAL,https://www.efghousewares.co.uk/maxim-led-r63-es-60w-c/w-pk10-106562,https://www.amazon.co.uk/dp/B0BHDLGLBQ,,Other
AMTECH HACKSAW MINI,Amtech M0945 Mini Hacksaw,5032759047062.0,,B074QXRP1B,1.356,3.89,-1.3345833333333337,-79.43948412698414,,,0,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.926,Char TF-IDF cosine=0.775,Word TF-IDF cosine=0.424,Shared tokens=3",false,0.636,3,0.9261,,,NEITHER,https://www.efghousewares.co.uk/amtech-hacksaw-mini,https://www.amazon.co.uk/dp/B074QXRP1B,,Other
AMTECH CENTRE PUNCH 3PC SET,Amtech H0900 3 Piece Centre Punch Set,5032759002528.0,,B001UJXSYK,1.308,3.43,-1.6204166666666668,-98.80589430894308,200.0,200.0,200,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.928,Char TF-IDF cosine=0.784,Word TF-IDF cosine=0.721,Shared tokens=3",false,0.719,3,0.9283,3,3,BOTH_EQUAL,https://www.efghousewares.co.uk/amtech-centre-punch-3pc-set,https://www.amazon.co.uk/dp/B001UJXSYK,,Other
PASABACHE 2 PC ICEVILLE ICE CREAM CUP - SLV,"Reception 1611545 Set of 2 Flower Bowls, 27 cl, Glass, Transparent, 27.5 x 9.8 x 12.8 cm",8693357277274.0,8693357277274.0,B01E94UGRE,3.612,6.14,-4.713333333333334,-132.3970037453184,,,0,TIER_1_A_VERIFIED,93,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.930,Char TF-IDF cosine=0.004,Word TF-IDF cosine=0.000,Shared tokens=1,EAN match + pack sizes equal",true,0.236,1,0.9296,2,2,BOTH_EQUAL,https://www.efghousewares.co.uk/pasabache-2-pc-iceville-ice-cream-cup-slv-113594,https://www.amazon.co.uk/dp/B01E94UGRE,,Other
CARPRIDE PAINT SPRAY 400ML WHITE GLOSS,"Hycote Fast Drying Aerosol Car Spray Paint, Gloss White, 400 ml",5053249248714.0,,B000LD8S5K,2.352,7.04,-0.4533333333333333,-18.06108897742364,300.0,300.0,300,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.931,Char TF-IDF cosine=0.364,Word TF-IDF cosine=0.121,Shared tokens=4,Measurement closeness=1.000",false,0.424,4,0.9311,,,NEITHER,https://www.efghousewares.co.uk/carpride-paint-spray-400ml-white-gloss-104078,https://www.amazon.co.uk/dp/B000LD8S5K,,Diy   Tools
TALA PK3 RAMEKINS,"Tala Mini Bowls, Set of 3-20053, Ceramic, White, 10A20053",5012904200535.0,5012904200535.0,B003KNHKZ2,2.04,6.63,-0.1349999999999998,-5.999999999999991,,,0,TIER_1_A_VERIFIED,93,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.931,Char TF-IDF cosine=0.138,Word TF-IDF cosine=0.178,Shared tokens=1,EAN match + pack sizes equal",true,0.314,1,0.9311,3,3,BOTH_EQUAL,https://www.efghousewares.co.uk/tala-pk3-ramekins,https://www.amazon.co.uk/dp/B003KNHKZ2,,Home Baking
RAPIDE EVERYDAY PAINT BRUSH 2 INCH,"Fit For The Job 2 inch All Purpose Mixed Bristle Paint Brush for a Smooth Finish Painting with Emulsion, Gloss and Satin Paints on Walls, Ceilings, Wood and Metal, 2"" 50mm",5055319511230.0,5019200006564.0,B0071QMYQO,1.008,1.99,-1.6616666666666664,-119.54436450839326,200.0,200.0,200,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.925,Char TF-IDF cosine=0.212,Word TF-IDF cosine=0.124,Shared tokens=4,Measurement closeness=1.000",false,0.21,4,0.9251,,,NEITHER,https://www.efghousewares.co.uk/rapide-everyday-paint-brush-2-inch-111605,https://www.amazon.co.uk/dp/B0071QMYQO,,Diy   Tools
AMTECH SCREWDRIVER SET 6PCE,Precision Screwdriver Set 6pce,5032759008919.0,5032017258506.0,B008WP0RUS,3.492,4.25,-2.168333333333333,-62.66859344894026,,,0,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.931,Char TF-IDF cosine=0.746,Word TF-IDF cosine=0.734,Shared tokens=2",false,0.807,2,0.931,,,NEITHER,https://www.efghousewares.co.uk/amtech-screwdriver-set-6pce,https://www.amazon.co.uk/dp/B008WP0RUS,,Amtech Tools
ECOBAG BLACK HEAVY DUTY 20 BAG 100 LTR,"EcoBag - 20 Pack Extra Strong Heavy Duty Refuse Sacks - 100L - 33 Microns - Recyclable Bin Bags, Leak Resistant, Eco-Friendly, Durable Waste DIsposal Bags for Household & Commercial Use 736×990mm",5019685012708.0,,B00HGCV400,2.088,6.39,-0.17375,-7.587336244541487,50.0,50.0,50,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.934,Char TF-IDF cosine=0.285,Word TF-IDF cosine=0.100,Shared tokens=4,Measurement closeness=1.000",false,0.272,4,0.9344,,20,ONLY_AMZ,https://www.efghousewares.co.uk/ecobag-black-heavy-duty-20-bag-100-ltr,https://www.amazon.co.uk/dp/B00HGCV400,,Bin Bag Carrier Bag Paper Bag
RYSONS ANTI SLIP BUBBLE BATH MAT,Munchkin Dandy Dots Non Slip Baby Bath Mat | Colourful Bubble Shower Mat | Bathmat with Skid-Resistant Suction Cups |Baby Essential Children's Bath Accessories,5056239428097.0,,B00IBO5O6W,2.016,10.88,1.896666666666669,85.05231689088203,2000.0,,2000,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.934,Char TF-IDF cosine=0.389,Word TF-IDF cosine=0.347,Shared tokens=4",false,0.226,4,0.9342,,,NEITHER,https://www.efghousewares.co.uk/rysons-anti-slip-bubble-bath-mat-105771,https://www.amazon.co.uk/dp/B00IBO5O6W,,Bathroom   Cosmetics   Beauty
PAN AROMA CANDLE PRINTED GLASS PINK ORCHID,"Gift Set with 3 Scented Aromatic Mood Wax Candles - Glass Plate Stones Candle | Aromatherapy Scented Fragrance Aroma | Home Office Decor, Ornament (Vanilla Orchid)",5053249268729.0,,B00ITX9BKA,1.08,8.99,2.5079166666666666,172.9597701149425,100.0,100.0,100,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.933,Char TF-IDF cosine=0.425,Word TF-IDF cosine=0.168,Shared tokens=4",false,0.313,4,0.9335,,,NEITHER,https://www.efghousewares.co.uk/pan-aroma-printed-glass-candle-pink-orchid-111220,https://www.amazon.co.uk/dp/B00ITX9BKA,,Candles Air Fresheners Diffuse
SIL CANDLE 2 HOUR BURN BUDDHA 11x9CM,2 x Prices Ivory Altar Candle 250mm X 80mm 125 Hours Burn Time,5024418382560.0,,B00PH2Z7FO,1.008,13.1,5.479166666666667,394.1846522781775,400.0,400.0,400,TIER_3_NEEDS_REVIEW,93,"AMAZON_EAN_MISSING,BRAND_MISMATCH","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.935,Char TF-IDF cosine=0.282,Word TF-IDF cosine=0.172,Shared tokens=3",false,0.49,3,0.9346,,,NEITHER,https://www.efghousewares.co.uk/sil-candle-2-hour-burn-buddha-11x9cm-126782,https://www.amazon.co.uk/dp/B00PH2Z7FO,,Candles Air Fresheners Diffuse
INCENSE 30 STICKS FR1207 EACH,"Satya Incense Gift Collection – Handcrafted Assorted Incense Sticks for Meditation, Relaxation & Yoga – 15 g Each (Pack of 7, Floral)",5024418244936.0,683422133459.0,B01EB1QOGW,1.344,4.37,-1.0683333333333331,-63.97205588822354,5000.0,,5000,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.925,Char TF-IDF cosine=0.461,Word TF-IDF cosine=0.428,Shared tokens=3",false,0.308,3,0.9252,,7,ONLY_AMZ,https://www.efghousewares.co.uk/incense-30-sticks-fr1207-each,https://www.amazon.co.uk/dp/B01EB1QOGW,Available (see Keepa data),Candles Air Fresheners Diffuse
AIRWICK REED DIFFUSER TOKYO CHERRY BLOSSOM 25ML PK5,"Air Wick Reed Diffuser Multipack, Cherry Blossom Scent, Pack of 5 x 25 ml, 6 Weeks of Long-Lasting Freshness, Elegant Home Decor, Neutralizes Odors, Enhances Room Ambiance, Air Freshener",5059001022523.0,5011417792391.0,B07K2GSDRG,13.428,18.88,-0.5666666666666675,-4.826802952867696,50.0,50.0,50,TIER_3_NEEDS_REVIEW,93,"EAN_MISMATCH,UNPROFITABLE,BRAND_MISMATCH","Different GTINs; treat as ambiguous evidence, not auto-rejection,Posterior match probability=0.932,Char TF-IDF cosine=0.338,Word TF-IDF cosine=0.254,Shared tokens=4,Measurement closeness=1.000",false,0.4,4,0.932,5,5,BOTH_EQUAL,https://www.efghousewares.co.uk/airwick-reed-diffuser-tokyo-cherry-blossom-25ml-pk5-124829,https://www.amazon.co.uk/dp/B07K2GSDRG,Available (see Keepa data),Air Fresheners
