SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category
AIRWICK REED DIFFUSER COSY COTTAGE 33ML PK5,"Airwick Air wick |Cosy Cottage Frosted Roses & Snowberry |Air freshener Reed Diffuser| 33ml | Pack of 1, White",5059001016003,5059001016003,B0CKLN62XJ,13.428,7.99,-8.371666667,-71.30891539,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=6),Brand match: airwick",TRUE,https://www.efghousewares.co.uk/airwick-reed-diffuser-cosy-cottage-33ml-pk5-124752,https://www.amazon.co.uk/dp/B0CKLN62XJ,,Air Fresheners
OUT & ABOUT WATER PROOF SPRAY,Out & about waterproof spray fabric protector tents sleeping bags 300ml,5053249206783,5053249206783,B0721FCSZB,1.68,4.99,-1.401666667,-71.88034188,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=3),Brand match: out",TRUE,https://www.efghousewares.co.uk/out-about-water-proof-spray-30-4,https://www.amazon.co.uk/dp/B0721FCSZB,,Diy   Tools
RAPIDE  PATCHING PLASTER POWDER 500G,Rapide Quick Setting Patching Plaster Instant Mix 600g,5055319531290,5055319531290,B084YWC4PJ,1.008,3.94,-1.009166667,-72.60191847,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.64, shared=3),Brand match: rapide",TRUE,https://www.efghousewares.co.uk/rap-patching-plaster-powder-108834,https://www.amazon.co.uk/dp/B084YWC4PJ,,Diy   Tools
KINGFISHER FOIL TRAY 2 TRAYS ROASTING,"Kingfisher Foil Roasting Trays, Silver, Large, Pack of 2",5013478557896,5013478557896,B000XJ5XD2,0.972,5.29,-1.001666667,-73.65196078,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=4),Brand match: kingfisher",TRUE,https://www.efghousewares.co.uk/kingfisher-foil-tray-2-trays-roasting,https://www.amazon.co.uk/dp/B000XJ5XD2,,Disposable Tableware
PAN AROMA INCENSE STICKS 4 ASSORTED SCENTS PACK OF 4,"Pan Aroma 4Pk Gift Pack Incense Sticks,PAN0079A",5053249224701,5053249224701,B07NHNLHQ4,1.08,3.7,-1.086666667,-74.94252874,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=4),Brand match: pan",TRUE,https://www.efghousewares.co.uk/pan-aroma-incense-hex-sticks-red-box-23-6,https://www.amazon.co.uk/dp/B07NHNLHQ4,,Candles Air Fresheners Diffuse
BLACKSPUR WIRE 40M GALVANISED 2PC BOTH,"Blackspur BB-WB201 Galvanised Set, Silver Metal Wire, Set of 2 Pieces",5017403045700,5017403045700,B004JDZGK8,1.14,3.95,-1.138333333,-75.88888889,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=3),Brand match: blackspur",TRUE,https://www.efghousewares.co.uk/blackspur-wire-40m-galvanised-2pc-both,https://www.amazon.co.uk/dp/B004JDZGK8,Available (see Keepa data),Diy   Tools
NUAGE WIPES SKIN MICELLAR 3IN1TWIN,"Nuage Micellar 3 in 1 Cleansing Wipes, Twin Pack",5020535008826,5020535008826,B072JL11MS,1.14,3.99,-1.195,-79.66666667,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=3),Brand match: nuage",TRUE,https://www.efghousewares.co.uk/nuage-wipes-skin-micellar-3in1twin,https://www.amazon.co.uk/dp/B072JL11MS,Available (see Keepa data),Bathroom   Cosmetics   Beauty
PAINT FACTORY COLOUR IT SPRAY PRIMER WHITE 250ML,Paint Spray Can 250ml 'White Under Coat' General Purpose,5055319571395,5055319571395,B008P9GYGW,1.476,4.97,-1.438333333,-80.80524345,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=4),Brand match: paint",TRUE,https://www.efghousewares.co.uk/paint-factory-colour-it-spray-primer-white-250ml-111655,https://www.amazon.co.uk/dp/B008P9GYGW,,Diy   Tools
151 BLACK GLOSS PAINT NON-DRIP 180ML,151 Non-DRIP Gloss Black 180ML,5050375085497,5050375085497,B002W24FT6,1.68,4.72,-1.686666667,-86.4957265,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=6),Brand match: 151",TRUE,https://www.efghousewares.co.uk/151-tin-paint-black-gloss-16-9,https://www.amazon.co.uk/dp/B002W24FT6,,Diy   Tools
ESSENTIAL CAKE DRUM SQUARE 14 INCH PK5,"Essential Housewares Cake Board - Square, 14""",5033298006619,5033298006619,B00F4LBS5Q,15.456,5.79,-11.73875,-87.4069248,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.65, shared=3),Brand match: essential",TRUE,https://www.efghousewares.co.uk/essential-cake-drum-square-14-inch-pk5,https://www.amazon.co.uk/dp/B00F4LBS5Q,,Disposable Tableware
PAN AROMA INCENSE STICKS ASSORTED PACK OF 4,"Pan Aroma 4Pk Assorted Incense Stick, PAN0089A",5053249224725,5053249224725,B07BVF16P7,1.08,3.7,-1.316666667,-90.8045977,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=4),Brand match: pan",TRUE,https://www.efghousewares.co.uk/pan-aroma-incense-hex-sticks-pink-box,https://www.amazon.co.uk/dp/B07BVF16P7,,Candles Air Fresheners Diffuse
ELYSIUM SPA AROMA ESS OIL 10ML UPLIFT,Elysium Spa 100% Gernium Essential Oil,5020535015206,5020535015206,B096166B1B,1.008,4.77,-1.275,-91.72661871,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=3),Brand match: elysium",TRUE,https://www.efghousewares.co.uk/elysium-spa-aroma-ess-oil-10ml-uplift,https://www.amazon.co.uk/dp/B096166B1B,,Candles Air Fresheners Diffuse
MARKSMAN WIRE BRUSH,"Marksman Yellow Wire Bristle Cleaning Brush Curved Plastic Handle, ONE Size",5038673640785,5038673640785,B06X16PJT1,1.008,4.99,-1.451666667,-104.4364508,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=3),Brand match: marksman",TRUE,https://www.efghousewares.co.uk/marksman-wire-brush,https://www.amazon.co.uk/dp/B06X16PJT1,,Diy   Tools
MARKSMAN GLAVANISED GARDEN WIRE,"Marksman Galvanised Garden Wire, 1.2mm x 20m",5038673702353,5038673702353,B00DZRDVRE,1.008,2.99,-1.528333333,-109.9520384,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.82, shared=3),Brand match: marksman",TRUE,https://www.efghousewares.co.uk/marksman-glavanised-garden-wire,https://www.amazon.co.uk/dp/B00DZRDVRE,,Diy   Tools
RAPIDE CARTRIDGE FRAME & DOOR,Rapide Frame & Door Sealant Brown,5055319559713,5055319559713,B00ABEICAU,1.14,2.99,-1.792083333,-119.4722222,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.60, shared=3),Brand match: rapide",TRUE,https://www.efghousewares.co.uk/rap-cartridge-frame-door-110736,https://www.amazon.co.uk/dp/B00ABEICAU,,Diy   Tools
151 HARD AS NAILS GLUE SMALL JOBS 85G,151 Products Hard As Nails High Power Glue/Adhesive No More Hammers Needed DIY,5050375074453,5050375074453,B0048LWERO,1.344,3.95,-2.008333333,-120.259481,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=4),Brand match: 151",TRUE,https://www.efghousewares.co.uk/151-glue-hard-as-nails,https://www.amazon.co.uk/dp/B0048LWERO,,Diy   Tools
BLACKSPUR GLASS PAPER 20PCE  BOTH,Blackspur BB-GP273 Glass Paper Set,5017403762805,5017403762805,B003MVVSHI,1.344,2.17,-2.011666667,-120.4590818,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.73, shared=3),Brand match: blackspur",TRUE,https://www.efghousewares.co.uk/blackspur-glass-paper-20pce-both,https://www.amazon.co.uk/dp/B003MVVSHI,,Diy   Tools
CAROLINE 5 PLASTIC TUBS W/LIDS 650ML,Caroline Plastic Tub with Lid 5pk 650ml - 2002,5012145000710,5012145000710,B000XA5P16,1.104,5.39,-1.888333333,-128.4580499,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.78, shared=3),Brand match: caroline",TRUE,https://www.efghousewares.co.uk/caroline-5-plastic-tubs-w-lids-650ml,https://www.amazon.co.uk/dp/B000XA5P16,,Disposable Tableware
BLACKSPUR GLASS PAPER 10PCK,Blackspur BB-GP271 Glass Paper Set,5017403762713,5017403762713,B0048SKUMS,1.008,2.93,-2.028333333,-145.9232614,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.73, shared=3),Brand match: blackspur",TRUE,https://www.efghousewares.co.uk/blackspur-glass-paper-10pck,https://www.amazon.co.uk/dp/B0048SKUMS,,Diy   Tools
BLACKSPUR CABLE TIES 15 IN WHITE UP,Blackspur BB-CH106 Cable Tie Set - White,5017403028659,5017403028659,B003MVOY2Y,1.008,3.99,-2.075,-149.2805755,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.74, shared=3),Brand match: blackspur",TRUE,https://www.efghousewares.co.uk/blackspur-cable-ties-15-in-white-up,https://www.amazon.co.uk/dp/B003MVOY2Y,,Diy   Tools
151 ALL PURPOSE GLUE CLEAR 30G,151 Extra Strong All Purpose Glue(Clear) dispatched from gt-Products,5050375108110,5050375108110,B0088AXGRS,1.344,2.89,-2.801666667,-167.7644711,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=5),Brand match: 151",TRUE,https://www.efghousewares.co.uk/151-glue-all-purpose-strong-16-11,https://www.amazon.co.uk/dp/B0088AXGRS,,Diy   Tools
ECOBAG COMPOSTABLE CADDY BIN 20 BAG 7L,ECOBAG 7L COMPOSTABLE KITCHEN CADDY LINER 20 BAGS,5019685002907,5019685002907,B07B9XXQBY,0.852,0.99,-3.305,-262.3015873,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.78, shared=3),Brand match: ecobag",TRUE,https://www.efghousewares.co.uk/ecobag-compostable-caddy-bin-20-bag-7l-25-11,https://www.amazon.co.uk/dp/B07B9XXQBY,,Bin Bag Carrier Bag Paper Bag
151 FRAGILE TAPE 50M,151 FRAGILE PRINTED ADHESIVE TAPE,5053249223582,5053249223582,B07MX5WCQ4,1.14,4.31,-4.688333333,-312.5555556,,TIER_2_LIKELY,70,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.60, shared=3),Brand match: 151",TRUE,https://www.efghousewares.co.uk/151-tape-fragile-48mmx50m,https://www.amazon.co.uk/dp/B07MX5WCQ4,,Diy   Tools
151 RADIATOR ENAMEL WHITE GLOSS 300ML,"Multi-Purpose Paint Tin 300ml for Metal, Wood, Plastic, Walls with Perfect Finish (Radiator Enamel White Gloss, Pack of 1)",5053249248097,5053249248097,B0D7WFR512,2.484,8.49,-0.135,-5.152671756,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=5)",TRUE,https://www.efghousewares.co.uk/151-radiator-enamel-white-gloss-300ml-103932,https://www.amazon.co.uk/dp/B0D7WFR512,,Diy   Tools
KINGFISHER PLASTIC 15 HALF PINT GLASSES,Pack Of 15 Disposable Half Pint 10oz Clear Plastic Tumbler Glasses Outdoor Picnic BBQ,5013478558008,5013478558008,B00CSQYXIE,0.804,4.99,-0.095416667,-7.821038251,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.37, shared=4)",TRUE,https://www.efghousewares.co.uk/kingfisher-plastic-15-half-pint-glasses,https://www.amazon.co.uk/dp/B00CSQYXIE,,Disposable Tableware
TONGUE BRUSH CLEANER & SCARPER 2 PACK ASSORTED,Dental Aesthetics UK Tongue Scraper and Tongue Cleaner Brush Oral Care (Red),5050565437815,5050565437815,B08W9F79PY,1.008,5.14,-0.159166667,-11.45083933,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=3)",TRUE,https://www.efghousewares.co.uk/tongue-brush-cleaner-scarper-2-pack-assorted-120917,https://www.amazon.co.uk/dp/B08W9F79PY,,Bathroom   Cosmetics   Beauty
SAAO REPAIR TAPE CLEAR,Clear Repair Tape,5055319529723,5055319529723,B08W6XV476,1.476,5.98,-0.226666667,-12.7340824,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.67, shared=3)",TRUE,https://www.efghousewares.co.uk/saao-repair-tape-clear-108737,https://www.amazon.co.uk/dp/B08W6XV476,,Diy   Tools
BEAUTY PRECISION TWEEZER,PRECISION TWEEZER - STAINLESS STEEL - HAIR REMOVAL - BEAUTY CARE BRAND -,5014749180263,5014749180263,B00GEDLA60,0.672,3.18,-0.2,-18.01801802,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.37, shared=3)",TRUE,https://www.efghousewares.co.uk/beauty-precision-tweezer,https://www.amazon.co.uk/dp/B00GEDLA60,,Bathroom   Cosmetics   Beauty
SPRING PLANT CLIPS 20PK,Rysons Spring Plant Clips 20 pack,5056239461025,5056239461025,B0CJ9JZJ1K,1.008,4.99,-0.265416667,-19.09472422,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.82, shared=3)",TRUE,https://www.efghousewares.co.uk/spring-plant-clips-20pk,https://www.amazon.co.uk/dp/B0CJ9JZJ1K,,Diy   Tools
PPS BAGASSE WHITE 50 PLATES 23CM,50 Pack 9' Inch 23cm Compostable Biodegradable Bagasse Plates Eco Friendly,5030481985188,5030481985188,B08RP4NHGQ,2.676,7.54,-0.656666667,-23.62110312,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-bagasse-white-50-plates-23cm,https://www.amazon.co.uk/dp/B08RP4NHGQ,,Disposable Tableware
PPS PAPER 100 PLATES WHITE 9 INCH,100 WHITE PAPER PLATES - 9 inch/23cm quality durable plates ideal for hot and cold food,5030481980060,5030481980060,B00NGTJRWE,2.556,7.34,-0.703333333,-26.24378109,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.36, shared=5)",TRUE,https://www.efghousewares.co.uk/pps-paper-100-plates-white-9-inch-106913,https://www.amazon.co.uk/dp/B00NGTJRWE,,Disposable Tableware
PPS BBQ PARTY 100 SKEWERS 20CM,100 x Bamboo Wooden BBQ SKEWERS- 20cm/ 8 inches,5030481961021,5030481961021,B07C93SQF4,0.672,4.79,-0.297083333,-26.76426426,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.45, shared=4)",TRUE,https://www.efghousewares.co.uk/pps-bbq-party-100-skewers-20cm,https://www.amazon.co.uk/dp/B07C93SQF4,,Disposable Tableware
PAINT FACTORY VARNISH CLEAR MATT SPRAY 250ML,Spray Paint Gloss Matt Varnish Radiator Undercoat Primer Metallic DIY Aerosol - Clear Matt Varnish,5055319571272,5055319571272,B007THL9Q6,1.476,5.76,-0.48,-26.96629213,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=5)",TRUE,https://www.efghousewares.co.uk/paint-factory-varnish-clear-matt-spray-250ml-111654,https://www.amazon.co.uk/dp/B007THL9Q6,,Diy   Tools
BEAUTY COSMETIC SPONGES ASSORTED 25 PIECES,CS BEAUTY COSMETIC SPONGES 25PK - Synthetic - White - Round - Makeup Application & Blending,5014749180560,5014749180560,B09MZR4JY1,1.008,5.31,-0.475,-34.17266187,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=3)",TRUE,https://www.efghousewares.co.uk/beauty-cosmetic-sponges-assorted-25pc,https://www.amazon.co.uk/dp/B09MZR4JY1,,Bathroom   Cosmetics   Beauty
PAN AROMA CANDLE PRINTED GLASS VANILLA BEAN,STX_373620 Pan Aroma Patterned Glass Scented Candle Vanilla/Coconut (PAN0289) B07QZ5487N_1,5053249217666,5053249217666,B07QZ5487N,1.08,4.85,-0.498333333,-34.36781609,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=5)",TRUE,https://www.efghousewares.co.uk/pan-aroma-candle-rnd-van-coconut-each,https://www.amazon.co.uk/dp/B07QZ5487N,,Candles Air Fresheners Diffuse
MARKSMAN MINI SIDE CUTTING PLIERS,"4 1/4"" Mini Side Cutter Pliers Jewelry Craft Beading Mini Side Cutting PLIER",5038673510040,5038673510040,B009ZTXFHM,1.14,6.99,-0.555,-37,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4)",TRUE,https://www.efghousewares.co.uk/marksman-mini-side-cutting-pliers,https://www.amazon.co.uk/dp/B009ZTXFHM,,Diy   Tools
TIDYZ SLIDE ZIP12 FREEZER  BAGS,AIL Slide Zip Freezer Bags 12 Pack,5025364003738,5025364003738,B0BXFG4PGD,0.744,4,-0.576666667,-49.28774929,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.74, shared=3)",TRUE,https://www.efghousewares.co.uk/tidyz-slide-zip12-freezer-bags,https://www.amazon.co.uk/dp/B0BXFG4PGD,Available (see Keepa data),Bin Bag Carrier Bag Paper Bag
MULTI PURPOSE REFLECTORS 8PC,8pc Muliti Purpose Red Light Reflectors Rear Trailer Reflector Disks Caravan Bike,5056338358134,5056338358134,B08B3JMQXQ,1.008,3.39,-0.745,-53.5971223,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=3)",TRUE,https://www.efghousewares.co.uk/multi-purpose-reflectors-8pc-108847,https://www.amazon.co.uk/dp/B08B3JMQXQ,,Diy   Tools
151 GORILLA DECORATORS FILLER FLEXIBLE,Gorilla Ready Mixed Decorators Flexible Filler Wood Filler Cracks Remover 320ml,5053249240954,5053249240954,B092RGNYL6,1.68,5.05,-1.051666667,-53.93162393,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.46, shared=4)",TRUE,https://www.efghousewares.co.uk/151-gorilla-decorators-filler-flexible,https://www.amazon.co.uk/dp/B092RGNYL6,,Diy   Tools
MAJESTIC CATERING WET HAND WIPES LEMON 100PCS,100 x WET HAND WIPES TOWEL LEMON SCENTED INDIVIDUALLY WRAPPED,5028181112157,5028181112157,B00OGKQU5Y,4.836,7.99,-2.471666667,-53.96652111,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.45, shared=4)",TRUE,https://www.efghousewares.co.uk/majestic-catering-wet-hand-wipes-lemon-100pcs-124183,https://www.amazon.co.uk/dp/B00OGKQU5Y,Available (see Keepa data),Disposable Tableware
FEBREZE AIR FRESHENER BATH SPICED APPLE PK8,Ambi Pur - Bathroom Air Freshener Spiced Apple - Pack of 3 - Homlix Thank you Card,8001841893044,8001841893044,B0CMMZ3F4Y,21.492,14.99,-10.25208333,-55.53674612,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4)",TRUE,https://www.efghousewares.co.uk/febreze-a-freshener-bath-spiced-apple-pk8,https://www.amazon.co.uk/dp/B0CMMZ3F4Y,,Air Fresheners
PAINT FACTORY COLOUR IT SPRAY SATIN WHITE 400ML,"Colour It White Satin, 400 ml",5055319526845,5055319526845,B07NJGGWB2,2.148,5.39,-1.348333333,-57.62108262,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=3)",TRUE,https://www.efghousewares.co.uk/paint-factory-colour-it-spray-satin-white-400ml-111522,https://www.amazon.co.uk/dp/B07NJGGWB2,,Diy   Tools
151 GLUE EPOXY QUICK DRYING 30G,Two Part Epoxy Adhesive Glue Quick Drying 2X 15ml Resin & Hardener,5053249226194,5053249226194,B07FZ32CN3,1.944,3.46,-1.326666667,-61.13671275,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=4)",TRUE,https://www.efghousewares.co.uk/151-glue-epoxy-5-minute-2-23,https://www.amazon.co.uk/dp/B07FZ32CN3,,Diy   Tools
151 GORILLA FILLER PLASTER BOARD DRYWALL MESH TAPE 50MX50MM,"Gorilla Filler Plasterboard & Drywall Mesh Tape | Fills Cracks - Easy to Apply (Self Adhesive) | 50mm x 50m (White, 50m)",5053249247304,5053249247304,B09M3Q98MK,1.68,4.82,-1.213333333,-62.22222222,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=5)",TRUE,https://www.efghousewares.co.uk/gorilla-filler-plaster-board-drywall-mesh-104042,https://www.amazon.co.uk/dp/B09M3Q98MK,Available (see Keepa data),Diy   Tools
PPS CAKE BOARD ROUND 8 INCH PK5,1 x ROUND CAKE BOARD DRUM - 20 x 20 x 1.1cm (8 INCH) approx - floral embossed elegant decoration,5030481932182,5030481932182,B06VTRZ2Q5,3.492,3.7,-2.196666667,-63.48747592,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=4)",TRUE,https://www.efghousewares.co.uk/pps-cake-board-round-8-inch-pk5,https://www.amazon.co.uk/dp/B06VTRZ2Q5,,Disposable Tableware
151 DECORATORS TOOLS SANDPAPER ASSORTED SHEETS PACK OF 10,"HD1002D 10 Assorted Sandpaper Sheets for Metal Wood Plaster Paint Decorating Fine Medium, 28 x 23cm",5053249233987,5053249233987,B07TNNQQS5,1.14,3.3,-0.98,-65.33333333,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=3)",TRUE,https://www.efghousewares.co.uk/151-decorator-tool-sandpaper-ass-6-5,https://www.amazon.co.uk/dp/B07TNNQQS5,,Diy   Tools
PPS 3PLY 33CM 20 NAPKINS LIGHT PINK,"20 LUXURY 3 PLY PINK PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481991066,5030481991066,B00O2AEOVK,0.672,4.63,-0.751666667,-67.71771772,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.37, shared=3)",TRUE,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-light-pink,https://www.amazon.co.uk/dp/B00O2AEOVK,,Disposable Tableware
AIRWICK PLUG COMPLETE PEONY GARDEN PARTY PK4,"Air Wick Plug in Diffuser Kit, Peony Garden Party, 1 Device & 1 Refill (19ml), Long Lasting Fragrance, Lasts up to 100 days, Plug in Air freshener",5059001016928,5059001016928,B0CL543Q14,13.428,7.25,-8.928333333,-76.05053947,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=4)",TRUE,https://www.efghousewares.co.uk/airwick-plug-complete-peony-garden-party-pk4-124432,https://www.amazon.co.uk/dp/B0CL543Q14,Available (see Keepa data),Air Fresheners
AIRWICK CANDLE CINNAMON & APPLE 220G PK6,Air Wick Essential Oils Warm Cinnamon & Apple Candle 220g Limited Edition,5999109543615,5999109543615,B0GV52XYQD,18.804,8.85,-12.36125,-76.20992602,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=4)",TRUE,https://www.efghousewares.co.uk/airwick-candle-cinnamon-220g-pk6-109285,https://www.amazon.co.uk/dp/B0GV52XYQD,,Air Fresheners
AIRWICK AIR FRESHENER TOKYO CHERRY BLOSSOM & HIBISCUS 300ML PK6,Air Wick Tokyo Base Aerosol 300ml,5059001024091,5059001024091,B0F8VK177B,9.12,5.99,-6.317083333,-77.51022495,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=3)",TRUE,https://www.efghousewares.co.uk/airwick-air-freshener-tokyo-cherry-blossom-hibiscus-300ml-pk6-124759,https://www.amazon.co.uk/dp/B0F8VK177B,,Air Fresheners
PAINT FACTORY COLOUR IT NATO GREEN 250ML,"Colour It NATO Green Matt, 250 ml",5055319528511,5055319528511,B07NJGRTV2,1.476,4.42,-1.416666667,-79.58801498,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.72, shared=3)",TRUE,https://www.efghousewares.co.uk/paint-factory-colour-it-nato-green-250ml-111565,https://www.amazon.co.uk/dp/B07NJGRTV2,,Diy   Tools
AIRWICK REED DIFFUSER MORNING MEADOW 42ML PK5,Air Wick Stacey Solomon Morning Meadow Essential Oils Reeds Diffuser 42ml Lasts up to 6 weeks Air Freshener,5059001014375,5059001014375,B0BM4WYVT6,13.428,6.46,-9.574166667,-81.55167518,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.45, shared=4)",TRUE,https://www.efghousewares.co.uk/airwick-reed-diffuser-morning-meadow-42ml-pk5-125046,https://www.amazon.co.uk/dp/B0BM4WYVT6,,Air Fresheners
PAINT FACTORY COLOUR IT SPRAY SATIN BLACK 250ML,"Colour It Black Satin, 250 ml",5055319528542,5055319528542,B07NJH3QBX,1.476,4.36,-1.456666667,-81.83520599,,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.61, shared=3)",TRUE,https://www.efghousewares.co.uk/paint-factory-colour-it-spray-satin-black-250ml-111650,https://www.amazon.co.uk/dp/B07NJH3QBX,,Diy   Tools
