SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,token_overlap,underpriced_suspicious,supplier_pack_qty,amazon_pack_qty,Unit_Qty_Flag,Unit_Qty_Note,Net_Profit
Halloween Trick-Or-Treat Bucket 22cm X 17.5cm Assorted,Gem Imports Black Halloween Trick Or Treat Candy Bucket 18cm,5056170313049,5056170313049.0,B082NSGSFM,0.924,5.89,-0.5079166666666668,-38.47853535353536,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=4)",True,https://www.poundwholesale.co.uk/halloween-trick-or-treat-bucket-22cm-x-17-5cm-assorted,https://www.amazon.co.uk/dp/B082NSGSFM,,Wholesale Halloween,5,False,17,1,MATCH,,-0.5079166666666668
Dekton Folding Hex Key Set,Dekton Ball End Folding Hex Key Set | Ball Point Heads for Up to 25° Angles | Heat Treated for Strength | Ideal for Precision Fastening | Compact Key Set with Clip | Includes Sizes 1.5mm to 10mm,5055441407081,5055441407081.0,B00EBRSTK6,3.108,5.4,-1.2099999999999993,-38.53503184713374,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.24, shared=4),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-folding-hex-key-set,https://www.amazon.co.uk/dp/B00EBRSTK6,,Dekton Automotive,5,False,1,1,MATCH,,-1.2099999999999993
Just Stationery Slimline Shopping Pads 6 Pack,Just-Stationery 75 x 210 mm Lined Paper Shopping Pad (Pack of 6),5013922046907,5013922046907.0,B071NVTYHK,0.78,3.62,-0.4633333333333332,-38.6111111111111,400.0,400.0,400,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.72, shared=3)",True,https://www.poundwholesale.co.uk/just-stationery-slimline-shopping-pads-6-pack,https://www.amazon.co.uk/dp/B071NVTYHK,Available (see Keepa data),Wholesale Notebooks Notepads,5,False,6,6,MATCH,,-0.4633333333333332
Golden Brown Permanent Hair Colour No.6,"Creme Colour Womens Permanent Hair Dye, 06 Gold Brown, GL023520",5055257877047,5055257877047.0,B01LZ2ERFU,0.948,4.74,-0.5199999999999998,-38.80597014925372,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=4)",True,https://www.poundwholesale.co.uk/golden-brown-permanent-hair-colour-no-6-vibrant-colour-in-5-easy-steps,https://www.amazon.co.uk/dp/B01LZ2ERFU,,Wholesale Hair Care,4,False,1,1,MATCH,,-0.5199999999999998
"Dekton 14"" Bolt Cutter","Dekton Bolt Cutter 14""-Heavy Duty Cr-mo Steel| Fitted Anti-slip Rubber Grips| Adjustment Screw For Edge Alignment| Shock Absorber| Durable And Powerful Cutter| Ideal For Industrial, Construction, Home",5055441407715,5055441407715.0,B00G7K6C0O,8.232000000000001,10.99,-2.9016666666666677,-39.15879442195232,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.17, shared=3),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-14-bolt-cutter,https://www.amazon.co.uk/dp/B00G7K6C0O,,Dekton Pliers Wrenches,4,False,1,1,MATCH,,-2.9016666666666677
Swirl Stain Remover Pen,151 Swirl Laundry Stain Remover Pen Instant On The Go Liquid Stain Remover Travel Pen 10ml,5053249267487,5053249267487.0,B0CVNB4H65,0.912,3.29,-0.5283333333333333,-40.33078880407125,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=4)",True,https://www.poundwholesale.co.uk/swirl-stain-remover-pen,https://www.amazon.co.uk/dp/B0CVNB4H65,,Wholesale Travel Supplies,4,False,1,1,MATCH,,-0.5283333333333333
Artbox Fluorescent Stars 7.5cm X 7.5cm 60 Pack,"THE ART BOXARTBOX 7.5x7.5cm Fluorescent Stars (Pack of 60), Neon Colours, 6220",5013922062204,5013922062204.0,B00F4M5ILK,0.744,3.49,-0.4816666666666663,-41.168091168091145,50.0,,50,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=3)",True,https://www.poundwholesale.co.uk/60-flourescent-stars-7-5cm-x-7-5cm,https://www.amazon.co.uk/dp/B00F4M5ILK,Available (see Keepa data),Stationery Pound Lines,6,False,60,60,MATCH,,-0.4816666666666663
JCB LED Golf 6W=40W Warm White SES E14 3000K Box,"JCB 6w LED E14 Golf Ball Bulbs Small Edison Screw, 40w Incandescent Bulb Equivalent, 470lm, Warm White 3000k , Non Dimmable, LED Small Edison Screw Golf Ball Light Bulbs, 220-240v",5050028108368,5050028108368.0,B071YWMZDR,1.092,4.99,-0.6016666666666658,-41.2100456621004,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=8),Brand match: jcb",True,https://www.poundwholesale.co.uk/jcb-led-golf-6w-40w-warm-white-ses-e14-3000k-box,https://www.amazon.co.uk/dp/B071YWMZDR,Available (see Keepa data),Wholesale Lighting Light Bulbs,9,False,1,1,MATCH,,-0.6016666666666658
Queen Of Cakes Floral Cupcake Cases 60 Pack,Queen of Cupcake case,5053249002118,5053249002118.0,B00F4LB2JS,0.888,4.99,-0.5316666666666658,-41.214470284237656,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.66, shared=2),Brand match: queen",True,https://www.poundwholesale.co.uk/queen-of-cakes-floral-cupcake-cases-60-pack,https://www.amazon.co.uk/dp/B00F4LB2JS,,Wholesale Baking,2,False,60,1,MATCH,,-0.5316666666666658
"Dekton Heavy Duty Self-Retracting Utility Knife 6""","Dekton Self-Retracting Knife – Safety Utility Knife with Automatic Blade Retraction | Ergonomic Handle | Ideal for Cutting Tasks, DIY, and Professional Use | Durable and Easy to Carry",5055441451145,5055441451145.0,B0DLBKY3Y5,1.848,4.11,-0.8649999999999995,-41.38755980861242,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.32, shared=5),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-heavy-duty-self-retracting-utility-knife-6,https://www.amazon.co.uk/dp/B0DLBKY3Y5,,Wholesale Dekton Tools,5,False,1,1,MATCH,,-0.8649999999999995
"Dekton Mini Emulsion Paint Roller Set 4"" 7pc","Dekton Trade 4"" Emulsion Set 7pc Trade-Woven Roller| Ideal For Paints On Walls & Ceiling| Medium Pile Woven Fabric Sleeves| Durable Finish, Seamless Repairs On Nicks| 3 Pile & 2 Standard Sleeves, Tray",5055441449821,5055441449821.0,B0DJBWRS2P,2.46,5.93,-1.078333333333333,-41.47435897435896,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.28, shared=4),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-mini-emulsion-paint-roller-set-4-7pc,https://www.amazon.co.uk/dp/B0DJBWRS2P,,Wholesale Painting Decorating,6,False,7,7,MATCH,,-1.078333333333333
Nuage Aloe Vera Cooling Lotion 600ml,"Nuage Aloe Vera Lotion Cooling XL Pack 600ml | Moisturises, Soothes & Softens Skin | Aloe Vera Enriched Formula for Daily Hydration | Ideal for After-Sun Care & Dry Skin Relief | Non-Greasy",5053249271972,5053249271972.0,B0DJ1XD5WQ,1.62,4.99,-0.7916666666666659,-41.66666666666662,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=6),Brand match: nuage",True,https://www.poundwholesale.co.uk/nuage-aloe-vera-cooling-lotion-600ml,https://www.amazon.co.uk/dp/B0DJ1XD5WQ,Available (see Keepa data),Wholesale Skin Care,6,False,1,1,MATCH,,-0.7916666666666659
Goodyear Wheel Master Wrench,Goodyear Wheel Master Wrench Perfect for Removing and Fitting Wheel Nuts| Strong and Durable| Extends to 530mm| Complete with Sockets for 21-23mm and 17-19mm|Extra Long Handle Increases Torque,5055441427423,5055441427423.0,B073XMZXFZ,6.96,10.19,-2.6483333333333325,-41.70603674540681,200.0,200.0,200,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=4),Brand match: goodyear",True,https://www.poundwholesale.co.uk/goodyear-wheel-master-wrench,https://www.amazon.co.uk/dp/B073XMZXFZ,,Mechanics Tools,4,False,1,1,MATCH,,-2.6483333333333325
"Dekton Mini Gloss Paint Roller Set 4"" 7pc","Dekton 4"" Gloss Set 7pc Trade-Foam roller for gloss| High Density Foam Sleeves For Paints & Varnishes| Can be used with solvent based products| Durable Finish, Seamless Repairs On Nicks| 5 Roller,Tray",5055441449869,5055441449869.0,B0DJBWKZWR,2.46,5.99,-1.0883333333333332,-41.85897435897436,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=4),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-mini-gloss-paint-roller-set-4-7pc,https://www.amazon.co.uk/dp/B0DJBWKZWR,,Wholesale Painting Decorating,6,False,7,7,MATCH,,-1.0883333333333332
Prima Rolling Pin With Handles Small,Wooden Rolling Pin Small,5038673185231,5038673185231.0,B08XP2VVYN,1.368,6.49,-0.7116666666666656,-42.110453648915126,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.60, shared=3)",True,https://www.poundwholesale.co.uk/prima-rolling-pin-with-handles-small,https://www.amazon.co.uk/dp/B08XP2VVYN,,Wholesale Baking,3,False,1,1,MATCH,,-0.7116666666666656
Dekton Gecko Slide Assorted Furniture Sliders & Pads 8pc,"Dekton Geckoslide 8pc Set Assorted-Non-Slip Drawer, Cabinet Liners| Heavy-Duty Grip| Protects Surfaces from Scratches & Spills| Ideal for Home & Office Use| Durable,Washable Material| Secure,Organized",5055441460628,5055441460628.0,B0F4KPP65H,2.112,5.49,-0.9749999999999996,-42.2077922077922,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=3),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-gecko-slide-assorted-furniture-sliders-pads-8pc,https://www.amazon.co.uk/dp/B0F4KPP65H,,Wholesale Home Accessories,3,False,8,8,MATCH,,-0.9749999999999996
"Lynwood Select Twin Tiger Stripe 9"" Roller Set","Lynwood Paint, Black, 2 Sleeve Roller Set",5016574125372,5016574125372.0,B003MPEDK8,2.34,7.0,-1.0566666666666662,-42.26666666666664,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.57, shared=2),Brand match: lynwood",True,https://www.poundwholesale.co.uk/lynwood-9-twin-simulated-sheepskin-roller-set,https://www.amazon.co.uk/dp/B003MPEDK8,,Paint Rollers Trays,3,False,1,1,MATCH,,-1.0566666666666662
Marksman Folding Step Stool Assorted Colours 29 X 22 X 45cm,(HomeVibe) EXTRA LARGE FOLDING HANDY STEP STOOL BATHROOM 150KG HANDLE STORAGE COLLAPSIBLE MULTI USE,5038673233512,5038673233512.0,B09WYMHLTQ,8.712,14.99,-3.338333333333332,-42.7443448570209,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=3)",True,https://www.poundwholesale.co.uk/marksman-folding-step-tool-assorted-colours-29-x-22-x-45cm,https://www.amazon.co.uk/dp/B09WYMHLTQ,,Wholesale Home Accessories,3,False,29,1,MATCH,,-3.338333333333332
Adult Colouring Book  3&4 2 Assorted Designs,ADULT COLOURING STRESS RELIEVING PATTERNS AND DESI,5060082939730,5060082939730.0,B01N8VJKDV,0.72,3.49,-0.4916666666666663,-42.753623188405776,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.56, shared=2),Brand match: adult",True,https://www.poundwholesale.co.uk/adult-colouring-book-no-vat-3-4-2-assorted-designs,https://www.amazon.co.uk/dp/B01N8VJKDV,,Stationery Pound Lines,2,False,1,1,MATCH,,-0.4916666666666663
Bello Biodegradable Paper Straws 50 Pack,"50 Biodegradable Paper Straws, Brown and Disposable Straws",5015302420260,5015302420260.0,B08GZJSHGT,1.104,4.75,-0.6416666666666665,-43.65079365079364,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.64, shared=3)",True,https://www.poundwholesale.co.uk/bello-biodegradable-paper-straws-50-pack,https://www.amazon.co.uk/dp/B08GZJSHGT,,Wholesale Partyware,4,False,50,1,MATCH,,-0.6416666666666665
DID Multi Purpose Reflectors 8pc,8pc Muliti Purpose Red Light Reflectors Rear Trailer Reflector Disks Caravan Bike,5056338358134,5056338358134.0,B08B3JMQXQ,0.72,3.39,-0.5049999999999996,-43.91304347826083,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=3)",True,https://www.poundwholesale.co.uk/12pc-multi-purpose-reflectors,https://www.amazon.co.uk/dp/B08B3JMQXQ,,Wholesale Cycling,3,False,8,8,MATCH,,-0.5049999999999996
Second Glance Lens Cleaner & Cloth Set 30ml,Lens Cleaner and Cloth Glasses Eyewear Cleaner,5056170300599,5056170300599.0,B07VL3JV33,0.852,4.4,-0.553333333333333,-43.91534391534389,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=3)",True,https://www.poundwholesale.co.uk/second-glance-lens-cleaner-cloth-set-30ml,https://www.amazon.co.uk/dp/B07VL3JV33,,Wholesale Optical,3,False,1,1,MATCH,,-0.553333333333333
Duzzit 5-in-1 Lemon Dishwasher Tablets 12 Pack,"Duzzit Dishwasher Tablets - 5 In 1 Action (Detergent, Rinse Aid, Salt, Stain Removal & Glass Protection) | Removes Stains & Grease (Lemon, 12 Dishwasher Tablets)",5053249237480,5053249237480.0,B07WYKL4SP,1.272,4.98,-0.7099999999999997,-44.09937888198756,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=4),Brand match: duzzit",True,https://www.poundwholesale.co.uk/duzzit-dishwasher-tablets-5-in-1,https://www.amazon.co.uk/dp/B07WYKL4SP,,Kitchen Cleaners,7,False,12,1,MATCH,,-0.7099999999999997
Dekton Plastic Spreader Set 3pc,"Dekton Plastic Spreader Set – 3-Piece Set (4"", 5"", 6"") | Ideal for Spreading, Smoothing and Finishing | Durable & Flexible Plastic | Perfect for Grouting, Painting and DIY Projects",5055441455068,5055441455068.0,B0DLH2VPFJ,1.188,4.99,-0.6816666666666658,-44.26406926406921,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.32, shared=3),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-plastic-spreader-set-3pc,https://www.amazon.co.uk/dp/B0DLH2VPFJ,,Wholesale Painting Decorating,4,False,3,1,MATCH,,-0.6816666666666658
Cookhouse Non-Stick Fluted Cake Pan 22.5 X 10cm,"Round Non Stick Fluted Cake Pan Perfect for Ring Cakes, Savouries & Desserts",5015302452520,5015302452520.0,B00M1PNPFE,3.06,6.99,-1.3749999999999991,-44.3548387096774,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=5)",True,https://www.poundwholesale.co.uk/cookhouse-non-stick-fluted-cake-pan-22-5-x-10cm,https://www.amazon.co.uk/dp/B00M1PNPFE,,Wholesale Baking,5,False,5,1,MATCH,,-1.3749999999999991
Paint Factory Yacht Spray Varnish 400ml,All Purpose Yacht Varnish 400ML - Professional Gloss Finish Spray Wood Color Paint,5055319517485,5055319517485.0,B078HMWZFD,1.68,5.44,-0.8766666666666658,-44.95726495726491,50.0,50.0,50,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.37, shared=5)",True,https://www.poundwholesale.co.uk/all-purpose-yacht-varnish-spray-paint-400ml-metal-wood-and-plastic,https://www.amazon.co.uk/dp/B078HMWZFD,Available (see Keepa data),Other,5,False,1,1,MATCH,,-0.8766666666666658
Elpine Slimline Phone,Slimline Elpine Phone,5038673312965,5038673312965.0,B008DYKRBM,8.364,12.95,-3.408333333333333,-45.323581560283685,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.67, shared=3)",True,https://www.poundwholesale.co.uk/elpine-slimline-phone,https://www.amazon.co.uk/dp/B008DYKRBM,,Wholesale Home Accessories,3,False,1,1,MATCH,,-3.408333333333333
Goodyear Velour Car Mat Set 4pc,"Goodyear 4PC Car Mat Set Helps to protect from wear and tear | Velour carpet floor mats | Quick and easy to clean | Fits universally | Non-Slip Backing| Weatherproof | Prevents Mud, Snow in Your Car",5055441444635,5055441444635.0,B0DJT93MNC,6.5760000000000005,11.99,-2.748333333333334,-45.57766721945827,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.22, shared=5),Brand match: goodyear",True,https://www.poundwholesale.co.uk/goodyear-velour-car-mat-set-4pc,https://www.amazon.co.uk/dp/B0DJT93MNC,Available (see Keepa data),Car Driving Accessories,6,False,4,4,MATCH,,-2.748333333333334
White Biodegradable Bagasse Plates 23cm 50 Pack,50 Pack 9' Inch 23cm Compostable Biodegradable Bagasse Plates Eco Friendly,5030481985188,5030481985188.0,B08RP4NHGQ,4.0440000000000005,7.54,-1.796666666666667,-45.83333333333334,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=4)",True,https://www.poundwholesale.co.uk/white-bagasse-plates-23cm-50-pack,https://www.amazon.co.uk/dp/B08RP4NHGQ,,Wholesale Partyware,6,False,50,9,MATCH,,-1.796666666666667
Dekton Gecko Grip Adhesive Chrome Utensil Hook Set 3pc,"Dekton Geckogrip Utensil Hooks 3pc Chrome - Strong Adhesive Wall Hooks, Rental Safe, Holds up to 500g, Easy to Apply & Remove - Ideal for Kitchen Utensils & Household Storage",5055441460024,5055441460024.0,B0FGY6GZDX,0.768,2.99,-0.548333333333333,-46.078431372549,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=5),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-gecko-grip-adhesive-chrome-utensil-hook-set-3pc,https://www.amazon.co.uk/dp/B0FGY6GZDX,Available (see Keepa data),Fasteners Assortments,5,False,3,3,MATCH,,-0.548333333333333
Dekton Gecko Grip Clear Adhesive Hook Set 4pc,"DEKTON Geckogrip Hook Set 4pc Clear-Heavy-Duty Wall Hook| Strong Adhesive Grip| Holds Upto 10kg| Ideal for Kitchen, Bathroom, Office| Reusable & Residue-Free| Sleek Clear Finish| Versatile Storage",5055441459943,5055441459943.0,B0F4K2W7YY,0.768,2.99,-0.548333333333333,-46.078431372549,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=6),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-gecko-grip-clear-adhesive-hook-set-4pc,https://www.amazon.co.uk/dp/B0F4K2W7YY,,Fasteners Assortments,7,False,4,4,MATCH,,-0.548333333333333
Dekton Gecko Grip White Adhesive Hook Set 4pc,"DEKTON Geckogrip Hook Set 4pc White-Heavy-Duty Wall Hook| Strong Adhesive Grip| Holds Upto 10kg| Ideal for Kitchen, Bathroom, Office| Reusable & Residue-Free| Sleek White Finish| Versatile Storage",5055441459929,5055441459929.0,B0F4K4M1B5,0.768,2.99,-0.548333333333333,-46.078431372549,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=6),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-gecko-grip-white-adhesive-hook-set-4pc,https://www.amazon.co.uk/dp/B0F4K4M1B5,Available (see Keepa data),Fasteners Assortments,7,False,4,4,MATCH,,-0.548333333333333
Dekton Socket Driver Adaptor Set 3pc,"Dekton 3pc 1/4"", 3/8"" & 1/2"" Socket Adaptor Set - Fits All Standard Drill Chucks|Hexagonal Shank| Fits Screwdriver Bit Holder| Turns Any Power Drill Into A Power Nut Driver| Durable",5055441419800,5055441419800.0,B01HH40YUW,1.752,3.99,-0.9349999999999998,-46.517412935323385,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=5),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-socket-driver-adaptor-set,https://www.amazon.co.uk/dp/B01HH40YUW,Available (see Keepa data),Wholesale Dekton Tools,6,False,3,3,MATCH,,-0.9349999999999998
Just Stationery Balls Of Cotton String 3 Pack,Tallon Just Stationery 90m String Ball (Pack of 3),5013922051581,5013922051581.0,B00C3N5UCK,0.78,4.98,-0.5599999999999999,-46.66666666666666,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.62, shared=3)",True,https://www.poundwholesale.co.uk/3-balls-of-string,https://www.amazon.co.uk/dp/B00C3N5UCK,Available (see Keepa data),Wholesale Christmas,5,False,3,3,MATCH,,-0.5599999999999999
Marksman Telescopic Hand Trowel,Telescopic Extendable Long Handle Handled Garden Hand Trowel Spade - 67-95cm,5038673700908,5038673700908.0,B07FDF9WJT,3.492,9.88,-1.6166666666666665,-46.72447013487475,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=3)",True,https://www.poundwholesale.co.uk/marksman-telescopic-hand-trowel,https://www.amazon.co.uk/dp/B07FDF9WJT,,Garden Tools,3,False,1,1,MATCH,,-1.6166666666666665
Car Pride Assorted Fragrance Fresh Feet Car Air Fresheners 4 Pack CDU,"Pack of 4 FRESH FEET, Car Air Fresheners, Carpride cp1128",5050375036574,5050375036574.0,B006URFAE8,0.852,3.18,-0.5899999999999996,-46.8253968253968,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.60, shared=5)",True,https://www.poundwholesale.co.uk/car-pride-assorted-fragrance-fresh-feet-car-air-fresheners-4-pack-cdu,https://www.amazon.co.uk/dp/B006URFAE8,Available (see Keepa data),Wholesale Car Care,7,False,4,4,MATCH,,-0.5899999999999996
Assorted Colour Bingo Dabber Bottles 2 Pack,Tallon Games 2 Bingo Dabber Bottles Assorted Colours,5013922011646,5013922011646.0,B07P3HTD83,0.8160000000000001,4.5,-0.5800000000000002,-47.15447154471546,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=4)",True,https://www.poundwholesale.co.uk/2-bingo-dabber-bottles-2-colours,https://www.amazon.co.uk/dp/B07P3HTD83,,Stationery Pound Lines,5,False,2,1,MATCH,,-0.5800000000000002
Kids Create Rainbow Colours Christmas Scratch Art Set,Design Group Kids Create Christmas Scratch Art Set Childrens Activity Pack Festive Stocking Filler Age 3+,5012128575280,5012128575280.0,B0DNQQRVXB,0.852,3.51,-0.5950000000000004,-47.22222222222226,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=5)",True,https://www.poundwholesale.co.uk/kids-create-rainbow-colours-christmas-scratch-art-set,https://www.amazon.co.uk/dp/B0DNQQRVXB,,Wholesale Art Crafts,6,False,1,1,MATCH,,-0.5950000000000004
Marksman 5lb Pen-Style Magnetic Pick Up Tool,5 LB POUND PEN STYLE PICK UP TOOL TOOLS MAGNETIC,5038673680248,5038673680248.0,B0058SQ3VY,1.284,3.99,-0.7737500000000002,-47.76234567901236,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=5)",True,https://www.poundwholesale.co.uk/marksman-5lb-pen-style-magnetic-pick-up-tool,https://www.amazon.co.uk/dp/B0058SQ3VY,,Other,6,False,1,1,MATCH,,-0.7737500000000002
Dekton Key Ring Assortment Mega Pack 36pc,"Dekton 36-Piece Key Ring Set-Durable Metal Keychains | Assorted Colors | Perfect for Keys, Tags & Accessories | Ideal for Home, Office & Travel | Versatile Use | Multiple Applications, Easy to Open",5055441457260,5055441457260.0,B0DLH4893L,2.8440000000000003,6.99,-1.4049999999999996,-48.11643835616437,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=3),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-key-ring-assortment-mega-pack-36pc,https://www.amazon.co.uk/dp/B0DLH4893L,Available (see Keepa data),Fasteners Assortments,3,False,36,1,MATCH,,-1.4049999999999996
"Dekton Professional Rotating Sanding Block 7""","Dekton Sander-Ergonomic Sanding Tool for Efficient Surface Preparation| Durable Construction for Sanding Wood, Metal and Plastic| Lightweight, Comfortable Grip for Better Control and Reduced Fatigue",5055441455082,5055441455082.0,B0DKTQGDJ8,4.656,6.99,-2.165,-48.87133182844244,,,0,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.23, shared=2),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-professional-rotating-sanding-block-7,https://www.amazon.co.uk/dp/B0DKTQGDJ8,Available (see Keepa data),Wholesale Hand Tools,2,False,1,1,MATCH,,-2.165
Prima 2 Blade Potato Chipper,2 Blade Potato Chipper,5038673184272,5038673184272.0,B0144QCNJG,7.907999999999999,9.75,-3.515,-49.2296918767507,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.88, shared=3)",True,https://www.poundwholesale.co.uk/prima-2-blade-potato-chipper,https://www.amazon.co.uk/dp/B0144QCNJG,,Other,4,False,1,1,MATCH,,-3.515
Mermaid Princess Doll 35cm Assorted,KandyToys Mermaid Princess Doll | Mermaid Kids Toys | Dolls For Girls | 3 Assorted Colours,5033849036645,5033849036645.0,B017HOIDSM,3.888,7.42,-1.866666666666667,-49.25241864555849,,,0,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4)",True,https://www.poundwholesale.co.uk/mermaid-princess-doll-35cm-assorted,https://www.amazon.co.uk/dp/B017HOIDSM,Available (see Keepa data),Wholesale Dolls Soft Toys,4,False,1,1,MATCH,,-1.866666666666667
