SupplierTitle,AmazonTitle,EAN,ASIN,SupplierURL,AmazonURL,SupplierPrice_exVAT,SellingPrice_incVAT,NetProfit,ROI,sales_count,total_offer_count,fba_seller_count,fbm_seller_count,investment_tier,reason,has_strong_brand,brand_detected,MatchMethod,Confidence
Red Deer Toys Super Racing Cars 2 Pack,Red Deer 2pk Kids Racing Cars,5.06E+12,B08W3PQKF5,https://www.poundwholesale.co.uk/red-deer-toys-super-racing-cars-2-pack,https://www.amazon.co.uk/dp/B08W3PQKF5,0.69,4.95,-0.53375,-0.430443548,Unknown,1.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.53 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Halloween Pumpkin Teeth 7pc,DIVCHI Pumpkin Teeth Halloween Decoration 7 In Pack Reusable Screw Spooky Fangs Kids,5.06E+12,B0BHB9X6WM,https://www.poundwholesale.co.uk/halloween-pumpkin-teeth-7pc,https://www.amazon.co.uk/dp/B0BHB9X6WM,0.74,4.99,-0.555416667,-0.430555556,Unknown,1.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.56 < £0.75', 'No sales data and no strong brand indicators']",False,,title,medium
Car Pride Blue Microfibre Glass Cloth,Car-pride Glass Microfibre Cloth,5.05E+12,B0BLL1K79V,https://www.poundwholesale.co.uk/car-pride-blue-microfibre-glass-cloth,https://www.amazon.co.uk/dp/B0BLL1K79V,0.74,4.99,-0.555416667,-0.430555556,Unknown,2.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.56 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Reusable Straw Cleaner Brush 3 Pack,Pack Of 3 Reusable Straw Cleaning Brush Mini Bottle Brushes Pipe Cleaner Brush,5.02E+12,B07K48G16W,https://www.poundwholesale.co.uk/reusable-straw-cleaner-brush-3-pack,https://www.amazon.co.uk/dp/B07K48G16W,0.64,3.09,-0.515,-0.432773109,Unknown,1.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.52 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Marksman Self-Adhesive Hooks 20 Pack,Marksman 20 Self Adhesive Hooks White Plastic Strong Sticky Stick on Wall Door Hooks,5.04E+12,B01MTYL4OA,https://www.poundwholesale.co.uk/marksman-self-adhesive-hooks-20-pack,https://www.amazon.co.uk/dp/B01MTYL4OA,0.92,4.3,-0.636666667,-0.433106576,Unknown,3.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.64 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Prima Non-Stick Round Cake Tin 23cm X 3.5cm,"PRIMA Non-Stick Round Cake Pan 23x3.5cm, Steel, Black",5.04E+12,B005M8GMWK,https://www.poundwholesale.co.uk/prima-non-stick-round-cake-tin-23cm-x-3-5cm,https://www.amazon.co.uk/dp/B005M8GMWK,1.27,5.99,-0.788333333,-0.433150183,Unknown,4.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.79 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
151 Shed & Fence Brush 10cm X 4cm,SHED & Fence Brush,5.05E+12,B004U561TK,https://www.poundwholesale.co.uk/shed-fence-brush,https://www.amazon.co.uk/dp/B004U561TK,0.95,4.69,-0.651666667,-0.434444444,Unknown,13.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.65 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Dekton 240V Electric Air Pump,"DEKTON Electric Air Pump 2-in-1 – Fast Inflation & Deflation for Air Mattresses, Pool Inflatables, Camping Gear | Portable & Lightweight Design | Includes 2 Nozzles | Ideal for Indoor & Outdoor Use",5.06E+12,B0DLBDL7T5,https://www.poundwholesale.co.uk/dekton-240v-electric-air-pump,https://www.amazon.co.uk/dp/B0DLBDL7T5,6.6,9.52,-3.106666667,-0.434498834,Unknown,2.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-3.11 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Claradent Assorted Colour Medium Toothbrushes 3 Pack,Claradent Medium Bristle Toothbrushes Pack of 3,5.05E+12,B06X1GB5JQ,https://www.poundwholesale.co.uk/claradent-assorted-colour-medium-toothbrushes-3-pack,https://www.amazon.co.uk/dp/B06X1GB5JQ,0.74,3.19,-0.561666667,-0.435400517,Unknown,7.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.56 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Black Biodegradable Paper Straws 20cm 250 Pack,"250 x Black Paper Drinking Straws Biodegradable Eco 8"" (20cm) Approx",5.03E+12,B07Q35VRPS,https://www.poundwholesale.co.uk/black-biodegradable-paper-straws-20cm-250-pack,https://www.amazon.co.uk/dp/B07Q35VRPS,2.05,6.08,-1.143333333,-0.43974359,Unknown,10.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-1.14 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Apollo Digital Kitchen Scale White,"Apollo Digital Scale White, White",5.03E+12,B00BDF6O4C,https://www.poundwholesale.co.uk/digital-kitchen-scale-white,https://www.amazon.co.uk/dp/B00BDF6O4C,5.41,9.49,-2.621666667,-0.439876957,Unknown,6.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-2.62 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Elysium Spa Mint Madness Spearmint & Peppermint Epsom Bath Salts 450g,Elysium Spa Spearmint & Peppermint Epsom Salts,5.02E+12,B0BZ577BGN,https://www.poundwholesale.co.uk/elysium-spa-mint-madness-spearmint-peppermint-epsom-bath-salts-450g,https://www.amazon.co.uk/dp/B0BZ577BGN,0.76,4.49,-0.578333333,-0.441475827,Unknown,2.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.58 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Roadster Baseball Bat Steering Wheel Lock,Roadster Baseball Car Lock,5.04E+12,B005IWXLFG,https://www.poundwholesale.co.uk/baseball-car-lock,https://www.amazon.co.uk/dp/B005IWXLFG,5.84,10.93,-2.821666667,-0.441575378,Unknown,7.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-2.82 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Smart Choice Pet Grooming Set 3pc Assorted Colours,"Smart Choice Pet Grooming 3-Piece Set, Black/White & Grey/White, 0.25 kg",5.05E+12,B08JMNT9C6,https://www.poundwholesale.co.uk/smart-choice-pet-grooming-set-3pc-assorted-colours,https://www.amazon.co.uk/dp/B08JMNT9C6,2.16,5.75,-1.198333333,-0.442189422,Unknown,6.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-1.20 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Dekton Plastic Spreader Set 3pc,"Dekton Plastic Spreader Set – 3-Piece Set (4"", 5"", 6"") | Ideal for Spreading, Smoothing and Finishing | Durable & Flexible Plastic | Perfect for Grouting, Painting and DIY Projects",5.06E+12,B0DLH2VPFJ,https://www.poundwholesale.co.uk/dekton-plastic-spreader-set-3pc,https://www.amazon.co.uk/dp/B0DLH2VPFJ,0.99,4.99,-0.681666667,-0.442640693,Unknown,4.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.68 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Ironing Board Cover Fasteners 4 Pack,Set Of 4 Iron Board Clips,5.05E+12,B08DHLMJYY,https://www.poundwholesale.co.uk/ironing-board-cover-fasteners-4-pack,https://www.amazon.co.uk/dp/B08DHLMJYY,0.74,3.25,-0.571666667,-0.443152455,300.0,11.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.57 < £0.75']",False,,EAN,high
Cookhouse Non-Stick Fluted Cake Pan 22.5 X 10cm,"Round Non Stick Fluted Cake Pan Perfect for Ring Cakes, Savouries & Desserts",5.02E+12,B00M1PNPFE,https://www.poundwholesale.co.uk/cookhouse-non-stick-fluted-cake-pan-22-5-x-10cm,https://www.amazon.co.uk/dp/B00M1PNPFE,2.55,6.99,-1.375,-0.443548387,Unknown,3.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-1.38 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Head Funk Nourishing Conditioner 600ml,Head Funk Nourishing Conditioner 600ml,5.05E+12,B0D5DBG9LX,https://www.poundwholesale.co.uk/head-funk-nourishing-conditioner-600ml,https://www.amazon.co.uk/dp/B0D5DBG9LX,1.36,5.45,-0.848333333,-0.444153578,Unknown,5.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.85 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Head Funk Nourishing Shampoo 600ml,Head Funk Nourishing Shampoo 600ml,5.05E+12,B0D5D9CWPC,https://www.poundwholesale.co.uk/head-funk-nourishing-shampoo-600ml,https://www.amazon.co.uk/dp/B0D5D9CWPC,1.36,5.45,-0.848333333,-0.444153578,Unknown,2.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.85 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Swirl Pink Orchid Boosta Balls Laundry Scent Booster 230g,Laundry Scent Boosters Beads - Washing Machine Laundry Freshener - Pink Orchid Scent - Long Lasting Fabric Freshener 230g,5.05E+12,B0F9YYJ49X,https://www.poundwholesale.co.uk/swirl-pink-orchid-boosta-balls-laundry-scent-booster-230g,https://www.amazon.co.uk/dp/B0F9YYJ49X,1.79,6.79,-1.041666667,-0.445156695,Unknown,1.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-1.04 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Bettina Heavy Duty Scouring Pads 4 Pack,4 Pack Heavy Duty Scourer Pad - Cleaning Wash Scouring Scrubbing BBQ Pots Pans,5.05E+12,B00QJ47A6I,https://www.poundwholesale.co.uk/4pc-heavy-duty-scourer,https://www.amazon.co.uk/dp/B00QJ47A6I,0.64,4.88,-0.533333333,-0.448179272,Unknown,1.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.53 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Dove Original Beauty Cream Soap Bar 90g,Dove Beauty Bar Original 90 g,8.72E+12,B0B4DK16WN,https://www.poundwholesale.co.uk/dove-original-beauty-cream-soap-bar-90g-6-pack,https://www.amazon.co.uk/dp/B0B4DK16WN,0.55,4.04,-0.493333333,-0.448484848,Unknown,7.0,,,REJECTED,"['ROI -0.4% < 30.0%', 'NetProfit £-0.49 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Duzzit Power Bleach 6 Toilet Blocks,Pack of 6 Duzzit Power Bleach Toilet Block,5.05E+12,B01IY8HT9E,https://www.poundwholesale.co.uk/duzzit-power-bleach-6-toilet-blocks,https://www.amazon.co.uk/dp/B01IY8HT9E,0.74,3.79,-0.581666667,-0.450904393,50.0,14.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.58 < £0.75', 'Sales 50.0 ≤ 50']",False,,EAN_cached,low
SupeRetro Balloon Modelling Kit 30pc CDU,"KandyToys SupeRetro Balloon Modelling Kit | Includes Pump & Silly Eyes | Twisting Balloons For Birthdays, Parties, Decorations",5.03E+12,B071X9MFLH,https://www.poundwholesale.co.uk/balloon-modelling-kit,https://www.amazon.co.uk/dp/B071X9MFLH,2.34,6.2,-1.303333333,-0.450980392,Unknown,13.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-1.30 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Marksman Folding Step Stool Assorted Colours 29 X 22 X 22cm,"Marksman Quality Tools Folding Step Stool, Blue, 31.5 (Bottom) x 22 x 24 (W x H x D) cm Top",5.04E+12,B08L6F7WXY,https://www.poundwholesale.co.uk/marksman-folding-step-stool-assorted-colours-29-x-22-x-22cm,https://www.amazon.co.uk/dp/B08L6F7WXY,3.94,8.37,-2.025,-0.451002227,Unknown,6.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-2.02 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Artbox Non-Spill Tall Paint Pots 7.5mm 3 Pack,"THE ART BOXARTBOX Non Spill Paint Pot (Pack of 3), 5122.0",5.01E+12,B01BGDZI10,https://www.poundwholesale.co.uk/artbox-non-spill-tall-paint-pots-7-5mm-3-pack,https://www.amazon.co.uk/dp/B01BGDZI10,0.68,4.89,-0.555,-0.451219512,Unknown,5.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.56 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Elpine Slimline Phone,Slimline Elpine Phone,5.04E+12,B008DYKRBM,https://www.poundwholesale.co.uk/elpine-slimline-phone,https://www.amazon.co.uk/dp/B008DYKRBM,6.97,12.95,-3.408333333,-0.453235816,Unknown,4.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-3.41 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Elbow Grease Pink Micro Crystals Cream Cleaner 540g,"Elbow Grease Cream Cleaner With Micro Crystals - Mild Abrasive Action | Hobs, Sinks, Bathrooms, Kitchens, Patios - Removes Tough & Stubborn Stains (Pink Blush, 540g)",5.05E+12,B0BW4MKPXV,https://www.poundwholesale.co.uk/elbow-grease-pink-micro-crystals-cream-cleaner-540g,https://www.amazon.co.uk/dp/B0BW4MKPXV,0.74,4.59,-0.585,-0.453488372,Unknown,8.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.58 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Prism Sink & Drain Unblocker Liquid 500ml,Keep it Handy Drain Cleaning Liquid,5.06E+12,B06WW4Q8PL,https://www.poundwholesale.co.uk/prism-sink-drain-unblocker-liquid-500ml,https://www.amazon.co.uk/dp/B06WW4Q8PL,0.92,4.0,-0.666666667,-0.453514739,Unknown,1.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.67 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Goodyear Velour Car Mat Set 4pc,"Goodyear 4PC Car Mat Set Helps to protect from wear and tear | Velour carpet floor mats | Quick and easy to clean | Fits universally | Non-Slip Backing| Weatherproof | Prevents Mud, Snow in Your Car",5.06E+12,B0DJT93MNC,https://www.poundwholesale.co.uk/goodyear-velour-car-mat-set-4pc,https://www.amazon.co.uk/dp/B0DJT93MNC,5.48,11.99,-2.748333333,-0.455776672,Unknown,1.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-2.75 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Tidyz 700 Ice Cube Bags,Tidyz Make Your Own Ice Cubes- Ice Cube Bags- 25 Pack 700 Cubes Total,5.03E+12,B09RQVZY9T,https://www.poundwholesale.co.uk/tidyz-700-ice-cube-bags,https://www.amazon.co.uk/dp/B09RQVZY9T,0.55,4.75,-0.501666667,-0.456060606,Unknown,2.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.50 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
151 Hook & Loop Tape 1m,"151 Products TT1005-36 Tape, Clear",5.05E+12,B004W3LJLA,https://www.poundwholesale.co.uk/hook-loop-tape-1m,https://www.amazon.co.uk/dp/B004W3LJLA,0.74,4.79,-0.588333333,-0.456072351,Unknown,5.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.59 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Sealapack Assorted Storage Clips 12 Pack,"SEALAPACK SAP1082 Storage Clips, Plastic",5.05E+12,B08M6D7BK3,https://www.poundwholesale.co.uk/sealapack-assorted-storage-clips-12-pack,https://www.amazon.co.uk/dp/B08M6D7BK3,0.77,4.59,-0.605,-0.458333333,Unknown,2.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.60 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Pets Play Rope Toy & Jute,Pets Play Rope Toy,5.05E+12,B07FTQQHZT,https://www.poundwholesale.co.uk/pets-play-rope-toy-jute,https://www.amazon.co.uk/dp/B07FTQQHZT,0.77,4.95,-0.605,-0.458333333,Unknown,4.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.60 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
151 White Gloss Spray Paint 250ml,151 WHITE Gloss Spray Paint,5.05E+12,B07TN6SP8Z,https://www.poundwholesale.co.uk/spray-paint-white-gloss-300ml,https://www.amazon.co.uk/dp/B07TN6SP8Z,0.81,4.95,-0.625,-0.459558824,Unknown,5.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.62 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Christmas Red Assorted Baubles Set 4cm 10 Pack,Assorted Christmas Red Baubles 4cm - Pack of 10,5.06E+12,B0CLRNH8LK,https://www.poundwholesale.co.uk/christmas-red-assorted-baubles-set-4cm-10-pack,https://www.amazon.co.uk/dp/B0CLRNH8LK,0.81,4.99,-0.625416667,-0.459865196,Unknown,1.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.63 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Christmas Light-Up Santa Cam Bauble,LIGHT-UP SANTA CAM BAUBLE,5.06E+12,B0BM7ZL895,https://www.poundwholesale.co.uk/christmas-light-up-santa-cam-bauble,https://www.amazon.co.uk/dp/B0BM7ZL895,1.46,5.49,-0.925,-0.460199005,Unknown,3.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.93 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Dekton Gecko Grip White Adhesive Hook Set 4pc,"DEKTON Geckogrip Hook Set 4pc White-Heavy-Duty Wall Hook| Strong Adhesive Grip| Holds Upto 10kg| Ideal for Kitchen, Bathroom, Office| Reusable & Residue-Free| Sleek White Finish| Versatile Storage",5.06E+12,B0F4K4M1B5,https://www.poundwholesale.co.uk/dekton-gecko-grip-white-adhesive-hook-set-4pc,https://www.amazon.co.uk/dp/B0F4K4M1B5,0.64,2.99,-0.548333333,-0.460784314,Unknown,3.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.55 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Dekton Gecko Grip Clear Adhesive Hook Set 4pc,"DEKTON Geckogrip Hook Set 4pc Clear-Heavy-Duty Wall Hook| Strong Adhesive Grip| Holds Upto 10kg| Ideal for Kitchen, Bathroom, Office| Reusable & Residue-Free| Sleek Clear Finish| Versatile Storage",5.06E+12,B0F4K2W7YY,https://www.poundwholesale.co.uk/dekton-gecko-grip-clear-adhesive-hook-set-4pc,https://www.amazon.co.uk/dp/B0F4K2W7YY,0.64,2.99,-0.548333333,-0.460784314,Unknown,2.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.55 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Dekton Gecko Grip Adhesive Chrome Utensil Hook Set 3pc,DEKTON DH04030 Gecko Grip 3PC Utensil Hooks - Chrome,5.06E+12,B0FGY6GZDX,https://www.poundwholesale.co.uk/dekton-gecko-grip-adhesive-chrome-utensil-hook-set-3pc,https://www.amazon.co.uk/dp/B0FGY6GZDX,0.64,2.99,-0.548333333,-0.460784314,Unknown,1.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.55 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Dekton 5lb Magnetic Pick Up Tool,"Dekton 5LB Magnetic Pick Up Tool - Ergonomic Anti-Slip Handle, Telescopic to 620mm+, Heavy Duty Magnetic Head for Easy Retrieval of Metal Objects in Tight Spaces and Hard-to-Reach Areas",5.06E+12,B01LYBZDMJ,https://www.poundwholesale.co.uk/dekton-5lb-magnetic-pick-up-tool,https://www.amazon.co.uk/dp/B01LYBZDMJ,2.2,4.49,-1.268333333,-0.461212121,Unknown,6.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-1.27 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Auto Extreme Professional Red Gloss Spray Paint 400ml,"Auto Extreme Auto Extreme Red, 400 ml",5.06E+12,B07NJGB772,https://www.poundwholesale.co.uk/auto-extreme-professional-red-gloss-spray-paint-400ml,https://www.amazon.co.uk/dp/B07NJGB772,1.82,5.79,-1.095,-0.462025316,Unknown,6.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-1.09 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Dentaglo Dental Care Kit 4pc,Toothbrush Set,5.06E+12,B07FJWY7X2,https://www.poundwholesale.co.uk/dentaglo-dental-care-kit-4pc,https://www.amazon.co.uk/dp/B07FJWY7X2,0.6,2.95,-0.531666667,-0.462318841,Unknown,2.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.53 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Halloween Foil Balloon Banner 34cm,"Gem Imports Reusable Happy Halloween Foil Balloon Banner | Halloween Ballon Black Orange | Halloween Decor Supplies Essential | Include Hanging Thread & Inflating Tube, 34cm (HAL3019GIMP)",5.06E+12,B09CTXXLSN,https://www.poundwholesale.co.uk/halloween-foil-balloon-banner-34cm,https://www.amazon.co.uk/dp/B09CTXXLSN,1.36,3.98,-0.883333333,-0.462478185,Unknown,5.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.88 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Halloween Foil Balloon Banner 34cm,"Gem Imports Reusable Happy Halloween Foil Balloon Banner | Halloween Ballon Black Orange | Halloween Decor Supplies Essential | Include Hanging Thread & Inflating Tube, 34cm (HAL3019GIMP)",5.06E+12,B09CTXXLSN,https://www.poundwholesale.co.uk/halloween-foil-balloon-banner-34cm,https://www.amazon.co.uk/dp/B09CTXXLSN,1.36,3.98,-0.883333333,-0.462478185,Unknown,5.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.88 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Hoot Squishy Big Eye Narwhal CDU Assorted Colours,1x Random Colour Animal Squeezy Ball,5.06E+12,B0BYJCGZL4,https://www.poundwholesale.co.uk/hoot-squishy-big-eye-narwhal-cdu-assorted-colours,https://www.amazon.co.uk/dp/B0BYJCGZL4,0.82,4.99,-0.635416667,-0.463807786,Unknown,1.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.64 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Goodyear Microfibre Luxury Valet Drying Towel Set 2 Pack,Goodyear 2PC Microfibre Luxury Valet Cloth Set I Microfibre technology| powerful cleaning | Extra absorbency for a swirl free finish | Ideal for buffing away polish & wax residue | Extra large towel,5.06E+12,B0DFMPNHT5,https://www.poundwholesale.co.uk/goodyear-microfibre-luxury-valet-drying-towel-set-2-pack,https://www.amazon.co.uk/dp/B0DFMPNHT5,2.14,6.59,-1.248333333,-0.464064436,Unknown,5.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-1.25 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Nuage Reusable Makeup Removing Cloths 3 Pack,"Nuage Makeup Removing Cloths, Sensitive Skin, 3Pk",5.02E+12,B09BZWFRF2,https://www.poundwholesale.co.uk/nuage-reusable-makeup-removing-cloths-3-pack,https://www.amazon.co.uk/dp/B09BZWFRF2,1.52,4.99,-0.961666667,-0.464573269,Unknown,6.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-0.96 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Dekton 400W Power Jigsaw,"Dekton 400W Jigsaw-Powerful & Compact| Adjustable Speed Control| Orbital Cutting Action| Includes Blade & Dust Extraction| Ideal for Wood, Metal, Plastic| Comfort Ergonomic Handle| Precision Cutting",5.06E+12,B0DKTQQD4S,https://www.poundwholesale.co.uk/dekton-400w-power-jigsaw,https://www.amazon.co.uk/dp/B0DKTQQD4S,17.58,18.4,-8.436666667,-0.465342894,Unknown,5.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-8.44 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Marksman SDS Plus Chisel Set 4pc,MARKSMAN QUALITY 4pc SDS PLUS CHISEL SET - FLAT CHISELS POINT CHISEL GROOVE CHISEL (58060C),5.04E+12,B00JH0EGM2,https://www.poundwholesale.co.uk/marksman-sds-plus-chisel-set-4pc,https://www.amazon.co.uk/dp/B00JH0EGM2,4.8,7.99,-2.490416667,-0.465498442,Unknown,1.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-2.49 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Marksman Telescopic Hand Trowel,Telescopic Extendable Long Handle Handled Garden Hand Trowel Spade - 67-95cm,5.04E+12,B07FDF9WJT,https://www.poundwholesale.co.uk/marksman-telescopic-hand-trowel,https://www.amazon.co.uk/dp/B07FDF9WJT,2.91,9.88,-1.616666667,-0.467244701,Unknown,2.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-1.62 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Folding Step Stool,"Dekton Folding Step Stool-Space Saving Foldable| Non-slip Surface And Feet| 150kg Max Load Capacity| Durable & Sturdy Plastic Construction| Ideal For Home,Office and Kids| Compact & Lightweight Design",5.06E+12,B07W7YHXP3,https://www.poundwholesale.co.uk/folding-step-stool,https://www.amazon.co.uk/dp/B07W7YHXP3,4.95,9.99,-2.575,-0.468181818,Unknown,1.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-2.58 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Marksman Syphon Pump Kit,"SIPHON PUMP KIT FOR WATER, PETROL, DIESEL, ETC",5.04E+12,B0044P6P92,https://www.poundwholesale.co.uk/marksman-syphon-pump-kit,https://www.amazon.co.uk/dp/B0044P6P92,3.88,7.9,-2.076666667,-0.468773514,Unknown,8.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-2.08 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Marksman Galvanised Steel Rat Trap Cage,Marksman METAL MOUSE RAT AND SQUIRREL CAGE TRAP LIVE CATCH HUMANE NO POISON VERMIN RODENT,5.04E+12,B07R158KR9,https://www.poundwholesale.co.uk/marksman-galvanised-steel-rat-trap-cage,https://www.amazon.co.uk/dp/B07R158KR9,9.17,13.95,-4.56875,-0.470036008,Unknown,4.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-4.57 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Mermaid Princess Doll 35cm Assorted,KandyToys Mermaid Princess Doll | Mermaid Kids Toys | Dolls For Girls | 3 Assorted Colours,5.03E+12,B017HOIDSM,https://www.poundwholesale.co.uk/mermaid-princess-doll-35cm-assorted,https://www.amazon.co.uk/dp/B017HOIDSM,3.24,7.42,-1.786666667,-0.471416007,Unknown,9.0,,,REJECTED,"['ROI -0.5% < 30.0%', 'NetProfit £-1.79 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
