SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,tier,new_tier,confidence_score,new_confidence_score,posterior_match_probability
MARKSMAN TAPE DOUBLE SIDED FOAM 3PC 2.6M,"151 Double Sided Foam Tape, 3 Rolls, 18Mm X 2.6M, White",5038673720043.0,,B004P8LJFI,TIER_4_REJECTED,TIER_2_LIKELY,10,100.0,0.99996
PAINT FACTORY GLITTER EFFECT BLACK 200ML,suas_international 4 x 200 ml the rapide paint factory glitter effect black creative glitter spray,5055319571968.0,,B008722240,TIER_4_REJECTED,TIER_2_LIKELY,10,99.7,0.996803
WAX WORKS PILLAR CANDLE 30 HOURS,"Ivyline S0073201037 Spaas Unscented Pillar Candle, ± 90 Hours, Ivory, 78mm Diameter, 200mm Height",5053249220048.0,,B008BI92EI,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,71.3,0.712961
STATUS 9W LED 2D 4 PIN WARM WHITE BULB,9W LED 2D Lamp 4 Pin Mains 240V Warm White 2700K Lumen 850,5022822225039.0,,B00BZ3H9UK,TIER_4_REJECTED,TIER_2_LIKELY,10,100.0,0.999991
VORTEX TRI-MAX MENS ULTRA RAZORS TRIPLE BLADE PACK OF 3,BIC Flex 3 Disposable Razors for Men - Triple Blade Light Handle Razor Blades - Pack of 4,5055566995210.0,,B00V4QP0E0,TIER_4_REJECTED,TIER_2_LIKELY,10,97.6,0.976454
AIRWICK FRESHMATIC REFILL SATIN & MOON LILY PK4,Air Wick |Smooth Satin & Moon Lily |Automatic Air Freshener | Freshmatic Auto Spray Refill | 250ml| Pack of 4,5011417760505.0,,B00ZIUWLL8,TIER_4_REJECTED,TIER_2_LIKELY,10,99.6,0.99592
AIRWICK PLUG REFILL WHITE VANILLA  BEAN19ML PK6,"Air Wick Plug In Refill Air Freshener Sweet Vanilla & Shea Butter, 19ml",5011417556955.0,,B010VH2PK4,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,80.9,0.809123
PAN AROMA DINNER CANDLES PK4 8 INCH RED,"Spaas Unscented Dinner Candles 21/240mm, 8 Hours, 10 Pieces, Red",5053249252018.0,,B015KP3EU2,TIER_4_REJECTED,TIER_2_LIKELY,10,96.1,0.961227
151 XTRA STRONG POWER TAPE 10M X 48MM,Gorilla 3044611 Tape Duct Tape White 48mm x 10m,5053249257044.0,,B01M2X9TZB,TIER_4_REJECTED,TIER_2_LIKELY,10,95.7,0.956783
PAPER BAGS BROWN PK1000 8X8 INCH,"200 Brown Paper Bags - 8 x 8 Inch, Small Bags For Food & Every Occasion",22453010356.0,,B01MR5CSKZ,TIER_4_REJECTED,TIER_2_LIKELY,10,99.6,0.99555
AIR FRESHENER TRILOGY 3 ROYAL THAI ORCHID,3 X 300 ml Febreze Air Effects Air Freshener Can Spray - Thai Orchid,5056239450555.0,,B01N58W59H,TIER_4_REJECTED,TIER_2_LIKELY,10,99.8,0.997587
GLITTER SILVER OVAL BOWL LARGE 3PCS,"Elegance 72650 Hammered Stainless Steel Oval Bowl, Silver",5060068749360.0,,B078H7XLT1,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,88.8,0.887864
AIRWICK FRESHMATIC REFILL LAVENDER PK6,Air Wick |Purple Lavender Meadow |Automatic Air Freshener|Freshmatic Auto Spray Refill | 250ml| Pack of 4,6223013420045.0,,B082VW88BK,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,78.5,0.784681
AUTO EXTREME GLOSS  RED 250ML,"1 x Auto Extreme Red Gloss Spray Paint 250ml, Professional Quality, Perfect Finish for Cars, Bikes,Vans, Metal, Wood",5055319555159.0,,B09FLX3QXD,TIER_4_REJECTED,TIER_2_LIKELY,10,99.6,0.995818
SIL TOILET ROLL HOLDER STAINLESS STEEL,"Free-Standing Toilet Roll Holder, Stainless Steel, Toilet Paper Storage Stand Holds 5-6 Rolls, Silver",5024418537410.0,,B09LYKHSNJ,TIER_4_REJECTED,TIER_2_LIKELY,10,99.7,0.997395
AIRWICK BOTANICA CANDLE COCONUT 500G EACH,Botanica by Air Wick Candle Coconut Milk and Indonesian Patchouli 500G,5059001507662.0,,B09VJ7PZ95,TIER_4_REJECTED,TIER_2_LIKELY,10,98.5,0.984967
BRIGHT & HOMELY SELF ADHESIVE FOAM WEATHER STRIPS 2 PACK,"Draught Excluder Self Adhesive Foam Tape 6mm(W) x 3mm(T) Window Door Weather Stripping SoundProof Weather Strip Tape Seals for Gap Seal, 2 Rolls, Total 20M Long White",5050796012508.0,,B0B9BQ4M2V,TIER_4_REJECTED,TIER_2_LIKELY,10,99.6,0.99551
BEAU MERMAID  X3PC PEARL HAIR  BANDS 4ASST COL,Runmi Hair Ties 3 Pcs Pearl Hair Scrunchies Elastic Stretchy Hair Bands Hair Accessories for Women and Girls,5050565855800.0,,B0BDDVP8QC,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,75.7,0.7571
ROYAL MARKET PLASTIC HALF PINT 50 GLASS,Plastic Half Pint Glasses 50 Pack Strong Disposable Beer Cups 284ml,5010326063431.0,,B0C37Z88WM,TIER_4_REJECTED,TIER_2_LIKELY,10,97.3,0.972896
AIR FRESHENER TRILOGY 3 EVENING DREAMS,ORBITRON 3VOLUTION PLUG IN AIR FRESHENER REFILLS TRILOGY3 AMBI PUR COMPATIBILITY 20ml (Evening Dream),5056239450524.0,,B0CF2SRSMV,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,78.8,0.788134
PAN AROMA VOTIVE CANDLES VANILLA BEAN SET OF 3,"Scented Candles Gifts for Women, Votive Candles Set of Fresh Linen, Vanilla, Jasmine, and Lemon, Soy Wax Candle Gift Set for Birthdays, Weddings, Christmas",5053249250144.0,,B0CQR9MJQZ,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,74.2,0.741634
BLOOME DIFFUSER COLOUR CHANGING REED,Reed Diffuser 3 X 30ml Colour Changing LED Air Freshener 4 Weeks Assorted Fragrances (Mix Scent Pack Of 3),5055566999010.0,,B0CRM38VDB,TIER_4_REJECTED,TIER_2_LIKELY,10,96.7,0.967079
AIR FRESHENER TRILOGY 3 MAMUIS JASMINE,"Glade Plug in Air Freshener Refill, Electric Scented Oil Room Air Freshener, Sandalwood & Jasmine, Pack of 3 Refills (3 x 20ml)",5056239450579.0,,B0D1RC4P4T,TIER_4_REJECTED,TIER_2_LIKELY,10,96.9,0.968752
STATUS 2W SES CANDLE DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,"C35 E14 2W LED Candle Light Bulbs, Warm White 2700K, SES Filament Small Edison Screw 2W Equivalent 25W Light Bulb, 200LM, Non-Dimmable, 2 Pack",5022822223790.0,,B0D227Y4WS,TIER_4_REJECTED,TIER_2_LIKELY,10,100.0,0.999929
BLACKSPUR ROUND WIRE NAILS 120G 30MM,Galvanised Round Wire Nails - 30mm Length (Pack of 170),5017403136224.0,,B0D4386VDY,TIER_4_REJECTED,TIER_2_LIKELY,10,98.3,0.983359
BLACKSPUR ROUND WIRE NAILS 110G 20MM,Bright Round Wire Nails - 20mm Length (Pack of 220),5017403136217.0,,B0D43J4QYZ,TIER_4_REJECTED,TIER_2_LIKELY,10,98.4,0.984482
FLORAL DEHUMIDIFIER GARDENIA,3x Floral Dehumidifier & Condensation Remover - Gardenia - 500ml,5061031651192.0,,B0D8JBGXSG,TIER_4_REJECTED,TIER_2_LIKELY,10,97.3,0.972834
FLORAL DEHUMIDIFIER HANGING 180G MAGNOLIA,6x Perfect Scents Hanging Dehumidifier Scented - 180g (Fresh Linen),5061031651512.0,,B0DH8KJWH2,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,86.8,0.868277
"PPS FOOD BOX BAGASSE BURGER 5"" X 5"" PACK OF 50","PBK Pack Of 50 Bagasse Burger Box (6x6 Inch), 450ml, Biodegradable, Compostable And Disposable Takeaway Food Containers (6"" x 6"" - 50 Pack)",5030481985652.0,,B0DJKFFCZR,TIER_4_REJECTED,TIER_2_LIKELY,10,99.7,0.997126
PPS PLASTIC CUTLERY HEAVY DUTY 50 SPOONS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950246.0,,B0DPNM9J3L,TIER_4_REJECTED,TIER_2_LIKELY,10,100.0,0.999876
BEAU MERMAID X4PC SHELL HAIR CLIPS 3 COLS,Reaky Mermaid Hair Clips Seashell Clip Starfish Hair Barrettes Hair Accessories for Women 3 Pieces,5050565844996.0,,B0F47KJBQV,TIER_4_REJECTED,TIER_2_LIKELY,10,96.5,0.964693
SIL HAIR CLIPS ASSORTED 10CM,"18PCS Metal Snap Barrettes for Women, Fashionable Hair Clips Set, Assorted Colors for All Hair Types",5024418594802.0,,B0F98Z68MY,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,71.9,0.719209
PPS BIODEGRADABLE SMOOTHIE 250 STRAWS,"250 Pack Paper Smoothie Straws, Red and White Striped, 8mm x 200mm, Biodegradable, Compostable Glass Straws",5030481800535.0,,B0FKXH6PMJ,TIER_4_REJECTED,TIER_2_LIKELY,10,98.3,0.98313
AIR FRESHENER TRILOGY 3 FOREST BERRIES,"Airess Trilogy3 Forest Berries Air Freshener Refill, 90 Days Freshness. Fits Ambi pur and trilogy plug ins.",5056239450586.0,,B0FWYBPT3L,TIER_4_REJECTED,TIER_2_LIKELY,10,99.6,0.996147
AIR FRESHENER TRILOGY 3 PET ODOUR NEUTRALISER,"Airess Trilogy3 pet odour neutraliser Air Freshener Refill, 90 Days Freshness. Fits Ambi pur and trilogy plug ins.",5056239450548.0,,B0FX37W9QL,TIER_4_REJECTED,TIER_2_LIKELY,10,100.0,0.999523
SIL PICTURE HANGING KIT ASSORTED 60 PIECES,"400 PCS Picture Hanging Kit - Assorted Hooks for Frames and Photos, Perfect for Hard Walls - Includes Saw Tooth Hangers, D-Rings, Nails, and Wire for Easy Installation",5024418542414.0,,B0GCS65HJT,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,10,94.9,0.949416
STATUS LED 4.5 GU10 PEARL 5W D/L EACH,"Status LED GU10 Spotlight Bulbs, 4.5W Daylight 6500K Wide Beam Lamps, 50W Equivalent 345lm Energy Saving Lighting for Kitchen or Bathroom, Pearl Finish, 10 Pack (4.5SLGU10DP1B10)",5022822208100.0,,B099NV2V4S,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999574
MASON CASH MIXING BOWL CREAM 29CM,"Mason Cash Colour Mix Cream Mixing Bowl | 4 Litre Capacity | 29cm Earthenware Bowl with Classic Pattern Design | Lightweight & Dishwasher Safe | Ideal for Baking, Pastry, Dough, Cakes & Cookies",5010853235530.0,,B01IFIJ91Y,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999533
PAUL RUSSELLS 5 FOOT BATTEN 50W 6500K DAYLIGHT,"paul russells 5ft LED Batten, Ceiling Fitting Tube Light, 6500K Daylight, 50W, 6000 Lumens, Light for Office, Bathroom, Kitchen, Garage, Warehouse Fluorescent Lighting Replacement, 1 Pack",5056560110937.0,,B0BYNPSWQ8,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999637
STATUS 11W E/S GLS A70 COOL WHITE FILAMENT LED LIGHT BULB SINGLE,"Status Filament LED GLS Bulb, 11W Cool White 4000K Clear Glass Screw Cap Lighting for Home or Office Use, Pack of 10 (11SFGCE27C1B10)",5022822222151.0,,B0C1MVK972,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999981
PAUL RUSSELLS 6 FOOT BATTEN 60W 6500K DAYLIGHT,"paul russells 6ft LED Batten, Ceiling Fitting Tube Light, 6500K Daylight, 60W, 6600 Lumens, Light for Office, Bathroom, Kitchen, Garage, Warehouse Fluorescent Lighting Replacement, 1 Pack",5056560114652.0,,B0CKTX8GDT,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999642
MASON CASH MIXING BOWL IN THE MEADOW DAFFODIL 21CM,"Mason Cash in The Meadow Size 30 Mixing Bowl 21cm | 1.1 Litre Floral Embossed Earthenware Bowl for Baking, Prep & Serving | Dishwasher Safe",5010853281667.0,,B0BTJ6TGC7,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999625
JCB LED BULB WARM WHITE GU10 3W/35W,"JCB 3w = 35w / 5w = 50w LED GU10 100deg 3000k (Warm) / 6500k (Daylight) (3w (35w), 3000k (Warm White))",5050028108269.0,,B071DVFWNM,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999967
PASABAHCE PATISSERIE FOOTED ROUND SERVER,"Pasabahce 95117 ""top"", cake plate, cake plate, cupcake plate, with base, ""Patisserie"" series, diameter 32.2 cm",680678178029.0,,B078WTV53Y,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,25.9,0.259272
STATUS LED PYGMY/FRID SES CLRCLAM SHELL 1pk,Status 2w = 21w = 200 lumens Pygmy/Fridge - E14 - Pearl - 1 pk - in a Trapped Box - in White CDU,5022822193512.0,,B00WZI1P4U,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,55.8,0.558243
JCB LED D/L GLS ES 15W EACH,"JCB LED A60 Opal E27 Energy-Saving Lightbulb, 100 W, Cool White/Kelvin",5050028108610.0,,B0722S6ZMR,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,17.1,0.170586
JCB LED W/W GLS BC 40W EACH,"JCB - 6w = 40w / 10w = 60w / 15w = 100w - LED GLS Opal - BC / ES - 3000k (Warm) / 6500k (Daylight) (6w (40w), B22 - Bayonet, 3000k (Warm White))",5050028108528.0,,B071VG9YN6,TIER_4_REJECTED,TIER_2_LIKELY,5,99.5,0.994607
AMTECH GAUNTLET GLOVE *XL*,"Amtech N2410 Gauntlet Gloves XL (Size 10) Heavy Duty, Suitable for the dirtier cleaning and maintenance tasks, Red",5032759050147.0,,B07XCY3K47,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,79.1,0.790992
ECOBAG BLACK HEAVY DUTY 50 BAGS 100 LTR,"EcoBag - 50 Pack Everyday Refuse Sacks - Recyclable Bin Bags, Leak Resistant, Eco-Friendly, Durable Waste Disposal Bags for Kitchen, Office Waste & Light Rubbish, 30 Micron (Μm) /100l",5019685005601.0,,B008512EXW,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,71.4,0.713653
ROSE GOLD MAKE UP BRUSHES ASSORTED,"Rose Gold Makeup Brush, 1 Piece - Comfortable, Assorted Design (Blusher, Foundation, Contour, Fan, Eyeshadow, or Powder) Ideal Cosmetic Application Tool for Personal & Professional Use",5056170343473.0,,B0B9R7Y4RS,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,56.7,0.566862
AMTECH BI-METAL HOLESAW 70MM,"Amtech - 70mm Hole Saw, M35 High-Speed Steel Metal Hole Saw with 39mm Cutting Depth for Wood, Plastic, Metal Sheets, and More, Durable and Heat-Resistant, 4-6 Teeth Per Inch",5032759052059.0,,B0DS643YH2,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,90.8,0.907996
AMTECH SOLAR POWERED DUMMY CCTV CAMERA,"Amtech - Dummy CCTV Camera Outdoor, Fake Camera with Light to Deter Burglars, Realistic Home Security, Solar Powered, Easy to Install with Included Fixing Set",5032759046928.0,,B0CZRFMHY5,TIER_4_REJECTED,TIER_2_LIKELY,5,99.9,0.999231
DRI AIRE REFILL BAGS 700G PACK OF 2,"Dri Aire 2 * 700G Refill Bag Compatible With Premium Moisture Absorber L Size Helps Prevent Damp Mould And Condensation Fast Moisture Absorption For Home, White",5055441468617.0,,B0G2MJ5BYX,TIER_4_REJECTED,TIER_2_LIKELY,5,99.6,0.996478
PYREX MIXING BOWL 700ML,"Pyrex Bowl 0.5 Litre / 500 ml, Clear, 144(Ø) mm - Dishwasher, Microwave, Freezer, Refrigerator & Conventional Oven Safe - Toughened Glass, Professional & Home Use, P582",5010762010587.0,,B000KGCO9Y,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,17.1,0.170538
TALA PRESERVE JAR CLIP LID 2250ML,"Tala 2.1l Classic Lever Arm Storage Jar Airtight & Versatile Perfect for Storing Foods, Preserving Fresh Goods and reducing waste, Solid Glass Body - 2100ml Capacity",5012904128211.0,,B002SPDS18,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,42.5,0.424545
AMTECH DELTA SAND SHEET SET10PC (P60 GRIT),"Amtech V4020 P60 Grit Hook and Loop Delta Sheets 10 Piece Set, 140mm x 140mm x 100mm Triangle Sanding Paper, 240 V, Clear, 140 x 140 x 100mm",5032759048427.0,,B07BC6Q4SQ,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,94.6,0.945583
AMTECH BI METAL HOLESAW HEX ARBOUR 32-152MM,"Amtech - 32-152mm Bi-Metal Holesaw Hex Arbour for Stable Drilling and Clean Cuts through Wood, Metal, and Plastic, Home DIY, Durable and Easy to Attach, Includes 6mm Pilot Hole Drill Bit",5032759052127.0,,B0DPGFMQLG,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999998
TALA PK2 RAMEKINS,"Tala Ramekins Ceramic Bowls 7cm, Set of 2",5012904200528.0,,B003KNCCY6,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,75.5,0.754523
MAXIM 40W CANDLE ES PK10,MAXIM LED Bulbs [Pack of 10] Type: Candle (Day Light) 6Watts (40Watts) / Pearl Finish / 25 000 Hours/Energy Saving Multipack 40MLCE27D5X10,5022822207158.0,,B0BWNVWCT3,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,40.7,0.407202
AMTECH BRICK JOINTER RAKER,"Amtech - Brick Joint Raker for Home DIY, Durable Aluminium Alloy, Easily Removes Mortar from Brick Joints, Adjustable Nail Depth, Ergonomic Grip, Lightweight and Portable",5032759050901.0,,B0DKT4Y3ZG,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,90.5,0.904571
AMTECH EXPANSION BOLT 6PC SET 8X600MM,Amtech S5925 6 Piece M8 x 60mm expansion bolts,5032759028955.0,,B00LQQIQXU,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,36.6,0.366494
TALA PRESERVE JAR CLIP LID 750ML,"Tala 750ml Classic Lever Arm Storage Jar Airtight & Versatile Perfect for Storing Foods, Preserving Fresh Goods and reducing waste, Solid Glass Body - 750ml Capacity",5012904128709.0,,B002SPDRXW,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,91.9,0.919081
AMTECH DECORATORS EDGE,"Amtech G0995 600mm (24"") Decorator's edge",5032759018000.0,,B008RZF4CE,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,77.0,0.770102
AMTECH ENGINEERS FILE 3PC SET,Amtech E1359 3 Piece Engineer's File Set,5032759044634.0,,B01M081453,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,45.7,0.457129
PAUL RUSSELLS 4 FOOT BATTEN 30W 6500K DAYLIGHT,"paul russells 4ft LED Batten, Ceiling Fitting Tube Light, 6500K Daylight, 30W, 3000 Lumens, Light for Office, Bathroom, Kitchen, Garage, Warehouse Fluorescent Lighting Replacement, 1 Pack",5056560110890.0,,B0BYL2JTV1,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999649
AMTECH GLUE GUN 50W,"Amtech Hot Glue Gun for Home DIY and Crafting - Easy to Use with Precision Trigger Control, Quickly Heats up to 90C, Heavy Duty, Lightweight, 90cm Cord, Includes 2 x 11mm Glue Sticks (50W)",5032759015016.0,,B0057EEGSG,TIER_4_REJECTED,TIER_2_LIKELY,5,96.6,0.96573
ECOBAG BLACK DOGGY BAGS 100 SCENTED,"EcoBag - 100 Pack Scented Doggy Bags - Vanilla Scented - 10 Microns - Leak Resistant, Recyclable, Heavy Duty Pet Waste Bags - Eco-Friendly & Durable for Daily Use (260 x 340 mm)",5019685108302.0,,B07F875388,TIER_4_REJECTED,TIER_2_LIKELY,5,99.6,0.99595
AMTECH RECHARGEABLE TORCH 2PC SET,"Amtech - Mini Torch Set for Camping, Hiking, Car Repairs, Everyday Use, and More, Adjustable Brightness with 3 Lighting Modes, Rechargeable, Portable with Metal Clip",5032759042265.0,,B0CJNVQP1Q,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,70.4,0.703743
JCB LED BULB WARM WHITE GOLF BC 6W/40W,"JCB 6w LED B22 Golf Ball Bulbs Bayonet, 40w Incandescent Bulb Equivalent, 470lm, Warm White 3000k , Non Dimmable, LED Bayonet Bulb, Golf Balls Light Bulbs, 220-240v",5050028108344.0,,B0725CQD4T,TIER_4_REJECTED,TIER_2_LIKELY,5,100.0,0.999989
AMTECH CONVERTER 4PC SET,Amtech I5500 4 Piece Converter Set,5032759003099.0,,B001MPRSAC,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,62.4,0.62394
AMTECH BUILDERS LINE 2PC50M,Amtech G3990 50m (165ft) builder's line (2 Pack),5032759043460.0,,B0156NG9AK,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,43.3,0.432997
AMTECH CHAIN 36 INCH,"Amtech S3300 90cm (36"") Chain",5032759005963.0,,B004TRTQRI,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,90.9,0.908656
AMTECH RECHARGEABLE TORCH 10W USB,"Amtech - Rechargeable Portable Lamp for The Garage, Camping, and More, Home DIY, 4 LED Lights with 3 Adjustable Lighting Modes and Side Light, Lasts up to 6 Hours, Lightweight and Portable (10W)",5032759040728.0,,B0CLVMKRR9,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,74.9,0.748959
AMTECH BI-METAL HOLESAW 76MM,"Amtech - 76mm Hole Saw, M35 High-Speed Steel Metal Hole Saw with 39mm Cutting Depth for Wood, Plastic, Metal Sheets, and More, Durable and Heat-Resistant, 4-6 Teeth Per Inch",5032759052066.0,,B0DS61YF4P,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,91.1,0.911436
AMTECH CONCRETE EDGING TROWEL 10 INCH,"Amtech - Edging Trowel for Smooth Finish on Concrete Surfaces, Driveways, and More, Home DIY, Durable with Stainless Steel Blade to Prevent Chipping, Soft Grip Handle (10”)",5032759041459.0,,B0CC5Z39KY,TIER_4_REJECTED,TIER_2_LIKELY,5,99.5,0.995263
AMTECH STORAGE CASE LOCKABLE,"Amtech - Plastic Tool Box, Waterproof Storage Box with Twin Locking Points for Secure Storage, Durable Toolbox for Daily Use, Stackable Space-Saving Design, Maximum Capacity of 4kg/ 4.7L",5032759050826.0,,B08F75WK2C,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,20.2,0.202425
AMTECH SOCKET 11PC SET 3/8 INCH,"Amtech I0360 11 Piece 3/8"" Socket Set",5032759029488.0,,B007VANNXS,TIER_4_REJECTED,TIER_2_LIKELY,5,98.4,0.984204
AMTECH POLYSTER ROPE 50MX10MM,Amtech S3260 50m x 10mm polypropylene rope,5032759018529.0,,B003XECAA8,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,37.2,0.371573
AMTECH BIKE LIGHT 2PC SET,Amtech S1825 Bicycle flash light set,5032759030255.0,,B008CZG8CE,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,61.6,0.615779
AMTECH SERVEYORS TAPE 30M,"Amtech - Fibreglass Tape Measure, Surveyors Tape Measure with Dual Metric and Imperial Measurements, Durable, Suitable for Outdoors, Ergonomic Casing, Metal Ring for Quick Attachment (30m)",5032759005048.0,,B004CDQXTI,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,79.1,0.790909
AMTECH LAMP HURRICANE 15 LED,"Amtech - 15-LED Hurricane Lamp for Camping, Barbeques, Emergency, and More, Lightweight, Portable with Carry Handle and Hanging Hook, Adjustable Brightness, Batteries Included",5032759040674.0,,B00DP0PLYW,TIER_4_REJECTED,TIER_2_LIKELY,5,99.5,0.995256
MAXIM 25W CANDLE SES DAY LIGHT PK10,"Maxim LED Candle Small Edison Screw (Daylight White) - 3watt (25watt) (Pack 10), 25MLCSESDL5X10",5022822202313.0,,B076PR5LR4,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,22.9,0.228683
AMTECH MAGNETIC DISH 4INCH,"Amtech S5300 100mm (4"") Magnetic Tray",5032759014637.0,,B0057EBKZ8,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,37.2,0.371537
AMTECH CHISEL WOOD SOFT GRIP 3/4INC,"Amtech E0520 19mm (3/4"") Bevel Edge Wood Chisel",5032759035366.0,,B008PQADT4,TIER_4_REJECTED,TIER_2_LIKELY,5,96.3,0.962973
MAXIM LED CANDLE 40W SBC W/W PK10,Maxim LED Bulbs [Pack of 10] Type: Candle E27 (Warm White) 6Watts (40Watts) / Pearl Finish/Energy Saving Multipack 40MLCB15W5X10,5022822219199.0,,B0BWNV9D7K,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,61.8,0.618387
AMTECH COUNTERSINK 3PC SET,Amtech F0815 3 piece countersink set,5032759044115.0,,B01L1XU7SE,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,58.6,0.585674
AMTECH PADLOCK BRASS 20MM,"Amtech T0790 Brass Small Padlocks with Keys for Luggage, lockers, Toolboxes, Cupboards, & Sports Bags, 20mm, 12-Piece",5032759037391.0,,B007UIJIW6,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,81.1,0.810793
AMTECH PADLOCK DISC 70MM,"Amtech W4200 70mm Disc Padlock, Heavy Duty and Corrosion Resistant Stainless Steel Construction with 2 Keys",5032759012596.0,,B003BO3CNO,TIER_4_REJECTED,TIER_2_LIKELY,5,97.4,0.974413
MAXIM CANDLE 25W E14 PK10,"Maxim LED Candle Small Edison Screw (Cool White) - 3watt (25watt) (Pack 10), 25MLCSESCW5X10",5022822202115.0,,B076PP1MD7,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,47.1,0.470956
AMTECH HAND PUMP & GUAGE 9455,Amtech I9455 Stirrup pump with gauge,5032759033607.0,,B001DYCKY6,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,65.4,0.654252
STATUS LED G4 W/W 1.5W EACH,Status 1.5w = 10w = 140 lumens LED - G4-12v - Warm White - Non dimmable - 1 pk - in a Trapped Box - in White CDU,5022822193499.0,,B00YAS96TE,TIER_4_REJECTED,TIER_2_LIKELY,5,99.7,0.997415
AMTECH MINI CLAW HAMMER 8OZ d0,"Amtech - Mini Claw Hammer, Magnetic Nail Starter, Lightweight and Easy to Use, Ergonomic Anti-Slip Handle, Ideal for Small Repairs and Crafts (8oz / 225g)",5032759049998.0,,B0GFPHS7BB,TIER_4_REJECTED,TIER_2_LIKELY,5,99.6,0.995601
STATUS LED STRIP LIGHT BULB W/W 6W EACH 284MM,"Status 6W LED Striplight, 284mm Warm White 3000K, 510 Lumens, S15 Cap, Pearl Cover, Energy Saving LED Tube for Kitchen, Under Cabinet, Utility and Task Lighting Replacement, (6SLSTWS15P1B6)",5022822226746.0,,B0FJMD6ZHV,TIER_4_REJECTED,TIER_2_LIKELY,5,97.0,0.9698
ECOBAG BLUE RUBBLE 20 BAG 40 LTR,"EcoBag 20 Pack Blue Rubble Bags - 40L - 100 Microns - Recyclable Heavy Duty Bin Bags - Leak Resistant Rubble Sacks for Garden, Builders, Caterers, Kitchen, DIY (508 x 762mm)",5019685005809.0,,B097C9JRXG,TIER_4_REJECTED,TIER_2_LIKELY,5,95.6,0.955718
AMTECH SANDING SHEET SQ P80 GRIT 10PCE,"Amtech V4045 P80 Hook and Loop Square Sheets, 10 Piece Set, 110mm x 100mm Sanding Paper, 240 V",5032759048519.0,,B07BBZZ8RC,TIER_4_REJECTED,TIER_3_NEEDS_REVIEW,5,74.3,0.74263
