supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
AMTECH SCREWDRIVER 8PC SET,Amtech L0810 8 Piece Screwdriver Set,EAN,T1,Confirmed,5032759043743.0,5032759043743.0,B0156NFWWQ,,0.5450000000000006,13.42364532019706,10.11,3.51,4.212,2.42,1.4,,Available (see Keepa data),5.0,B,Marginal profit (GBP0.55); Low FBA competition (0 sellers),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.71,Exact EAN match (title sim=0.71),https://www.efghousewares.co.uk/amtech-screwdriver-8pc-set,https://www.amazon.co.uk/dp/B0156NFWWQ
AMTECH RATCHET TIE DOWN 25MM,Amtech S0701 450cm Ratchet tie down,EAN,T1,Confirmed,5032759041343.0,5032759041343.0,B00LQQ4XLO,,0.5350000000000008,15.97014925373137,8.97,2.8,3.36,2.42,1.17,,,6.0,B,Marginal profit (GBP0.54); Low FBA competition (0 sellers),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.73,Exact EAN match (title sim=0.73),https://www.efghousewares.co.uk/amtech-ratchet-tie-down-25mm,https://www.amazon.co.uk/dp/B00LQQ4XLO
KINGFISHER FOIL FLAN 9 SMALL DISHES,"Kingfisher Foil Flan Dishes, Silver, Small, Pack of 9",EAN,T1,Confirmed,5013478557858.0,5013478557858.0,B000XJDADC,,0.5283333333333344,41.93121693121702,6.49,0.71,0.852,2.65,0.97,,,1.0,B,Marginal profit (GBP0.53); Low FBA competition (0 sellers); High-demand category (food_wrap); Low source cost (GBP0.71) vs Amazon price (GBP6.49),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.66,Exact EAN match (title sim=0.66),https://www.efghousewares.co.uk/kingfisher-foil-flan-9-small-dishes,https://www.amazon.co.uk/dp/B000XJDADC
AMTECH BI-METAL HOLESAW HEX ARBOUR 14-30MM,"Amtech - 14-30mm Bi-Metal Holesaw Hex Arbour for Stable Drilling and Clean Cuts through Wood, Metal, and Plastic, Home DIY, Durable and Easy to Attach, Includes 6mm Pilot Hole Drill Bit",EAN,T1,Confirmed,5032759052110.0,5032759052110.0,B0DPGDTP9P,,0.5249999999999999,22.34042553191489,6.45,1.8,2.16,1.67,0.83,,Available (see Keepa data),3.0,B,Marginal profit (GBP0.52); Low FBA competition (0 sellers); Low source cost (GBP1.80) vs Amazon price (GBP6.45),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.35,Exact EAN match (title sim=0.35),https://www.efghousewares.co.uk/amtech-bi-metal-holesaw-hex-arbour-14-30mm-119143,https://www.amazon.co.uk/dp/B0DPGDTP9P
PHOODS CUTLERY HEAVY DUTY FORKS CLEAR REUSABLE 50PCS,Reusable Clear Heavy Duty Plastic Cutlery (50 Forks),EAN,T1,Confirmed,5060357990688.0,5060357990688.0,B01N7R72A7,,0.5116666666666672,29.23809523809527,7.19,1.2,1.44,2.65,1.08,,Available (see Keepa data),1.0,B,Marginal profit (GBP0.51); Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP1.20) vs Amazon price (GBP7.19),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.45,Exact EAN match (title sim=0.45),https://www.efghousewares.co.uk/phoods-cutlery-heavy-duty-forks-clear-50pcs-107556,https://www.amazon.co.uk/dp/B01N7R72A7
PAN AROMA ODOUR ELIMINATING CANDLE,Scented Candle - Odour ELIMINATING Upto 30 Hours Burn TIME,EAN,T1,Confirmed,5050375094949.0,5050375094949.0,B0040GQST2,,0.5016666666666663,34.597701149425255,6.17,0.9,1.08,2.7,0.49,,Available (see Keepa data),4.0,B,Marginal profit (GBP0.50); Low FBA competition (0 sellers); High-demand category (kitchen/candles); Low source cost (GBP0.90) vs Amazon price (GBP6.17),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.51,Exact EAN match (title sim=0.51),https://www.efghousewares.co.uk/pan-aroma-candle-rnd-odour-elim-each,https://www.amazon.co.uk/dp/B0040GQST2
GLAMORIZE HAIR DYE BLACK,Glamorize Pro Dye Black Colour Hair Dye Ladies,EAN,T1,Confirmed,5055257877030.0,5055257877030.0,B00AX1W3D8,,0.5,33.33333333333333,6.3,0.95,1.14,2.75,0.5,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); High-demand category (personal_care); Low source cost (GBP0.95) vs Amazon price (GBP6.30),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.60,Exact EAN match (title sim=0.60),https://www.efghousewares.co.uk/glamorize-hair-dye-black,https://www.amazon.co.uk/dp/B00AX1W3D8
ESSENTIAL ELECTRIC AIR DUSTER AEROSOL 200ML,Lazer AIR Duster for Cleaning and Protecting All Electronic Equipment (Packaging May Vary),EAN,T1,Confirmed,5055319557078.0,5055319557078.0,B006YT69BU,,0.4966666666666663,35.47619047619045,6.8,0.85,1.02,2.75,1.02,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); High-demand category (cleaning); Low source cost (GBP0.85) vs Amazon price (GBP6.80),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.31,Exact EAN match (title sim=0.31),https://www.efghousewares.co.uk/essential-electric-air-duster-aerosol,https://www.amazon.co.uk/dp/B006YT69BU
UNIQUE PLATES GOLD 7IN SQUARE 16PCS,Unique 33240EU - Eco-Friendly Square Paper Plates - 18 cm - Gold Colour - 16 Count (Pack of 1),EAN,T1,Confirmed,11179006458.0,11179006458.0,B097TVBZQ3,,0.4950000000000001,27.966101694915256,5.85,1.22,1.464,1.73,0.88,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP1.22) vs Amazon price (GBP5.85),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.44,Exact EAN match (title sim=0.44),https://www.efghousewares.co.uk/unique-plates-gold-7in-square-16pcs-113313,https://www.amazon.co.uk/dp/B097TVBZQ3
AMTECH DRILL COBALT 13PC SET,Amtech F1122 13 Piece Titanium Coated high Speed Steel (HSS) Drill bit Set,EAN,T1,Confirmed,5032759034697.0,5032759034697.0,B002CWM5DE,,0.4933333333333338,9.673202614379097,10.42,4.55,5.46,1.73,1.36,,,7.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.38,Exact EAN match (title sim=0.38),https://www.efghousewares.co.uk/amtech-drill-cobalt-13pc-set,https://www.amazon.co.uk/dp/B002CWM5DE
AMTECH WOODEN DOWEL 90PC SET,"Amtech - Assorted Wooden Dowels Set for Home DIY, Furniture Assembly, Woodworking, and More, Durable, Long Lasting, Provides Stability, Easy to Use (90pcs)",EAN,T1,Confirmed,5032759051717.0,5032759051717.0,B0DK3NJ1FX,,0.4849999999999994,24.494949494949463,5.97,1.43,1.716,1.73,0.78,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); Low source cost (GBP1.43) vs Amazon price (GBP5.97),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.29,Exact EAN match (title sim=0.29),https://www.efghousewares.co.uk/amtech-wooden-dowel-90pc-set-119153,https://www.amazon.co.uk/dp/B0DK3NJ1FX
AMTECH KEYRING RECOIL WITH CARABINER,Amtech S6365 Recoil keyring with carabiner,EAN,T1,Confirmed,5032759044467.0,5032759044467.0,B01L2CHWNM,,0.4783333333333341,17.393939393939426,6.25,2.2,2.64,1.67,0.31,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.74,Exact EAN match (title sim=0.74),https://www.efghousewares.co.uk/amtech-keyring-recoil-with-carabiner,https://www.amazon.co.uk/dp/B01L2CHWNM
UPSY DAISY BABY SOOTHERS,2 Pack Silicone Baby Soothers Dummies Teats,EAN,T1,Confirmed,5055257864771.0,5055257864771.0,B00D2W2420,,0.47,33.81294964028776,6.6,0.84,1.008,2.65,0.99,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP6.60),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.51,Exact EAN match (title sim=0.51),https://www.efghousewares.co.uk/upsy-daisy-baby-soothers,https://www.amazon.co.uk/dp/B00D2W2420
VELIS LADIES ULTRA RAZORS TRIPLE BLADE PACK OF 3,6pk Womens Triple Blade Ultra Razors | Three Razor Blade Design System | Women’s Reusable Razors with Rubber Handles and Texture Grips by Velis,EAN,T1,Confirmed,5055566994299.0,5055566994299.0,B07W2X6D5H,,0.4616666666666671,33.21342925659475,5.99,0.84,1.008,2.65,0.49,,,2.0,B,Low FBA competition (0 sellers); High-demand category (personal_care); Low source cost (GBP0.84) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.36,Exact EAN match (title sim=0.36),https://www.efghousewares.co.uk/velis-ladies-ultra-razors-triple-blade-pack-of-3-125049,https://www.amazon.co.uk/dp/B07W2X6D5H
PPS 2PLY 30 NAPKINS RED 40X40CM,"30 LUXURY 2 PLY RED PAPER DINNER NAPKINS - 40cm x 40cm Ideal for weddings, christenings, parties, bbq's etc",EAN,T1,Confirmed,5030481990533.0,5030481990533.0,B00VIOO2P6,,0.4450000000000003,29.66666666666669,5.79,0.95,1.14,2.42,0.46,,,1.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.95) vs Amazon price (GBP5.79),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.29,Exact EAN match (title sim=0.29),https://www.efghousewares.co.uk/pps-2ply-30-napkins-red-40x40cm-7-7,https://www.amazon.co.uk/dp/B00VIOO2P6
PPS 2PLY 30 NAPKINS PINK 40X40CM,"30 LUXURY 2 PLY PINK PAPER DINNER NAPKINS - 40cm x 40cm Ideal for weddings, christenings, parties, bbq's etc",EAN,T1,Confirmed,5030481990502.0,5030481990502.0,B00VIKSMXI,,0.4450000000000003,29.66666666666669,5.79,0.95,1.14,2.42,0.46,,,3.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.95) vs Amazon price (GBP5.79),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.28,Exact EAN match (title sim=0.28),https://www.efghousewares.co.uk/pps-2ply-30-napkins-pink-40x40cm-eta,https://www.amazon.co.uk/dp/B00VIKSMXI
PPS PLASTIC PINT 12 TUMBLERS,Brand new 12pk Transparent Plastic 1pt Drinks Tumblers ~ 96/020,EAN,T1,Confirmed,5030481960208.0,5030481960208.0,B00BMBB8MK,,0.441666666666667,36.20218579234975,6.35,0.67,0.804,2.67,0.96,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.67) vs Amazon price (GBP6.35),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.52,Exact EAN match (title sim=0.52),https://www.efghousewares.co.uk/pps-plastic-pint-12-tumblers-106897,https://www.amazon.co.uk/dp/B00BMBB8MK
STRONG AS AN OX REMOVABLE HOOK ROUND 4PC,Rapide Strong as an Ox Smart Hooks Set of 4 White,EAN,T1,Confirmed,5055319529082.0,5055319529082.0,B07WMTZGSY,,0.4358333333333336,31.3549160671463,5.98,0.84,1.008,2.41,0.7475000000000002,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP5.98),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.58,Exact EAN match (title sim=0.58),https://www.efghousewares.co.uk/strong-as-an-ox-removable-hook-round-4pc-111507,https://www.amazon.co.uk/dp/B07WMTZGSY
BLOOME CANDLE JAR FARMHOUSE,Glass Jar Candle 80g Scented Present Orange Burst,EAN,T1,Confirmed,5055566998662.0,5055566998662.0,B0CKJ1BKL3,,0.4329166666666669,31.145083932853733,5.99,0.84,1.008,2.42,0.74875,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); High-demand category (candles); Low source cost (GBP0.84) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.32,Exact EAN match (title sim=0.32),https://www.efghousewares.co.uk/bloome-candle-jar-farmhouse,https://www.amazon.co.uk/dp/B0CKJ1BKL3
MARKSMAN HOOK AND PICK SET,4Pc Pick and Hook Tool Set Mini Hook Scraping Tool,EAN,T1,Confirmed,5038673680552.0,5038673680552.0,B08VNB8QFW,,0.4316666666666667,31.05515587529976,4.97,0.84,1.008,1.67,0.65,,Available (see Keepa data),5.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.34,Exact EAN match (title sim=0.34),https://www.efghousewares.co.uk/marksman-hook-and-pick-set,https://www.amazon.co.uk/dp/B08VNB8QFW
STATUS LED BC GLS PEARL W/W 6W EACH,Status 5w = 40w = 470 lumens LED - A60 GLS - B22 - PA - Pearl - Warm White - 1 pk Box - in White CDU,EAN,T1,Confirmed,5022822192980.0,5022822192980.0,B00WZI1NVA,,0.425,26.39751552795031,6.69,1.06,1.272,2.67,0.87,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers); Low source cost (GBP1.06) vs Amazon price (GBP6.69),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.50,Exact EAN match (title sim=0.50),https://www.efghousewares.co.uk/status-led-bc-gls-pearl-w-w-6w-each,https://www.amazon.co.uk/dp/B00WZI1NVA
PAN AROMA DIFFUSER DOME 50ML WILD BERRIES,Pan Aroma Reed Diffuser Wild Berries,EAN,T1,Confirmed,5053249217451.0,5053249217451.0,B07C9X3XNQ,,0.4216666666666666,25.249500998003988,5.99,1.12,1.344,2.42,0.48,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP1.12) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.81,Exact EAN match (title sim=0.81),https://www.efghousewares.co.uk/pan-aroma-diffuser-dome-50ml-wild-berries,https://www.amazon.co.uk/dp/B07C9X3XNQ
ELY SPA BATH BOMBS PEPPERMINT & SPEARMINT - 3X50G,Elysium Spa Spearmint & Peppermint Bath Bombs,EAN,T1,Confirmed,5020535021993.0,5020535021993.0,B0BYTBCWXT,,0.4116666666666668,25.569358178053843,6.17,1.06,1.272,2.65,0.47,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers); High-demand category (bathroom); Low source cost (GBP1.06) vs Amazon price (GBP6.17),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.52,Exact EAN match (title sim=0.52),https://www.efghousewares.co.uk/ely-spa-bath-bombs-peppermint-spearmint-3x50g-104006,https://www.amazon.co.uk/dp/B0BYTBCWXT
PAN AROMA JAR CANDLE WITH LID PURE COTTON SMALL,Pan Aroma Fluffy Towels Scented Candle – Small jar,EAN,T1,Confirmed,5053249218496.0,5053249218496.0,B07MW82G2T,,0.4116666666666667,28.390804597701152,5.99,0.9,1.08,2.65,0.48,Available (see Keepa data),Available (see Keepa data),4.0,B,Low FBA competition (0 sellers); High-demand category (kitchen/candles/personal_care); Low source cost (GBP0.90) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.48,Exact EAN match (title sim=0.48),https://www.efghousewares.co.uk/pan-aroma-candle-jar-lid-fluffy-towel,https://www.amazon.co.uk/dp/B07MW82G2T
PAN AROMA JAR CANDLE WITH LID JUICY BERRIES SMALL,Pan Aroma Wild Berries Scented Candle - Small Jan,EAN,T1,Confirmed,5053249218533.0,5053249218533.0,B07MWB3WLR,,0.4116666666666667,28.390804597701152,5.99,0.9,1.08,2.65,0.48,Available (see Keepa data),Available (see Keepa data),6.0,B,Low FBA competition (0 sellers); High-demand category (kitchen/candles); Low source cost (GBP0.90) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.58,Exact EAN match (title sim=0.58),https://www.efghousewares.co.uk/pan-aroma-candle-jar-lid-wild-berries,https://www.amazon.co.uk/dp/B07MWB3WLR
KINGFISHER MICRO CONTAINER SS,"Kingfisher 5 Microwave Food Containers Blue Lids, 17 x 10.7 x 4.5 cm",EAN,T1,Confirmed,5013478558077.0,5013478558077.0,B000XJ9QGM,,0.4083333333333334,30.02450980392157,5.89,0.81,0.972,2.67,0.47,,Available (see Keepa data),4.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.81) vs Amazon price (GBP5.89),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.58,Exact EAN match (title sim=0.58),https://www.efghousewares.co.uk/kingfisher-micro-container-ss,https://www.amazon.co.uk/dp/B000XJ9QGM
NIPPLE COVER SILICONE,RYS 2 Pairs Silicone Nipple Daisies Breast Shield Covers Stick On Reusable Pasties,EAN,T1,Confirmed,5056239472328.0,5056239472328.0,B083P5J2GR,,0.4016666666666671,28.896882494004828,4.49,0.84,1.008,1.7,0.25,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.21,Exact EAN match (title sim=0.21),https://www.efghousewares.co.uk/nipple-cover-silicone,https://www.amazon.co.uk/dp/B083P5J2GR
AMTECH ALUMINIUM ROOFING SQUARE 300MM,"Amtech - Carpenter’s Square Tool, Speed Square 12 Inch, Use as a Saw Guide, Framing Square, Ruler, and More for Woodworking and Home DIY, Clear and Accurate Scale, Durable Aluminium Alloy (300mm)",EAN,T1,Confirmed,5032759050338.0,5032759050338.0,B0DCP4SQ3G,,0.4016666666666644,4.370692782009406,17.99,8.64,10.368,3.06,2.34,,Available (see Keepa data),3.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.22,Exact EAN match (title sim=0.22),https://www.efghousewares.co.uk/amtech-aluminium-roofing-square-300mm-119145,https://www.amazon.co.uk/dp/B0DCP4SQ3G
AMTECH PAINT BRUSHES 1.5 INCH NO BRISTLE LOSS,"Amtech G4360 1.5 inch Paint Brush (38mm), No Bristle Loss design, Soft Grip and available as 0.5”, 1”, 2”, 2.5”, 3” and 4”, Multi-Colour",EAN,T1,Confirmed,5032759045150.0,5032759045150.0,B06XSKTRDS,,0.3983333333333327,23.43137254901957,5.35,1.15,1.38,1.66,0.7,,,4.0,B,Low FBA competition (0 sellers); High-demand category (cleaning); Low source cost (GBP1.15) vs Amazon price (GBP5.35),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.42,Exact EAN match (title sim=0.42),https://www.efghousewares.co.uk/amtech-paint-brushes-1-5-inch-no-bristle-loss,https://www.amazon.co.uk/dp/B06XSKTRDS
AMTECH NATURAL JUITE TWINE 100M,"Amtech - Natural and Sustainable Jute Twine for Gardening, Home DIY, Crafts, and Gift Wrap, Biodegradable, Durable, Reusable and Tangle-Free (100m)",EAN,T1,Confirmed,5032759042494.0,5032759042494.0,B0CBVT18J5,,0.385,24.83870967741936,6.03,1.0,1.2,2.65,0.44,,,3.0,B,Low FBA competition (0 sellers); Low source cost (GBP1.00) vs Amazon price (GBP6.03),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.36,Exact EAN match (title sim=0.36),https://www.efghousewares.co.uk/amtech-natural-juite-twine-100m-116615,https://www.amazon.co.uk/dp/B0CBVT18J5
DENTIPLUS DENTAL FLOSS PICKS 50 PIECES,CLARADENT - Dental Floss Picks - 50 Pcs,EAN,T1,Confirmed,5053249250892.0,5053249250892.0,B09ZHCSDQZ,,0.3816666666666672,25.444444444444485,4.49,0.95,1.14,1.5,0.36,Available (see Keepa data),Available (see Keepa data),3.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.82,Exact EAN match (title sim=0.82),https://www.efghousewares.co.uk/claradent-dental-floss-picks-80pk-11-6,https://www.amazon.co.uk/dp/B09ZHCSDQZ
PAN AROMA JAR CANDLE WITH LID VANILLA BEAN SMALL,Small Jar Candle Vanilla & Coconut (Small Jar Vanilla & Coconut),EAN,T1,Confirmed,5053249218519.0,5053249218519.0,B07H6NGF7P,,0.3783333333333339,26.091954022988546,6.01,0.9,1.08,2.7,0.48,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); High-demand category (kitchen/candles); Low source cost (GBP0.90) vs Amazon price (GBP6.01),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.53,Exact EAN match (title sim=0.53),https://www.efghousewares.co.uk/pan-aroma-candle-jar-lid-van-coco-27-11,https://www.amazon.co.uk/dp/B07H6NGF7P
BUTTERCUP PONY TAILS COLOURED,180pk Assorted Childrens Hair Bands | Mini Hair Ties | Ponytail bands by Buttercup Hair Accessories,EAN,T1,Confirmed,5056175909780.0,5056175909780.0,B081JZ2NCR,,0.3783333333333335,27.21822541966428,5.89,0.84,1.008,2.67,0.47,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); High-demand category (kitchen); Low source cost (GBP0.84) vs Amazon price (GBP5.89),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.26,Exact EAN match (title sim=0.26),https://www.efghousewares.co.uk/buttercup-pony-tails-coloured,https://www.amazon.co.uk/dp/B081JZ2NCR
KINGFISHER FOIL PIE 6 OBLONG DISHES,"Kingfisher Foil Oblong Pie Dishes, Silver, Pack of 6",EAN,T1,Confirmed,5013478557841.0,5013478557841.0,B000XJB6V0,,0.3733333333333337,29.62962962962966,5.92,0.71,0.852,2.42,0.88,,Available (see Keepa data),5.0,B,Low FBA competition (0 sellers); High-demand category (food_wrap); Low source cost (GBP0.71) vs Amazon price (GBP5.92),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.68,Exact EAN match (title sim=0.68),https://www.efghousewares.co.uk/kingfisher-foil-pie-6-oblong-dishes,https://www.amazon.co.uk/dp/B000XJB6V0
KINGFISHER FOIL TRAY 3 TRAYS SQUARE,3 Square Foil Containers (205 x 205 x 47mm),EAN,T1,Confirmed,5013478557940.0,5013478557940.0,B000XJ572E,,0.3566666666666673,27.22646310432575,6.32,0.76,0.912,2.65,0.95,,Available (see Keepa data),4.0,B,Low FBA competition (0 sellers); High-demand category (food_wrap); Low source cost (GBP0.76) vs Amazon price (GBP6.32),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.21,Exact EAN match (title sim=0.21),https://www.efghousewares.co.uk/kingfisher-foil-tray-3-trays-square,https://www.amazon.co.uk/dp/B000XJ572E
PPS 3PLY 33CM 20 NAPKINS YELLOW,"20 LUXURY 3 PLY YELLOW PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",EAN,T1,Confirmed,5030481991080.0,5030481991080.0,B00O2AHTJY,,0.3516666666666668,31.681681681681688,5.99,0.56,0.672,3.05,0.48,,Available (see Keepa data),1.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.56) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.31,Exact EAN match (title sim=0.31),https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-yellow,https://www.amazon.co.uk/dp/B00O2AHTJY
AMTECH WIRE BRUSH-SPID,Amtech S3700 Hand wire brush,EAN,T1,Confirmed,5032759006007.0,5032759006007.0,B004RFCQYW,,0.3383333333333341,23.01587301587307,4.99,0.92,1.104,1.7,0.65,,Available (see Keepa data),5.0,B,Low FBA competition (0 sellers); High-demand category (cleaning),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.68,Exact EAN match (title sim=0.68),https://www.efghousewares.co.uk/amtech-wire-brush-spid,https://www.amazon.co.uk/dp/B004RFCQYW
MARKSMAN SAFETY GOOGLES,BUILDERS CONSTRUCTORS SAFETY GOGGLES WITH ELASTIC BAND,EAN,T1,Not matched,5038673680019.0,,B005DRB9DC,,0.3329166666666667,22.19444444444445,5.99,0.95,1.14,2.41,0.74875,,,,B,Low FBA competition (0 sellers); Low source cost (GBP0.95) vs Amazon price (GBP5.99),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.44,Exact EAN match (title sim=0.44),https://www.efghousewares.co.uk/marksman-safety-googles,https://www.amazon.co.uk/dp/B005DRB9DC
KINGFISHER DEHUMIDIFIER INTERIOR,"Kingfisher DHS2 Refillable Dehumidifier, Transparent, One Size",EAN,T1,Confirmed,5013478158192.0,5013478158192.0,B07MBBD1BW,,0.3283333333333342,8.778966131907334,9.49,3.19,3.828,3.04,0.8,Available (see Keepa data),Available (see Keepa data),4.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.61,Exact EAN match (title sim=0.61),https://www.efghousewares.co.uk/kingfisher-dehumidifier-interior,https://www.amazon.co.uk/dp/B07MBBD1BW
TIDYZ NAPPY BAGS 150 CLIPCLOSE LID,"Breez 150 Nappy Bag with Tie Handle, Nappy Bags Scented, Disposable Nappy Sacks",EAN,T1,Confirmed,5025364003295.0,5025364003295.0,B007R46O4S,,0.3283333333333333,25.651041666666668,5.35,0.73,0.876,2.42,0.43,,Available (see Keepa data),5.0,B,Low FBA competition (0 sellers); Low source cost (GBP0.73) vs Amazon price (GBP5.35),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,HIGH,0.40,Exact EAN match (title sim=0.40),https://www.efghousewares.co.uk/tidyz-nappy-bags-150-clipclose-lid-126166,https://www.amazon.co.uk/dp/B007R46O4S
DENTIPLUS DENTAL FLOSS 50M PACK OF 2,2 x Dental Floss Pack of 2 x 50M Dentiplus Wax Treated Mint Flavour Dental Care,EAN,T1,Confirmed,5050375044463.0,5050375044463.0,B01NC0OXXX,,0.3283333333333331,21.88888888888888,4.39,0.95,1.14,1.5,0.33,,Available (see Keepa data),6.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.40,Exact EAN match (title sim=0.40),https://www.efghousewares.co.uk/claradent-dental-floss-2pk,https://www.amazon.co.uk/dp/B01NC0OXXX
AMTECH BITS NON SLIP 10PCE,Amtech L2370 10 Piece 70mm Non-Slip bit Set,EAN,T1,Confirmed,5032759033324.0,5032759033324.0,B003L6UHXK,,0.3200000000000005,9.667673716012102,7.44,2.76,3.312,1.73,0.84,,,5.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.55,Exact EAN match (title sim=0.55),https://www.efghousewares.co.uk/amtech-bits-non-slip-10pce,https://www.amazon.co.uk/dp/B003L6UHXK
MARKSMAN CARPENTERS PENCILS,10 PIECE CARPENTERS PENCIL SET,EAN,T1,Confirmed,5038673680651.0,5038673680651.0,B003XN89DQ,,0.3183333333333341,22.901678657074395,4.99,0.84,1.008,1.7,0.75,,Available (see Keepa data),2.0,B,Low FBA competition (0 sellers),EAN-verified with marginal profit. Low priority but confirmed match.,high,No,MEDIUM,0.67,Exact EAN match (title sim=0.67),https://www.efghousewares.co.uk/marksman-carpenters-pencils,https://www.amazon.co.uk/dp/B003XN89DQ
