supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
MASONARY DRILL BIT SET 5PC,"BGTEC Serrated Carbide Masonry Drill Bit Set - 5PCS 5/6/8/10/12MM Multi-Purpose Wood Drill Bits for Masonry, Wood, Plastic, Brick, Tile, Glass, Concrete & Marble",Title,T3,Not matched,5056338359377.0,,B0F47LT53C,100.0,7.755000000000002,557.9136690647482,15.99,0.84,1.008,2.1,2.08,Available (see Keepa data),Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/masonary-drill-bit-set-5pc-101001,https://www.amazon.co.uk/dp/B0F47LT53C
REED DIFFUSER 50ML ASSORTED,"MATANA - 10 Empty Reed Diffuser Glass Clear Bottles with 40 Reed Diffuser Sticks, 50ml - Glass Diffuser Bottle Essential Fragrance Oil Diffusers for Home Bathroom Decorative, Glass Reed Diffuser",Title,T3,Not matched,5050565779014.0,5060630692537.0,B07ZQN89MD,100.0,6.811666666666667,454.1111111111112,14.99,0.95,1.14,2.98,1.2,Available (see Keepa data),Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.25,Low similarity (0.25) but category match - re-check candidate,https://www.efghousewares.co.uk/reed-diffuser-50ml-assorted-125320,https://www.amazon.co.uk/dp/B07ZQN89MD
SCREWDRIVER SET W/HOLDER 4PC,Sealey AK4314 4PC JIS Screwdriver Set,Title,T3,Not matched,5039164429919.0,5054511683615.0,B07YDSR1HL,100.0,6.391666666666668,426.1111111111112,14.99,0.95,1.14,2.65,1.95,,Available (see Keepa data),16.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,HIGH,0.46,Moderate similarity (0.46) + category match,https://www.efghousewares.co.uk/screwdriver-set-w/holder-4pc-121506,https://www.amazon.co.uk/dp/B07YDSR1HL
PPS FOIL PUDDING 5 DISHES,50 Bakery Direct Round Disposable Foil Christmas Pudding Dishes/Basins Cupcake Cases Pie Dish Tray Baking Tart Muffin Yorkshire Pudding,Title,T3,Not matched,5030481930508.0,5060309625125.0,B077G7HNXR,100.0,5.981666666666667,511.2535612535614,14.99,0.62,0.744,3.09,2.25,Available (see Keepa data),Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-foil-pudding-5-dishes,https://www.amazon.co.uk/dp/B077G7HNXR
ROSE GOLD MAKEUP BRUSH  ASSORTED,"Oscar Charles Makeup Brush Set, 12 Piece Makeup Brushes Set Professional, Six Face Make up Brushes & Six Eye Makeup Brushes Set - Rose Gold",Title,T3,Not matched,5050565757487.0,5060597570251.0,B08CDXHZZ4,100.0,5.848333333333335,420.7434052757795,14.89,0.84,1.008,2.94,2.23,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/rose-gold-makeup-brush-assorted-120135,https://www.amazon.co.uk/dp/B08CDXHZZ4
151 ADHESIVE SPRAY HEAVY DUTY 500ML,Carpet Adhesive Glue Spray Leather Foam Card Art Craft Fabric Strong Heavy Duty (Pack Of 3 Can 3038),Title,T3,Not matched,5053249215044.0,5060880626573.0,B0CSBXYWML,100.0,4.259583333333334,138.74864277958744,13.75,2.52,3.024,2.41,1.71875,,Available (see Keepa data),1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.42,Moderate similarity (0.42) only - needs manual verification,https://www.efghousewares.co.uk/151-adhesive-spray-heavy-duty-500ml,https://www.amazon.co.uk/dp/B0CSBXYWML
MASON CASH MIXING BOWL OWL STONE 26CM,"Mason Cash in The Forest Owl Mixing Bowl 4 Litre | 26cm Stone S18 Stoneware Bowl for Bread, Cake, Cookie, Pastry & Pudding Mixes, Embossed Woodland Design",Title,T3,Not matched,5010853197838.0,,B00DPGFJA2,100.0,3.694583333333334,62.30326025857224,16.99,5.38,6.456,2.41,2.12375,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium,Yes,HIGH,0.36,Moderate similarity (0.36) + brand match (MASON) + category match,https://www.efghousewares.co.uk/mason-cash-mixing-bowl-owl-stone-26cm-118284,https://www.amazon.co.uk/dp/B00DPGFJA2
AMTECH VICE BABY,"Amtech D2600 150mm (6"") Woodworking vice",Title,T3,Not matched,5032759001408.0,,B007L5V48Y,100.0,3.3516666666666666,84.0016708437761,17.81,3.44,4.128,5.16,2.34,,Available (see Keepa data),7.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium,Yes,HIGH,0.42,Moderate similarity (0.42) + brand match (AMTECH) + category match,https://www.efghousewares.co.uk/amtech-vice-baby,https://www.amazon.co.uk/dp/B007L5V48Y
PPS COMPOSTABLE KRAFT DOUBLE WALL CUP 12OZ 25 PIECES,"Paper Cups - Double Wall Coffee Cup - Unique Aqueous Lining, Plastic-Free - Certified Home & Industrial Compostable - 12 oz - Biodegradable for Hot & Cold Drinks 25 Pcs (No Lids)",Title,T3,Not matched,5030481970634.0,7426968333029.0,B09LZ6NQWZ,100.0,2.688333333333333,160.9780439121756,10.99,1.12,1.344,3.15,1.65,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.29,Low similarity (0.29) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-compostable-kraft-double-wall-cup-12oz-25-pieces-121047,https://www.amazon.co.uk/dp/B09LZ6NQWZ
SIL TOILET ROLL HOLDER STAINLESS STEEL,"Free-Standing Toilet Roll Holder, Stainless Steel, Toilet Paper Storage Stand Holds 5-6 Rolls, Silver",Title,T3,Not matched,5024418537410.0,,B09LYKHSNJ,100.0,2.42625,174.55035971223018,8.79,0.84,1.008,2.41,1.09875,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,HIGH,0.54,Moderate similarity (0.54) + category match,https://www.efghousewares.co.uk/sil-toilet-roll-holder-stainless-steel-112647,https://www.amazon.co.uk/dp/B09LYKHSNJ
BRIGHT & HOMELY PAINT BRUSH SET 3 PACK,"3 Pack Paint Brush Set, 30 pcs Nylon Hair Brushes for Acrylic Oil Watercolor Painting Artist Professional Painting Kits",Title,T3,Not matched,5050796010979.0,785197261921.0,B07C87DSM8,100.0,2.0550000000000006,201.4705882352941,6.99,0.47,0.564,1.7,1.05,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/bright-homely-paint-brush-set-3-pack-119800,https://www.amazon.co.uk/dp/B07C87DSM8
STATUS  BULB LED MR16  DAYLIGHT,"EXTRASTAR 6W MR16 LED Bulbs, 12 Volt, 44W Equivalent, 540 Lumen, 6500K Cool White Daylight Light Bulb, Non-dimmable, Pack of 6",Title,T3,Not matched,5022822223097.0,,B0B5D7VJ34,100.0,2.0079166666666666,102.97008547008546,8.99,1.4,1.68,2.41,1.12375,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,HIGH,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/status-bulb-led-mr16-daylight-104695,https://www.amazon.co.uk/dp/B0B5D7VJ34
MARKSMAN CABLE TIES 300MM 40PCE GREEN,"Gocableties Green Cable Ties, 300mm x 3.6mm, Pack of 100, 12” Premium Nylon Zip Ties, Multi-Purpose Plastic Tie Wraps, Secure Self-Locking Mechanism, for Home, Garden, Office and DIY",Title,T3,Not matched,5038673683218.0,5056394712536.0,B09XQYKG6Q,100.0,1.975,142.0863309352518,8.49,0.84,1.008,2.61,1.1,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.26,Low similarity (0.26) but category match - re-check candidate,https://www.efghousewares.co.uk/marksman-cable-ties-300mm-40pce-green,https://www.amazon.co.uk/dp/B09XQYKG6Q
151 PAINT SPRAY 400ML METALLIC SILVER,3 x 400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick Metallic Silver,Title,T3,Not matched,5053249219745.0,,B07CCLYFJ2,100.0,1.8750000000000016,74.70119521912358,10.71,1.96,2.352,3.15,1.39,,Available (see Keepa data),4.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,MEDIUM,0.48,Moderate similarity (0.48) + category match,https://www.efghousewares.co.uk/151-paint-spray-400ml-metallic-silver-104074,https://www.amazon.co.uk/dp/B07CCLYFJ2
PPS PLASTIC 100 PLATES 23CM,100 WHITE PLASTIC PLATES - 9 inch/23cm quality durable plates ideal for hot and cold food,Title,T3,Not matched,5040481981202.0,,B00NGQUUV4,100.0,1.8287500000000008,46.89102564102568,11.49,3.35,4.0200000000000005,2.41,1.43625,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.32,Low similarity (0.32) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-plastic-100-plates-23cm-10-8,https://www.amazon.co.uk/dp/B00NGQUUV4
CAROLINE PLASTIC 10 OZ 4 TUBS & LID 1433,"LATERN 20Pcs Small Food Containers, 4oz /120ml Reusable Plastic Deli Bowls Stackable Food Storage Jars with Leakproof Lids, Dishwasher & Microwave & Freezer Safe (White)",Title,T3,Not matched,5012145009423.0,,B0DMJSKVHK,100.0,1.6816666666666673,126.44110275689226,8.99,0.78,0.936,3.13,1.35,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.26,Low similarity (0.26) but category match - re-check candidate,https://www.efghousewares.co.uk/caroline-plastic-10-oz-4-tubs-lid-1433,https://www.amazon.co.uk/dp/B0DMJSKVHK
HAIR BOBBLES 36PC BROWN BLACK WHITE,"15 Pcs Brown and Black Hair Bobbles, Mixed Color Elastic Hair Ties for Women and Girls, Thick No Damage Bands, Ponytail Holders",Title,T3,Not matched,5050565451897.0,,B0FB2VXH8H,100.0,1.6016666666666668,115.22781774580336,5.99,0.84,1.008,1.52,0.48,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.33,Low similarity (0.33) but category match - re-check candidate,https://www.efghousewares.co.uk/hair-bobbles-36pc-brown-black-white-108285,https://www.amazon.co.uk/dp/B0FB2VXH8H
MARKSMAN WIRE BRUSH/SCRAPER,"COTTAM Heavy Duty (6 Row) Steel Wire Scratch Brush With Scraper - For Surface Preparation & Removal of Rust , Paint, Coatings, & Debris",Title,T3,Not matched,5038673601144.0,5026204006872.0,B01CG5E6B0,100.0,1.4849999999999997,106.83453237410068,8.49,0.84,1.008,3.1,1.1,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.31,Low similarity (0.31) but category match - re-check candidate,https://www.efghousewares.co.uk/marksman-wire-brush-scraper,https://www.amazon.co.uk/dp/B01CG5E6B0
GLAMORIZE COMB SET TANGLE TAMING ASSORTED PACK OF 6,"20 PCS Hair Combs Set Hair Stylists Hir Cips Professional Styling Comb & Care Clip Set, Anti-static Barber Comb Hair Dying Accessories Men Women Salon & Home",Title,T3,Not matched,5056175972807.0,651519875599.0,B077G27BZC,100.0,1.383333333333334,99.5203836930456,5.98,0.84,1.008,1.73,0.48,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/glamorize-comb-set-tangle-taming-assorted-pack-of-6-125056,https://www.amazon.co.uk/dp/B077G27BZC
ROYAL MARKET PLASTIC HALF PINT 50 GLASS,Plastic Half Pint Glasses 50 Pack Strong Disposable Beer Cups 284ml,Title,T3,Not matched,5010326063431.0,,B0C37Z88WM,100.0,1.3616666666666672,65.46474358974362,8.99,1.53,1.836,2.7,1.35,Available (see Keepa data),,3.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.43,Moderate similarity (0.43) only - needs manual verification,https://www.efghousewares.co.uk/royal-market-plastic-half-pint-50-glass,https://www.amazon.co.uk/dp/B0C37Z88WM
THL BOWL PLASTIC REUSABLE SMALL 36PCS,"MATANA 40 Small Clear Plastic Bowls (150 ml / 5 oz) – Reusable Mini Dessert Bowls for Dips, Sauces, Ice Cream & Trifles – Sturdy, Stackable Party Bowls",Title,T3,Not matched,8681873025080.0,713153939355.0,B076HXLDFT,100.0,1.3516666666666672,105.59895833333336,8.99,0.73,0.876,3.36,1.5,Available (see Keepa data),Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.32,Low similarity (0.32) but category match - re-check candidate,https://www.efghousewares.co.uk/thl-bowl-plastic-reusable-small-20pcs-112125,https://www.amazon.co.uk/dp/B076HXLDFT
GLAMOUR STUDIO NAIL CLIPPER SET,Manicure Set Glamour Gaze Manicure Pedicure Kit Nail Clippers 16 in 1 Professional Stainless Steel Cuticle trimmer Grooming Kit for Men Women with Storage Travel Case,Title,T3,Not matched,5050565755186.0,762673016459.0,B08DJ3B3B9,100.0,1.1716666666666666,84.2925659472422,5.99,0.84,1.008,1.87,0.56,Available (see Keepa data),,3.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/glamour-studio-nail-clipper-set-120209,https://www.amazon.co.uk/dp/B08DJ3B3B9
BEAU UNICORNHAIR CLIPS 6PC,20 PCS Unicorn Hair Clips Cute Unicorn Hair Barrettes Cartoon Hairpins for Kids Girls Children,Title,T3,Not matched,5050565847461.0,619156355515.0,B07ZXBBWXQ,100.0,1.0783333333333334,77.57793764988008,5.29,0.84,1.008,1.52,0.42,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,MEDIUM,0.35,Moderate similarity (0.35) + category match,https://www.efghousewares.co.uk/beau-unicornhair-clips-6pc-120116,https://www.amazon.co.uk/dp/B07ZXBBWXQ
NT TOILET BLOCKS 6 PACK,"Power Bleach Toilet Blocks, Cistern Blocks, Bleach Toilet Tablets 2 X 6 Pack",Title,T3,Not matched,5038673411668.0,5061049571949.0,B098P2ZYKS,100.0,0.991666666666666,71.34292565947237,6.89,0.84,1.008,2.42,0.94,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,MEDIUM,0.43,Moderate similarity (0.43) + category match,https://www.efghousewares.co.uk/nt-toilet-blocks-6-pack-121245,https://www.amazon.co.uk/dp/B098P2ZYKS
FALSE EYELASHES 4 ASSTD DESIGNS.,"False Eyelashes 4 Pairs - Professional Reusable Face Eyelashes Fit for All Eyes, Natural Thick Hand-Made 3D Faux Mink Eyelashes for a Beautiful Makeup Look (G106)",Title,T3,Not matched,5050565782236.0,742025066738.0,B07RP7YW58,100.0,0.9083333333333344,65.34772182254203,4.99,0.84,1.008,1.46,0.4,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.31,Low similarity (0.31) but brand+category match - re-check candidate,https://www.efghousewares.co.uk/false-eyelashes-4-asstd-designs-120146,https://www.amazon.co.uk/dp/B07RP7YW58
STATUS 2W SES CANDLE DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,"C35 E14 2W LED Candle Light Bulbs, Warm White 2700K, SES Filament Small Edison Screw 2W Equivalent 25W Light Bulb, 200LM, Non-Dimmable, 2 Pack",Title,T3,Not matched,5022822223790.0,,B0D227Y4WS,100.0,0.885,54.96894409937888,6.99,1.06,1.272,2.42,0.91,Available (see Keepa data),,4.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,MEDIUM,0.45,Moderate similarity (0.45) + category match,https://www.efghousewares.co.uk/status-2w-ses-candle-day-light-filament-led-light-bulb-single-106546,https://www.amazon.co.uk/dp/B0D227Y4WS
SAAO MOUNTING TAPE FOAM 3PC,"Double Sided Foam Tape – Heavy Duty Waterproof Mounting Tape 20mm X 3m - Strong Adhesive Foam Strips for Indoor & Outdoor Use, Ideal for Car, Wall, Home & Office Decor",Title,T3,Not matched,5055319529754.0,,B0DJXDDVLX,100.0,0.8283333333333334,59.592326139088726,5.29,0.84,1.008,1.5,0.69,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/saao-mounting-tape-foam-3pc-111561,https://www.amazon.co.uk/dp/B0DJXDDVLX
CARRIERS BAGS FALCON STRIPE PK100,"EPOSGEAR Candy Stripe Plastic Vest Carrier Shopping Bags (Medium - 10"" x 15"" x 18"", Red/Blue Mix, 200)",EAN,T1,Confirmed,5028181077159.0,5028181077159.0,B006H40QA2,100.0,0.6783333333333343,57.00280112044827,6.25,0.64,0.768,2.4,0.94,Available (see Keepa data),Available (see Keepa data),2.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,high,No,MEDIUM,0.24,Exact EAN match (title sim=0.24),https://www.efghousewares.co.uk/carriers-bags-falcon-stripe-pk100,https://www.amazon.co.uk/dp/B006H40QA2
SIL HAIR CUTTING SPRAYER 500ML,"SenZee Spray Bottles for Hair 500ml, Misting Water Spray Bottle for Hair Cleaning Hairdresser Refillable Clear Empty Trigger Sprayer 2 Pack",Title,T3,Not matched,5024418544906.0,616519720713.0,B0BXPK4JGB,100.0,0.4433333333333339,31.894484412470064,5.98,0.84,1.008,2.67,0.48,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.26,Low similarity (0.26) but category match - re-check candidate,https://www.efghousewares.co.uk/sil-hair-cutting-sprayer-500ml-126788,https://www.amazon.co.uk/dp/B0BXPK4JGB
MASON WET & DRY ABRASIVE PAPER SET 10 PIECES,"Aucenix 12PCS Sandpaper, 120 to 2000 Mixed Grits Assorted Sanding Paper Pack for Wood, Fine & Coarse Wet & Dry Waterproof Abrasive Paper Sheets for Walls, Metal Plastic, Furniture Finishing, Polishing",Title,T3,Not matched,5060298505354.0,735626247743.0,B0B2NRYP7N,100.0,0.4183333333333342,30.09592326139095,4.99,0.84,1.008,1.7,0.65,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.33,Low similarity (0.33) but category match - re-check candidate,https://www.efghousewares.co.uk/mason-wet-dry-abrasive-paper-set-10-pieces-123909,https://www.amazon.co.uk/dp/B0B2NRYP7N
PAN AROMA INCENSE STICKS & HOLDER PATCHOULI PACK OF 40,"Original Satya Nag Champa Patchouli Incense Sticks | with M&J incense sticks holder | x4 pack | for Aromatherapy, Spa, Yoga, Weddings, Meditation, Healing, Positivity and Relaxation",Title,T3,Not matched,5053249277448.0,,B0BKC95M5G,100.0,0.3829166666666667,26.40804597701149,5.99,0.9,1.08,2.41,0.74875,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.33,Low similarity (0.33) but category match - re-check candidate,https://www.efghousewares.co.uk/pan-aroma-incense-sticks-holder-patchouli-pack-of-40-119995,https://www.amazon.co.uk/dp/B0BKC95M5G
COMPACT POCKET MIRROR  CARD 2 ASSTD COLS,"2 Pcs Compact Mirror for Handbag Pocket Mirror for Women Girls Men, Portable Folding Travel Makeup Mirrors, Double-Sided Make Up Magnifying Round Handheld Mirrors for Purse",Title,T3,Not matched,5050565765598.0,,B0CVQHH8T5,100.0,0.3350000000000001,24.10071942446044,4.59,0.84,1.008,1.73,0.37,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.31,Low similarity (0.31) but category match - re-check candidate,https://www.efghousewares.co.uk/compact-pocket-mirror-card-2-asstd-cols-120128,https://www.amazon.co.uk/dp/B0CVQHH8T5
PPS PLASTIC 100 PLATES 18CM,100 WHITE PLASTIC PLATES - 7 inch/18cm quality durable plates ideal for hot and cold food,Title,T3,Not matched,5030481981234.0,,B00NTZKZ3K,100.0,0.3295833333333335,11.287100456621014,7.99,2.37,2.8440000000000003,2.41,0.99875,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.33,Low similarity (0.33) but category match - re-check candidate,https://www.efghousewares.co.uk/pps-plastic-100-plates-18cm,https://www.amazon.co.uk/dp/B00NTZKZ3K
GLAMORIZE HAIR DYE LIGHT BLONDE,"Glamorize 2pk 4 Step Advanced Creme Colour Light Blonde No. 3 – Long Lasting with Up to 100% Grey Coverage, No Bleach Permanent Hair Dye, Bright & Luminous Shade for Women",Title,T3,Not matched,5055257877023.0,5056734417077.0,B0FTGG38FS,100.0,0.2616666666666667,17.44444444444445,5.99,0.95,1.14,2.75,0.48,,Available (see Keepa data),1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.27,Low similarity (0.27) but brand+category match - re-check candidate,https://www.efghousewares.co.uk/glamorize-hair-dye-light-blonde,https://www.amazon.co.uk/dp/B0FTGG38FS
AIRWICK PLUG COMPLETE MALIBU PK4,Air Wick Air Freshener Electrical Plug in Bundle Pack (2 Plug in Gadgets + 6 Refills),Title,T3,Not matched,5059001021892.0,5059001503879.0,B087DGHX8Z,100.0,0.2583333333333317,2.200454287336727,19.99,11.19,13.428,3.06,1.6,,Available (see Keepa data),1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium-low,Yes,MEDIUM,0.35,Moderate similarity (0.35) + category match,https://www.efghousewares.co.uk/airwick-plug-complete-malibu-pk4-124966,https://www.amazon.co.uk/dp/B087DGHX8Z
XOXO RIBBON HAIR CLIPS 2PC,"Hair Bows for Girls,2Pcs Bow Hair Clips, Cute Curly Grosgrain Ribbon Hair Clips Cheer Girl Hair Accessories for Kids School",Title,T3,Not matched,5050565566423.0,737706291820.0,B0FNBSXMNP,100.0,0.1550000000000003,11.151079136690672,3.99,0.84,1.008,1.46,0.32,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.30,Low similarity (0.30) but category match - re-check candidate,https://www.efghousewares.co.uk/xoxo-ribbon-hair-clips-2pc-108289,https://www.amazon.co.uk/dp/B0FNBSXMNP
PYREX MEASURE & MIX BEAKER 250ML (PM),"Pyrex 250 ml Kitchen Lab Measure and Mix Beaker, Multicolour",Title,T2,Not matched,3426470024396.0,,B007ZQ45XA,100.0,0.1291666666666662,3.354978354978343,9.02,3.3,3.96,2.41,1.1275,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,medium,Yes,MEDIUM,0.59,High title similarity (0.59) - category uncertain,https://www.efghousewares.co.uk/pyrex-measure-mix-beaker-250ml-pm-,https://www.amazon.co.uk/dp/B007ZQ45XA
MASON CASH MIXING BOWL CREAM 29CM,"Mason Cash Colour Mix Cream Mixing Bowl | 4 Litre Capacity | 29cm Earthenware Bowl with Classic Pattern Design | Lightweight & Dishwasher Safe | Ideal for Baking, Pastry, Dough, Cakes & Cookies",Title,T3,Not matched,5010853235530.0,,B01IFIJ91Y,50.0,14.743333333333336,212.7465127465128,34.0,6.38,7.656,2.41,4.25,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.29,Low similarity (0.29) but brand+category match - re-check candidate,https://www.efghousewares.co.uk/mason-cash-mixing-bowl-cream-29cm-118288,https://www.amazon.co.uk/dp/B01IFIJ91Y
151 LOVE YOUR WOOD FURNITURE MARKERS ASSORTED PACK OF 3,"Acrylic Paint Pens, 80 Colors Dual Tip Acrylic Markers Paint Pens, Strong Coverage for Paint Rocks, Glass, Wood, Fabric, Paper, Colouring Book, DIY Crafts Art Supplies",Title,T3,Not matched,5050375047105.0,766757408031.0,B0FJ8D1P1H,50.0,7.655000000000002,510.3333333333334,15.99,0.95,1.14,3.05,1.12,Available (see Keepa data),,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.26,Low similarity (0.26) but category match - re-check candidate,https://www.efghousewares.co.uk/love-your-wood-furniture-marker-16-11,https://www.amazon.co.uk/dp/B0FJ8D1P1H
INTERDENTAL BRUSHES 6 PACK ASSORTED,Alphabet Flash Cards - Thick ABC Flashcards for Kids Ages 3-6 - Lower case & Upper case Letter Recognition - Learn to Read Activity,EAN,T1,Not matched,505565430533.0,5065013815053.0,B0BWX2SN81,50.0,6.495000000000001,467.2661870503598,15.99,0.84,1.008,3.04,2.4,,,1.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,high,No,MEDIUM,0.20,Exact EAN match (title sim=0.20),https://www.efghousewares.co.uk/interdental-brushes-6-pack-assorted-120918,https://www.amazon.co.uk/dp/B0BWX2SN81
THL PLASTIC 30 PLATE 7 INCH,"Frcctre 24-Pack Plastic Plates, 7-Inch Colorful Dinner Plates, BPA-Free Reusable, Perfect for BBQ, Travel, Events - Dishwasher Safe, 8 Colors",Title,T3,Not matched,8681873025042.0,,B09HZY6KT2,50.0,5.531250000000002,438.98809523809535,12.99,0.71,0.852,2.41,1.62375,,,,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,low,Yes,MEDIUM,0.28,Low similarity (0.28) but category match - re-check candidate,https://www.efghousewares.co.uk/thl-plastic-30-plate-7-inch,https://www.amazon.co.uk/dp/B09HZY6KT2
BACOFOIL EASY CUT KITCHEN FOIL REFILL 15M,Baco Easycut Foil Refill 15 m (Pack of 4),EAN,T1,Confirmed,5023139270705.0,5023139270705.0,B0062KERWE,50.0,4.489999999999999,149.16943521594683,15.54,2.46,2.952,3.05,2.4,Available (see Keepa data),Available (see Keepa data),10.0,A,Proven demand: Sales > 0 and Profit > 0,Product has demonstrated sales and positive profit margin.,high,No,MEDIUM,0.70,Exact EAN match (title sim=0.70),https://www.efghousewares.co.uk/baco-easy-cut-kitchen-foil-refill-15m-sp-,https://www.amazon.co.uk/dp/B0062KERWE
