Supplier_Title,Amazon_Title,ASIN,EAN,Match_Type,Tier,Confidence_Score,EAN_Exact_Match,Sales,Net_Profit,ROI,Supplier_Price,Amazon_Price,Bucket,Inclusion_Reason,Confidence,Validation_Required,Priority,Similarity,Unit_Qty_Flag,Unit_Qty_Note,Category,Supplier_URL,Amazon_URL,FBA_Sellers,Dashboard_Flags,Evidence_Status,External_Check_Status,Availability,Scraped_At,Category_URL,Priority_Score
Duzzit Drain Away Drain Unblocker 400ml,Duzzit Drain Away Liquid 500ml,B005KIKUQG,5050375038141,EAN,T1,80,True,0,0.3766666666666669,28.753180661577627,0.912,6.86,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4286,MATCH,,Cleaning Wipes Sprays,https://www.poundwholesale.co.uk/drain-unblocker,https://www.amazon.co.uk/dp/B005KIKUQG,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T13:59:53.857636,https://www.poundwholesale.co.uk/wholesale-cleaning/cleaning-wipes-sprays,0.4331666666666669
Marksman Caulking Gun 28cm,"Marksman 11"" Aluminium Skeleton Type Caulking Gun",B00EKNFDSM,5038673681245,EAN,T1,80,True,0,0.3754166666666674,12.389988998899913,2.976,8.21,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.375,MATCH,,Wholesale Painting Decorating,https://www.poundwholesale.co.uk/marksman-caulking-gun-28cm,https://www.amazon.co.uk/dp/B00EKNFDSM,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T22:38:23.086274,https://www.poundwholesale.co.uk/diy/wholesale-painting-decorating,0.4317291666666675
"Marksman Bypass Pruning Shears 8""","Marksman Bypass Pruning Shears, Sharp Precision-Ground Steel Blade Plant Clippers",B0BPDMMRRG,5038673703794,EAN,T1,80,True,0,0.3754166666666667,14.897486772486776,2.364,7.49,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3333,MATCH,,Garden Tools,https://www.poundwholesale.co.uk/marksman-bypass-pruning-shears-8,https://www.amazon.co.uk/dp/B0BPDMMRRG,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T12:23:53.322376,https://www.poundwholesale.co.uk/wholesale-garden/garden-tools,0.43172916666666666
Status Light Bulb Converter E27 To B22,Light Bulb Converter,B07CRJQ6YJ,5022822192676,EAN,T1,60,True,0,0.3666666666666669,29.569892473118298,0.828,4.7,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Wholesale Electronic Accessories,https://www.poundwholesale.co.uk/status-light-bulb-converter-e27-to-b22,https://www.amazon.co.uk/dp/B07CRJQ6YJ,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T05:50:27.052009,https://www.poundwholesale.co.uk/electrical/wholesale-electronic-accessories,0.4216666666666669
Smart Choice Easy Clean Slicker Pet Grooming Brush Assorted Colours,"Dog Brush Cat Grooming Comb,Self Cleaning Pet Slicker Brushes with Smooth handle,Dog Grooming Tool with Button for Pet Shedding Brush Clean Tangled",B0FF2T7TTG,5052516217590,EAN,T1,40,True,0,0.3662499999999999,20.928571428571427,1.44,6.39,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2273,MATCH,,Wholesale Pet Walking Grooming,https://www.poundwholesale.co.uk/smart-choice-easy-clean-slicker-pet-grooming-brush-assorted-colours,https://www.amazon.co.uk/dp/B0FF2T7TTG,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T11:21:19.158590,https://www.poundwholesale.co.uk/pet-supplies/wholesale-pet-walking-grooming,0.4211874999999999
Smart Choice Slicker Pet Grooming Brush,"Smart Choice Slicker Grooming Brush, Grey/Black, 0.102999 kg",B08JMQLXKY,5052516100243,EAN,T1,95,True,0,0.361666666666667,15.455840455840471,2.148,7.49,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4545,MATCH,,Wholesale Pet Walking Grooming,https://www.poundwholesale.co.uk/smart-choice-slicker-pet-grooming-brush,https://www.amazon.co.uk/dp/B08JMQLXKY,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T11:23:15.247471,https://www.poundwholesale.co.uk/pet-supplies/wholesale-pet-walking-grooming,0.41591666666666705
Dekton Mixed Screw & Wall Plug Assortment Mega Pack 230pc,"Dekton 230pcs Sheet Metal Screw & Anchor Kit - Comprehensive Assortment | Includes Screws & Anchors | Ideal for Wood, Metal & Drywall | Durable & Corrosion-Resistant | Organized Case | Versatile Use",B0DL6FFXN2,5055441457383,EAN,T1,60,True,0,0.3595833333333338,12.44232987312574,2.808,7.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.1071,MATCH,,Dekton Miscellaneous,https://www.poundwholesale.co.uk/dekton-mixed-screw-wall-plug-assortment-mega-pack-230pc,https://www.amazon.co.uk/dp/B0DL6FFXN2,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T13:29:42.060456,https://www.poundwholesale.co.uk/diy/wholesale-dekton-tools/dekton-miscellaneous,0.41352083333333384
First Steps Baby Blanket 70cm X 70cm Pink,FS First Steps Baby Blanket 70X70CM (Pink),B07QBK1L72,5015302106850,EAN,T1,75,True,0,0.3566666666666674,26.03406326034069,0.984,6.44,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5556,MATCH,,Wholesale Baby Blankets Bibs Babywear,https://www.poundwholesale.co.uk/first-steps-baby-blanket-70cm-x-70cm-pink,https://www.amazon.co.uk/dp/B07QBK1L72,Available (see Keepa data),BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-21T19:50:13.392109,https://www.poundwholesale.co.uk/baby-supplies/wholesale-baby-blankets-bibs-babywear,0.4101666666666675
Dekton Carbon Steel Anvil Pruner,"Dekton Anvil Pruner – Heavy-Duty Garden Tool for Effortless Cutting | Precision Blade for Hard Branches & Stems | Ergonomic Handle | Durable, Corrosion-Resistant Construction for Long-Lasting Use",B0F5QKCF4B,5055441456621,EAN,T1,60,True,0,0.3516666666666672,11.417748917748936,3.036,7.55,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.12,MATCH,,Garden Tools,https://www.poundwholesale.co.uk/dekton-carbon-steel-anvil-pruner,https://www.amazon.co.uk/dp/B0F5QKCF4B,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T12:26:43.112154,https://www.poundwholesale.co.uk/wholesale-garden/garden-tools,0.4044166666666672
White Biodegradable Bagasse Plates 18cm 50 Pack,50 Pack 7' Inch 18cm Compostable Biodegradable Bagasse Plates Eco Friendly,B08RP5LY4G,5030481985171,EAN,T1,60,True,0,0.348333333333334,14.15989159891602,2.292,7.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Wholesale Partyware,https://www.poundwholesale.co.uk/white-biodegradable-bagasse-plates-18cm-50-pack,https://www.amazon.co.uk/dp/B08RP5LY4G,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T09:48:57.824281,https://www.poundwholesale.co.uk/party-gift/wholesale-partyware,0.40058333333333407
Dekton Precision Screwdriver Set 11 Piece,Dekton 11pc Precision Screwdriver - Anti Slip Handle With Rotating Cap For Ease Of Use And Precise Control| Accurately Machined For Ultimate Fit| Handy Storage Case| Includes 3 Phillips And 8 Flats,B00Q56YKF4,5055441413914,EAN,T1,60,True,0,0.3383333333333331,20.50505050505049,1.32,5.29,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.1071,MATCH,,Wholesale Hand Tools,https://www.poundwholesale.co.uk/dt65311,https://www.amazon.co.uk/dp/B00Q56YKF4,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T17:47:49.302942,https://www.poundwholesale.co.uk/diy/wholesale-hand-tools,0.38908333333333306
Munch & Crunch Chicken Jumbo Rolls Dog Treats 2 Pack,Munch & Crunch Jumbo Rolls with Chicken 2 Pack,B00SZ0J440,5050375125155,Title,T2,45,False,0,0.3833333333333335,28.186274509803933,0.972,5.08,B,Opportunity: positive profit with zero/unknown sales,MEDIUM,Yes,LOW,0.7778,MATCH,,Wholesale Pet Toys Treats,https://www.poundwholesale.co.uk/2pk-jumbo-rolls-with-chicken,https://www.amazon.co.uk/dp/B00SZ0J440,,AMAZON_EAN_MISSING,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-12T21:50:41.173087,https://www.poundwholesale.co.uk/pet-supplies/wholesale-pet-toys-treats,0.3833333333333335
Hoot Bouncing Putty CDU Assorted Colours,Bouncing Putty for Kids 2 Toned Colours Container,B0CK7X3862,5056170369916,EAN,T1,60,True,0,0.3287499999999997,28.58695652173911,0.72,5.49,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3,MATCH,,Wholesale Slime Squish Toys,https://www.poundwholesale.co.uk/hoot-bouncing-putty-cdu-assorted-colours,https://www.amazon.co.uk/dp/B0CK7X3862,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T13:37:44.945084,https://www.poundwholesale.co.uk/toys/wholesale-slime-squish-toys,0.37806249999999963
Kids Create Sequins Assorted Colours & Shapes,Kids Create Sequins In Assorted Colours & Shapes Reusable Pouch Ages 3+,B097YN6HYZ,5012128511387,EAN,T1,95,True,0,0.3266666666666667,27.222222222222225,0.78,4.04,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.6,MATCH,,Stationery Pound Lines,https://www.poundwholesale.co.uk/kids-create-sequins-assorted-colours-shapes,https://www.amazon.co.uk/dp/B097YN6HYZ,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T00:14:31.847429,https://www.poundwholesale.co.uk/pound-lines/stationery-pound-lines,0.3756666666666667
Bloc Matt Black Spray Paint 250ml,"Black Matt Metal Aerosol Spray Paint (250 ml) 1 Piece - Fast Drying, Perfect for Home Projects, Exterior & Interior Applications",B0BB8WSK4D,5056170351355,EAN,T1,60,True,0,0.318333333333334,23.40686274509809,0.972,4.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2,MATCH,,Other,https://www.poundwholesale.co.uk/bloc-matt-black-spray-paint-250ml,https://www.amazon.co.uk/dp/B0BB8WSK4D,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,,,,0.3660833333333341
Bloc White Gloss Spray Paint 250ml,"White Gloss Metal Aerosol Spray Paint (250 ml) 1 Piece - Fast Drying, Perfect for Home Projects, Exterior & Interior Applications",B0BB8VDVLF,5056170351386,EAN,T1,60,True,0,0.318333333333334,23.40686274509809,0.972,4.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2,MATCH,,Other,https://www.poundwholesale.co.uk/bloc-white-gloss-spray-paint-250ml,https://www.amazon.co.uk/dp/B0BB8VDVLF,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,,,,0.3660833333333341
151 Wet Or Dry Sandpaper 8 Pack,Wet Or Dry Sandpaper 10Pk,B08LKBRLGY,5053249014203,EAN,T1,60,True,0,0.3116666666666667,22.91666666666667,0.972,6.65,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Wholesale Painting Decorating,https://www.poundwholesale.co.uk/wet-or-dry-sandpaper-16pk,https://www.amazon.co.uk/dp/B08LKBRLGY,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T22:49:53.623583,https://www.poundwholesale.co.uk/diy/wholesale-painting-decorating,0.35841666666666666
Lisseau Double-Sided Bathroom Mirror,"Double Sided Small Vanity Rotation Bathroom Mirror for Travel, Makeup, Eyebrows, Shaving - 10cm 1x / 3x Magnification - with 360° Transparent Pivot Stand.",B0BHX5K882,5056175931880,EAN,T1,40,True,0,0.3083333333333333,24.47089947089947,0.852,5.29,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2,MATCH,,Wholesale Bathroom Accessories,https://www.poundwholesale.co.uk/lisseau-double-sided-bathroom-mirror,https://www.amazon.co.uk/dp/B0BHX5K882,Available (see Keepa data),BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-28T23:42:47.597204,https://www.poundwholesale.co.uk/homeware/wholesale-bathroom-accessories,0.35458333333333325
Forever Beautiful Refillable Pump Dispenser 180ml,"Clear Plastic Pump Dispenser (180 ml) 5.5 cm x 11cm - Refillable, Portable, Perfect for On-The-Go, 1 Piece",B0B9QVHZLX,5056170343510,EAN,T1,60,True,0,0.3066666666666667,25.98870056497176,0.756,5.84,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.15,MATCH,,Wholesale Skin Care,https://www.poundwholesale.co.uk/forever-beautiful-refillable-pump-dispenser-180ml,https://www.amazon.co.uk/dp/B0B9QVHZLX,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T16:49:59.091406,https://www.poundwholesale.co.uk/health-beauty/wholesale-skin-care,0.3526666666666667
Fluorodine Active Fresh Toothpaste 100ml,Fluorodine Active Fresh Toothpaste 100 ML - Single Unit,B001RYSD5W,5060072089254,EAN,T1,95,True,0,0.3050000000000002,25.847457627118665,0.756,5.19,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4444,MATCH,,Wholesale Dental,https://www.poundwholesale.co.uk/fluorodine-active-fresh-toothpaste-100ml,https://www.amazon.co.uk/dp/B001RYSD5W,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-23T06:19:19.806874,https://www.poundwholesale.co.uk/health-beauty/wholesale-dental,0.35075000000000023
Fluorodine Ultra Active Toothpaste 100ml,FLUORODINE TP ULTRA ACTIVE 100ML,B001RYSD7A,5060072086710,EAN,T1,95,True,0,0.3050000000000002,25.847457627118665,0.756,5.19,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.6667,MATCH,,Wholesale Dental,https://www.poundwholesale.co.uk/fluorodine-ultra-active-toothpaste-100ml,https://www.amazon.co.uk/dp/B001RYSD7A,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-23T06:18:12.856202,https://www.poundwholesale.co.uk/health-beauty/wholesale-dental,0.35075000000000023
Pets Play Squeaking Sports Dog Toy,pets at play Baseball Squeaking Sports Toy Dog Puppy Fetch Throw Chew,B07FTLTL7C,5053249208145,EAN,T1,95,True,0,0.2966666666666671,22.474747474747502,0.924,6.32,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Wholesale Pet Toys Treats,https://www.poundwholesale.co.uk/pets-play-squeaking-sports-dog-toy,https://www.amazon.co.uk/dp/B07FTLTL7C,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-23T15:44:21.288942,https://www.poundwholesale.co.uk/pet-supplies/wholesale-pet-toys-treats,0.3411666666666671
Smart Choice Pet Deshedding Grooming Glove Assorted Colours,"Smart Choice Deshedding Grooming Pet Gloves, Dark Blue/Black & Light Blue/Black, 0.057 kg",B07WGH4GZ5,5052516106047,EAN,T1,95,True,0,0.293333333333334,21.411192214111967,0.984,5.98,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3125,MATCH,,Wholesale Pet Walking Grooming,https://www.poundwholesale.co.uk/smart-choice-pet-deshedding-grooming-glove-assorted-colours,https://www.amazon.co.uk/dp/B07WGH4GZ5,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T11:15:55.587956,https://www.poundwholesale.co.uk/pet-supplies/wholesale-pet-walking-grooming,0.3373333333333341
Cookhouse Splatter Screen With Handle,Set Of 3 Splatter Guards Frying Pan Screen Hot Cooking Oil Guard Steel Mesh Saucepan Cover 24cm,B07CVKBCB2,5015302426590,EAN,T1,40,True,0,0.2920000000000016,164.96350364963516,0.984,9.72,B,Opportunity: positive profit with zero/unknown sales,HIGH,Yes,LOW,0.1111,MISMATCH_CHECK,Recalculated for Amazon multipack quantity,Wholesale Baking,https://www.poundwholesale.co.uk/splatter-screen-with-handle,https://www.amazon.co.uk/dp/B07CVKBCB2,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T14:03:18.611724,https://www.poundwholesale.co.uk/kitchenware/wholesale-baking,0.3358000000000018
Bin Brite Island Fruit Bin Odour Neutraliser 500g,"Bin Odour Neutraliser | Keeps Your Bins Fresh & Clean - Soaks Up Liquid, Eliminates Odours (Island Fruit - 500g)",B0F3PH3KFC,5053249269467,EAN,T1,60,True,0,0.2916666666666672,15.350877192982482,1.62,7.79,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3529,MATCH,,Multi Purpose Cleaners,https://www.poundwholesale.co.uk/bin-brite-island-fruit-bin-odour-neutraliser-500g,https://www.amazon.co.uk/dp/B0F3PH3KFC,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-23T06:43:23.126175,https://www.poundwholesale.co.uk/wholesale-cleaning/cleaning-wipes-sprays/multi-purpose-cleaners,0.33541666666666725
DID Cocktail Sticks Set 4 X 150pc,Cocktail Sticks 4 x 150pc (600pcs),B0937LZ578,5056338382597,EAN,T1,60,True,0,0.2916666666666668,25.36231884057973,0.72,5.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.625,MATCH,,Other,https://www.poundwholesale.co.uk/did-cocktail-sticks-set-4-x-150pc,https://www.amazon.co.uk/dp/B0937LZ578,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,,,,0.3354166666666668
Maxim LED Light Bulb 16W=100W Gls Pearl Warm White Bayonet Cap,Maxim (BC) LED GLS 16W (100W Equiv) Warm White,B07GQT7Y71,5022822201477,Title,T2,45,False,0,0.3345833333333333,22.760770975056687,1.104,5.95,B,Opportunity: positive profit with zero/unknown sales,MEDIUM,Yes,LOW,0.5,MATCH,,Wholesale Lighting Light Bulbs,https://www.poundwholesale.co.uk/maxim-led-light-bulb-16w-100w-gls-pearl-warm-white-bayonet-cap,https://www.amazon.co.uk/dp/B07GQT7Y71,,AMAZON_EAN_MISSING,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T08:38:12.842787,https://www.poundwholesale.co.uk/electrical/wholesale-lighting-light-bulbs,0.3345833333333333
DID Stainless Steel Strainer 18cm,18cm Stainless Steel Strainer/Sieve,B09LHWHYMF,5056338382764,EAN,T1,75,True,0,0.2858333333333337,23.819444444444475,0.78,5.5,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.6667,MATCH,,Wholesale Baking,https://www.poundwholesale.co.uk/did-stainless-steel-strainer-18cm,https://www.amazon.co.uk/dp/B09LHWHYMF,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T14:06:26.906204,https://www.poundwholesale.co.uk/kitchenware/wholesale-baking,0.32870833333333377
Head Funk Colour Revive Shampoo 600ml,Head Funk Colour Revive Shampoo 600ml,B0D5D3NWTX,5053249268262,EAN,T1,95,True,0,0.2816666666666672,14.746945898778383,1.632,6.95,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,1.0,MATCH,,Wholesale Hair Care,https://www.poundwholesale.co.uk/head-funk-colour-revive-shampoo-600ml,https://www.amazon.co.uk/dp/B0D5D3NWTX,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-25T02:46:30.215616,https://www.poundwholesale.co.uk/health-beauty/wholesale-hair-care,0.32391666666666724
Christmas Red Assorted Baubles Set 5cm 6 Pack,Assorted Christmas Red Baubles 5cm - Pack of 6,B0CLRV1P6R,5056170358668,EAN,T1,75,True,0,0.2804166666666672,20.92661691542293,0.948,5.69,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.875,MATCH,,Wholesale Christmas,https://www.poundwholesale.co.uk/christmas-red-assorted-baubles-set-5cm-6-pack,https://www.amazon.co.uk/dp/B0CLRV1P6R,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T12:00:02.086596,https://www.poundwholesale.co.uk/seasonal/wholesale-christmas,0.32247916666666726
Fitstyle Women's Assorted Colour Size 4-6 Trainer Socks 3 Pack,"Assorted Colors (Black, Grey, White) Polyester & Elastane Ladies Trainer Socks, Size 4-6 (EU 37-39) Pack of 3 - Comfortable Fit, Ideal for Sports Footwear",B0948JZT12,5056283826894,EAN,T1,60,True,0,0.278333333333334,17.287784679089064,1.272,4.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2963,MATCH,,Wholesale Socks Footwear,https://www.poundwholesale.co.uk/fitstyle-women-s-assorted-colour-size-4-6-trainer-socks-3-pack,https://www.amazon.co.uk/dp/B0948JZT12,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T13:10:26.754743,https://www.poundwholesale.co.uk/clothing/wholesale-socks-footwear,0.32008333333333405
Square Bowl Silver 7l,Square Bowl,B01MUR9W8I,5022092001340,EAN,T1,60,True,0,0.2779166666666667,18.905895691609977,1.104,5.87,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Other,https://www.poundwholesale.co.uk/square-bowl-7ltr-silver,https://www.amazon.co.uk/dp/B01MUR9W8I,,,STALE_SOURCE,NOT_CHECKED,,,,0.3196041666666667
First Steps Kids Soft Printed Toilet Trainer Seat 2 Assorted,First Steps Soft Toilet Seat Assorted Color and Design,B008FVWREI,5015302100162,EAN,T1,95,True,0,0.2733333333333341,7.922705314009683,3.48,9.4,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Wholesale Baby Accessories,https://www.poundwholesale.co.uk/kids-soft-t-seat-printed-3-assorted,https://www.amazon.co.uk/dp/B008FVWREI,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-31T05:22:27.179948,https://www.poundwholesale.co.uk/baby-supplies/wholesale-baby-accessories,0.3143333333333342
"Prima Stainless Steel Icing Spatula 10""","Prima 13168c Icing Spatula, Stainless Steel",B0BFB74Y59,5038673131689,EAN,T1,80,True,0,0.2550000000000003,16.139240506329134,1.236,6.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.7143,MATCH,,Wholesale Baking,https://www.poundwholesale.co.uk/prima-stainless-steel-icing-spatula-10,https://www.amazon.co.uk/dp/B0BFB74Y59,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T14:02:40.355136,https://www.poundwholesale.co.uk/kitchenware/wholesale-baking,0.2932500000000003
Square Foil Oven Dishes 22.2cm X 22.2cm X 4.6cm 3 Pack,3 x SQUARE ALUMINIUM FOIL ROASTING DISH - 23 x 23 x 5cm disposable catering oven tray,B01HI7XUOA,5030481930133,EAN,T1,40,True,0,0.2516666666666668,21.148459383753515,0.768,5.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2632,MATCH,,Wholesale Foil,https://www.poundwholesale.co.uk/square-foil-oven-dishes-22-2cm-x-22-2cm-x-4-6cm-3-pack,https://www.amazon.co.uk/dp/B01HI7XUOA,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T06:53:02.408366,https://www.poundwholesale.co.uk/kitchenware/wholesale-foil,0.2894166666666668
Tonkita Maxi Indoor Broom With Handle 130cm,"Tonkita – , Maxi, Indoor Broom",B00LFSA4CU,8003653033526,Title,T2,45,False,0,0.2862499999999992,8.109065155807343,3.576,8.79,B,Opportunity: positive profit with zero/unknown sales,MEDIUM,Yes,LOW,0.6667,MATCH,,Brooms Mops Brushes,https://www.poundwholesale.co.uk/tonkita-maxi-indoor-broom,https://www.amazon.co.uk/dp/B00LFSA4CU,,AMAZON_EAN_MISSING,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T22:18:30.117008,https://www.poundwholesale.co.uk/wholesale-cleaning/brooms-mops-brushes,0.2862499999999992
Marksman Hook And Pick Set 4pc,4Pc Pick and Hook Tool Set Mini Hook Scraping Tool,B08VNB8QFW,5038673680552,EAN,T1,60,True,0,0.2416666666666667,15.295358649789032,1.236,4.97,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Wholesale Car Care,https://www.poundwholesale.co.uk/marksman-hook-and-pick-set-4pc,https://www.amazon.co.uk/dp/B08VNB8QFW,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T02:47:39.938123,https://www.poundwholesale.co.uk/diy/wholesale-car-care,0.2779166666666667
Square Foil Oven Dishes 20.5cm X 20.5cm X 5cm 3 Pack,3 x SQUARE ALUMINIUM FOIL ROASTING DISH - 21 x 21 x 5cm disposable catering oven tray,B01HI91IBA,5030481930096,EAN,T1,60,True,0,0.2349999999999993,19.74789915966381,0.768,5.97,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.375,MATCH,,Wholesale Foil,https://www.poundwholesale.co.uk/square-foil-oven-dishes-20-5cm-x-20-5cm-x-5cm-3-pack,https://www.amazon.co.uk/dp/B01HI91IBA,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T06:51:39.659590,https://www.poundwholesale.co.uk/kitchenware/wholesale-foil,0.27024999999999916
Just Stationery Size B Peel & Seal Bubble Envelopes 120mm X 215mm 6 Pack,Just-Stationery Size B 120 x 215 mm Bubble Envelope (Pack of 6),B009L4YNNQ,5013922042183,EAN,T1,75,True,0,0.2333333333333337,19.60784313725493,0.768,5.62,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4706,MATCH,,Stationery Pound Lines,https://www.poundwholesale.co.uk/just-stationery-size-b-peel-seal-bubble-envelopes-120mm-x-215mm-6-pack,https://www.amazon.co.uk/dp/B009L4YNNQ,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T00:09:15.388098,https://www.poundwholesale.co.uk/pound-lines/stationery-pound-lines,0.26833333333333376
Just Stationery Size A Peel & Seal Bubble Envelopes 100mm X 160mm 8 Pack,Just-Stationery Size A 160 x 100 mm Bubble Envelope (Pack of 8),B00LDPAW9U,5013922042176,EAN,T1,75,True,0,0.2333333333333337,19.60784313725493,0.768,5.62,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4375,MATCH,,Stationery Pound Lines,https://www.poundwholesale.co.uk/just-stationery-size-a-peel-seal-bubble-envelopes-100mm-x-160mm-8-pack,https://www.amazon.co.uk/dp/B00LDPAW9U,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T23:59:02.943376,https://www.poundwholesale.co.uk/pound-lines/stationery-pound-lines,0.26833333333333376
Prima Lint Removers With 5 Refills 1.4m,Prima Lint Removers with Handle 10cm x 1.4M,B07F83WF6V,5038673232232,EAN,T1,80,True,0,0.2316666666666669,17.418546365914807,0.936,5.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5,MATCH,,Laundry,https://www.poundwholesale.co.uk/5-in-1-lint-pick-up-10cm-x-1-6m,https://www.amazon.co.uk/dp/B07F83WF6V,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T20:20:02.664873,https://www.poundwholesale.co.uk/wholesale-cleaning/laundry,0.2664166666666669
Spray Mastic Black 200ml,"Spray Mastic Instant Leak Stop Spray N Seal for Roofs, Gutters, Pipes 200ml Black",B007TI3VDE,5055319571241,EAN,T1,80,True,0,0.2287499999999998,18.299999999999983,0.84,5.49,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3333,MATCH,,Other,https://www.poundwholesale.co.uk/spray-mastic-black-200ml,https://www.amazon.co.uk/dp/B007TI3VDE,,,STALE_SOURCE,NOT_CHECKED,,,,0.26306249999999975
