SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority
PRICES TEALIGHTS ALADINO 25 CITRUS,Price's Petali Brand Scented Tealights | 25 Pack Tealights 4 Hour Burn Time | Available in Multiple Scents (Citrus),T1,8005730028432,8005730028432.0,B0731B739H,200.0,-1.163333333333333,-57.87728026533997,3.98,1.46,C,Near breakeven (-1.16 GBP gap); Very high demand (200 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.13333333333333333,1,unknown,https://www.efghousewares.co.uk/prices-tealights-aladino-25-citrus,https://www.amazon.co.uk/dp/B0731B739H,-35.07537688442211,5.376,,,16.0,NO,HIGH
HG MICROWAVE CLEANER 500ML (SOLD EACH),HG Microwave Cleaner - Powerful & Safe Grease & Food Deposit Remover for All Microwave & Combi Ovens - Cleans Quickly & Easily - 500ml,T1,8711577091606,8711577091606.0,B003XR8A72,300.0,-2.298333333333332,-57.89252728799325,6.83,3.42,C,Very high demand (300 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.25,1,unknown,https://www.efghousewares.co.uk/hg-microwave-cleaner-500ml-120937,https://www.amazon.co.uk/dp/B003XR8A72,-40.38067349926791,9.588,,,24.0,NO,HIGH
XOXO HAIR BAND AND TIE SET 6PC,6 Pack Hair Scrunchies Elastic Hair Bands for Women Girls Soft Hair Ties Ponytail Hair Accessories for Girls and Ladies,T2,5050565566904,,B0BXWGS731,200.0,-0.8049999999999996,-57.91366906474816,3.99,0.84,C,Close to breakeven (-0.80 GBP gap); Very high demand (200 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.08333333333333333,1,unknown,https://www.efghousewares.co.uk/xoxo-hair-band-and-tie-set-6pc-108297,https://www.amazon.co.uk/dp/B0BXWGS731,-24.21052631578946,4.956,,,1.0,YES,MEDIUM
ADDIS NEW COMPOST CADDY BLACK,"Addis 518253 Everyday Kitchen Food Waste Compost Caddy Bin, 4.5 Litre, Black",T2,5010303170640,,B07S5G9FZK,400.0,-1.935,-57.934131736526936,7.29,2.79,C,Near breakeven (-1.94 GBP gap); Very high demand (400 sold/month),MEDIUM,LIKELY_VALID,0.3333333333333333,1,unknown,https://www.efghousewares.co.uk/addis-new-compost-caddy-black,https://www.amazon.co.uk/dp/B07S5G9FZK,-31.851851851851848,9.612,,,9.0,NO,MEDIUM
RUSTINS MDF WHITE 250M,"RUSTINS Quick Drying MDF White Primer 250ml-Quick-Drying, Smooth Finish Primer for Bare MDF Wood and Interior Surfaces; Excellent Adhesion; Seals and Prepares for Painting",T1,5015332003174,5015332003174.0,B07WSX1WHG,200.0,-2.331666666666667,-58.00165837479271,6.85,3.47,C,Very high demand (200 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.16666666666666666,1,unknown,https://www.efghousewares.co.uk/rustins-mdf-white-250m,https://www.amazon.co.uk/dp/B07WSX1WHG,-40.84671532846716,9.648,,,10.0,NO,HIGH
AMTECH MIDI MITRE BLOCK,Amtech M0010 Mini Plus mitre Block,T1,5032759004386,5032759004379.0,B074QWZ9Q2,100.0,-1.72,-58.30508474576271,5.52,2.4,C,Near breakeven (-1.72 GBP gap); High demand (100 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.5,3,unknown,https://www.efghousewares.co.uk/amtech-midi-mitre-block,https://www.amazon.co.uk/dp/B074QWZ9Q2,-37.391304347826086,7.583999999999999,,,14.0,NO,MEDIUM
JAUNTY PARTYWARE METALLIC CANDLES 12PC,"Gold Birthday Candles for Cakes,12 Pieces Metallic Glitter Cake Candles Tall Birthday Cake Candles with Holder for Birthday Wedding Party Decoration (Gold)",T1,5056683920048,619438677687.0,B09LQRQMGR,800.0,-0.7583333333333331,-58.333333333333314,2.99,0.75,C,Close to breakeven (-0.76 GBP gap); Very high demand (800 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.14285714285714285,2,unknown,https://www.efghousewares.co.uk/jaunty-partyware-metallic-candles-12pc-120829,https://www.amazon.co.uk/dp/B09LQRQMGR,-30.43478260869564,3.9,,,1.0,NO,HIGH
EASYNOTE WEEKLY DESK PLANNER THINGS TO DO,1x A4 Flowers Layout Weekly Planner Pad Design at Random,T1,5013922055077,5013922055077.0,B07KFLRBM7,50.0,-0.8956666666666664,-58.38765754019989,3.67,0.984,C,Close to breakeven (-0.90 GBP gap); Moderate demand (50 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.2,1,unknown,https://www.efghousewares.co.uk/easynote-weekly-desk-planner-things-to-do,https://www.amazon.co.uk/dp/B07KFLRBM7,-29.28610354223432,4.7448,,,6.0,NO,LOW
LOCKSMITH PADLOCK 50MM,"50mm Heavy-Duty Padlock with Keys Lock with Hardened Steel Shackle Security for Shed, Fence gate & Garage Gym lockers suitcases Anti-Cutting & Sawing Protection with 2 Matching Keys 1PC",T1,5034537018431,7427316666752.0,B0F2251VN1,300.0,-1.4993333333333332,-58.430761236684845,3.98,2.016,C,Near breakeven (-1.50 GBP gap); Very high demand (300 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.09090909090909091,2,unknown,https://www.efghousewares.co.uk/locksmith-padlock-50mm,https://www.amazon.co.uk/dp/B0F2251VN1,-45.20603015075376,5.7792,,,1.0,NO,HIGH
AMTECH GLUE GUN STICKS 12PCE 1865,"Amtech S1865 Glue Gun Sticks for Hot Melt Crafting, Decorating, Bonding, 12 Pieces, 7mm x 100mm",T1,5032759029174,5032759029174.0,B006USE28W,500.0,-0.7450000000000001,-58.66141732283465,2.85,0.72,C,Close to breakeven (-0.75 GBP gap); Very high demand (500 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.2857142857142857,1,unknown,https://www.efghousewares.co.uk/amtech-glue-gun-sticks-12pce-1865,https://www.amazon.co.uk/dp/B006USE28W,-31.368421052631582,3.744,,,13.0,NO,HIGH
APOLLO STAINLESS STEEL EGG BEATER,"Magic Flat Manual Hand Whisk Stainless Steel Egg Beater Mixer Kitchen Tool, Mini Whisk Spring Coil Wire, Compact,Convenient and Efficient,Coffee Sauce Milk Cooking Baking Beating",T2,5026180063197,,B09D4NTZ9J,300.0,-1.6054166666666665,-58.80647130647129,4.99,2.18,C,Near breakeven (-1.61 GBP gap); Very high demand (300 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.17391304347826086,1,unknown,https://www.efghousewares.co.uk/apollo-s-s-egg-beater,https://www.amazon.co.uk/dp/B09D4NTZ9J,-38.6072144288577,6.916500000000001,,,,YES,MEDIUM
RYSONS EPOXY GLUE,Epoxy Resin Glue Adhesive Kit,T1,5056239432087,760842385399.0,B01IYJFU7Q,300.0,-0.9983333333333329,-59.072978303747504,2.99,1.14,C,Close to breakeven (-1.00 GBP gap); Very high demand (300 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.4,1,unknown,https://www.efghousewares.co.uk/rysons-epoxy-glue-105778,https://www.amazon.co.uk/dp/B01IYJFU7Q,-40.06688963210699,4.188,,,5.0,NO,HIGH
SMITHS TUBULAR BOLT-THRU LATCH BK 76MM,"Carlisle Brass 76mm Bolt-Through Tubular Latch with 8mm Follower, Square forends in Nickle Plate",T1,5019923994926,5036286010957.0,B0F192WZ7G,50.0,-1.486666666666666,-59.2297476759628,4.9,1.96,C,Near breakeven (-1.49 GBP gap); Moderate demand (50 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.25,2,unknown,https://www.efghousewares.co.uk/smiths-tubular-bolt-thru-latch-bk-76mm,https://www.amazon.co.uk/dp/B0F192WZ7G,-36.4081632653061,6.683999999999999,,,1.0,NO,LOW
COLOUR CHANGE MARKERS 8,"12 Colour Change Markers Set - Includes 10 Standard & 2 Special White Markers - Magical Colour Transformation - Fine Tip, Dual Tip Design - Perfect for Art & Craft Projects",T1,5015934699270,5056720306064.0,B0DCCBBJHR,100.0,-0.8735833333333333,-59.26616915422884,4.25,0.924,C,Close to breakeven (-0.87 GBP gap); High demand (100 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.14285714285714285,1,unknown,https://www.efghousewares.co.uk/colour-change-markers-8-121056,https://www.amazon.co.uk/dp/B0DCCBBJHR,-24.66588235294117,5.2983,,,4.0,NO,MEDIUM
PRODEC 10PACK FOAM GLOSS REFILLS,"Fit For The Job 10 pack 4 inch Foam Mini Rollers for DIY Painting with Gloss and Satin Paints, Gives A Smooth Finish on Skirting Boards, Window Sills, Panel Doors, Cabinets, Metal and More, 4"" 100mm",T1,5019200122691,5019200122691.0,B0071QN0B2,500.0,-2.248333333333333,-59.32277924362356,5.99,3.24,C,Very high demand (500 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.07142857142857142,1,unknown,https://www.efghousewares.co.uk/prodec-10pack-foam-gloss-refills,https://www.amazon.co.uk/dp/B0071QN0B2,-45.04173622704506,8.688,,,6.0,NO,HIGH
LIFETIME PEDICURE FILE 23.5X7X2CM,"Foot Scrubber Pack of 2 pcs Double Sided Foot File Professional Pedicure Tools for Dead Skin Removal, Hard Skin Remover, and Callus Removal Effective Foot File for Wet and Dry and Cracked Feet",T1,8711252123288,5065017571320.0,B0DGJWHPQ5,300.0,-0.8266666666666665,-59.472422062350105,2.8,0.84,C,Close to breakeven (-0.83 GBP gap); Very high demand (300 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.09090909090909091,1,unknown,https://www.efghousewares.co.uk/lifetime-pedicure-file-23-5x7x2cm-116147,https://www.amazon.co.uk/dp/B0DGJWHPQ5,-35.42857142857142,3.792,,,3.0,NO,HIGH
CHEF AID LADLE W MEASURES & POURING LIPS,"Chef Aid Black Nylon Ladle, BPA Free Kitchen Utensil for use with Non-Stick Cookware in Black Colour,10E02400",T1,5012904996056,5012904024001.0,B09NDK68VX,300.0,-1.903333333333333,-59.47916666666666,5.6,2.65,C,Near breakeven (-1.90 GBP gap); Very high demand (300 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.15384615384615385,3,unknown,https://www.efghousewares.co.uk/chef-aid-ladle-w-measures-pouring-lips-112063,https://www.amazon.co.uk/dp/B09NDK68VX,-40.78571428571428,7.883999999999999,,,8.0,NO,HIGH
HOME COLLAPSIBLE WASHING UP BOWL 10 LITRE ASSORTED COLOURS,"RAM ONLINE Collapsible Washing Up Bowl - Portable 10 Litre Water Storage Basin Ideal for Camping, Caravans, Outdoor Activities, Kitchen and More - Purple,523",T1,5055706630551,5060459948563.0,B07TZRQLCC,100.0,-2.588333333333333,-59.501915708812255,7.49,3.8,C,High demand (100 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.3,1,unknown,https://www.efghousewares.co.uk/home-collapsible-washing-up-bowl-10-litre-assorted-colours-121557,https://www.amazon.co.uk/dp/B07TZRQLCC,-41.46862483311081,10.596,,,2.0,NO,MEDIUM
RHINO CLEAR ALL WEATHER TAPE 50MM X 25M,"OB1 Clear All Weather Repair Tape Extreme Strength - Ultra Strong Waterproof Duct Tape - Maximum Bond Strength - Heat, Water & UV Resistant - Indoor & Outdoor Use - 50mm x 20m Roll",T1,5027785815075,5032822009492.0,B0DFWWFB4B,200.0,-2.083333333333333,-59.52380952380951,5.78,2.95,C,Very high demand (200 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.20833333333333334,2,unknown,https://www.efghousewares.co.uk/rhino-clear-all-weather-tape-50mm-x-25m-112034,https://www.amazon.co.uk/dp/B0DFWWFB4B,-43.25259515570933,8.28,,,2.0,NO,HIGH
RAPIDE ENAMEL PAINT GLOSS WHT 400ML,"Paint Factory Enamel Paint White Gloss, 400 ml",T1,5055319525794,5055319525794.0,B07NJGQFQS,50.0,-1.730333333333333,-59.62554560073511,5.51,2.352,C,Near breakeven (-1.73 GBP gap); Moderate demand (50 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.2857142857142857,1,unknown,https://www.efghousewares.co.uk/rapide-enamel-paint-gloss-wht-400ml,https://www.amazon.co.uk/dp/B07NJGQFQS,-37.68421052631578,7.586399999999999,,,8.0,NO,LOW
UNIQUE CURLING RIBBON SILVER,"50m x 2 Rolls Shiny Silver Grey Ribbon for Balloons Curling Ribbon, Balloons String Ribbons for Gift Wrapping Halloween Christmas Birthday Crafts Wedding Party Decorations Grey 5mm",T2,11179485017,,B0CKRRLGQH,500.0,-0.93125,-59.69551282051281,4.29,1.01,C,Close to breakeven (-0.93 GBP gap); Very high demand (500 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.13636363636363635,2,unknown,https://www.efghousewares.co.uk/unique-curling-ribbon-silver,https://www.amazon.co.uk/dp/B0CKRRLGQH,-26.048951048951047,5.407500000000001,,,,YES,MEDIUM
COMMAND SAWTOOTH 1.8KG PICTURE HANGER,"Command 17040 Sawtooth Picture Hanger Kit with Adhesive Strips - Hanger Holds up to 1.8Kg (4lb) - 75 mm x 25 mm, White ,Pack of 1",T2,51131705364,,B00114TFO6,200.0,-1.995,-59.73053892215569,3.99,2.79,C,Near breakeven (-2.00 GBP gap); Very high demand (200 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.2631578947368421,1,unknown,https://www.efghousewares.co.uk/command-sawtooth-1-8kg-picture-hanger,https://www.amazon.co.uk/dp/B00114TFO6,-60.0,6.384,,,21.0,YES,MEDIUM
DISABLED BADGE HOLDER,"Disabled Badge, PU Leather Disabled Badge Holder for Car, Blue Parking Badge, Disability Badge Holder (Blue)",T2,5038756401234,,B0DJSNKF7W,800.0,-1.5649999999999995,-59.7328244274809,3.99,2.07,C,Near breakeven (-1.56 GBP gap); Very high demand (800 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.2727272727272727,1,unknown,https://www.efghousewares.co.uk/disabled-badge-pu-1498-1-8,https://www.amazon.co.uk/dp/B0DJSNKF7W,-47.06766917293232,5.867999999999999,,,1.0,YES,MEDIUM
SUPER DREAMER FITTED SHEET DOUBLE WHITE,"GC GAVENO CAVAILIA Microfiber Fitted Sheet Double - Plain Bed Sheets - Deep Pocket 10 inch (25cm) - Shrinkage, Fade & Wrinkle Resistant Bottom Sheet, White to Mattress (137x193 cm) - Machine Washable",T1,5051346796060,5051346796060.0,B0BTMRH1HR,900.0,-2.0516666666666667,-59.81535471331391,5.89,2.88,C,Very high demand (900 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.14814814814814814,1,unknown,https://www.efghousewares.co.uk/super-dreamer-fitted-sheet-double-white-123675,https://www.amazon.co.uk/dp/B0BTMRH1HR,-41.79966044142615,8.352,,,2.0,NO,HIGH
151 DEHUMIDIFIER HANGING SCENTED WARDROBE ASSORTED,Set Of 2 Scented Hanging Wardrobe Dehumidifiers Damp Mould Condensation Control (Lavender),T1,5053249009018,5053249009018.0,B013KB46FU,100.0,-0.9329999999999996,-59.88446726572526,5.49,1.008,C,Close to breakeven (-0.93 GBP gap); High demand (100 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.3,1,unknown,https://www.efghousewares.co.uk/151-dehumidifier-hang-scent-wardrobe-assorted,https://www.amazon.co.uk/dp/B013KB46FU,-20.39344262295081,6.6096,,,15.0,NO,MEDIUM
151 SUPER GLUE HARD AS NAILS BRUSH APPLICATOR 20G,"151 Hard As Nails Adhesive, Brush On Super Glue",T1,5053249233130,5053249233130.0,B084JNN26Q,100.0,-1.2143333333333337,-59.93747943402437,3.29,1.476,C,Near breakeven (-1.21 GBP gap); High demand (100 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.7777777777777778,3,unknown,https://www.efghousewares.co.uk/151-glue-super-hard-as-nails-brush-25-8,https://www.amazon.co.uk/dp/B084JNN26Q,-44.29179331306992,4.747199999999999,,,10.0,NO,MEDIUM
HAIR COLOURING SET  3PC,"3Pcs Hair Colouring Tools, Gezimetie Hair Dyeing Tool Set, Brush Double-sided Coloring Comb and Bowl Set Kit DIY Salon (3PCS)",T1,5050565762559,782903691416.0,B087FJ1FL7,100.0,-0.8333333333333329,-59.95203836930452,4.28,0.84,C,Close to breakeven (-0.83 GBP gap); High demand (100 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.11764705882352941,1,unknown,https://www.efghousewares.co.uk/hair-colouring-set-3pc-120106,https://www.amazon.co.uk/dp/B087FJ1FL7,-23.3644859813084,5.279999999999999,,,3.0,NO,MEDIUM
LITTLE TREES CAR FRESHENER PINA COLADA,Little Trees Air Freshener Tree MTR0062 Pina Colada Fragrance For Car Home Boat Caravan - Single Pack,T1,76171109675,76171109675.0,B0006O2P62,50.0,-0.7999999999999998,-60.15037593984961,3.06,0.78,C,Close to breakeven (-0.80 GBP gap); Moderate demand (50 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.42857142857142855,1,unknown,https://www.efghousewares.co.uk/little-trees-car-freshener-pina-colada-116763,https://www.amazon.co.uk/dp/B0006O2P62,-31.37254901960783,4.02,,,4.0,NO,LOW
PRIMA 10 INCH STAINLESS STEEL WHISK,"Premium 10 Inch Stainless Steel Egg Whisk for Baking, Cooking, Whisking, Beating, Stirring",T1,5038673183312,9005694005950.0,B0CBWYS5B1,50.0,-1.8483333333333325,-60.20629750271441,5.33,2.52,C,Near breakeven (-1.85 GBP gap); Moderate demand (50 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.4166666666666667,1,Prima 10 Inch S,https://www.efghousewares.co.uk/prima-10-inch-s/s-whisk-112271,https://www.amazon.co.uk/dp/B0CBWYS5B1,-41.61350844277671,7.548,,,3.0,NO,LOW
RAPIDE SPRAY ALL PURPOSE VARNISH YACHT 400ML,All Purpose Yacht Varnish 400ML - Professional Gloss Finish Spray Wood Color Paint,T1,5055319517485,5055319517485.0,B078HMWZFD,50.0,-1.624666666666666,-60.21744502100318,5.44,2.148,C,Near breakeven (-1.62 GBP gap); Moderate demand (50 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.5,1,unknown,https://www.efghousewares.co.uk/rapide-spray-all-purpose-varnish-yacht-400ml,https://www.amazon.co.uk/dp/B078HMWZFD,-35.838235294117624,7.3896,,,10.0,NO,LOW
AMTECH SCREWDRIVER 6PC SET,"Amtech L0530 6pc Precision Torx Screwdriver Set, T5, T6, T7, T8, T9 & T10 Plastic Handles Screwdrivers with Plastic Storage Case",T1,5032759041961,5032759011520.0,B0030BSOQI,200.0,-2.596666666666666,-60.2474864655839,4.9,3.76,C,Very high demand (200 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.16666666666666666,4,unknown,https://www.efghousewares.co.uk/amtech-screwdriver-6pc-set,https://www.amazon.co.uk/dp/B0030BSOQI,-63.59183673469385,8.015999999999998,,,10.0,NO,HIGH
BLACKSPUR 15M X 5.5MM PP BRAIDED ROPE,Blackspur BB-TT117 20m*4mm Polypropylene Braided Rope on Reel,T1,5017403047667,5017403047650.0,B004PIOXC4,100.0,-1.013333333333333,-60.67864271457083,4.7,1.12,C,Near breakeven (-1.01 GBP gap); High demand (100 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.375,2,unknown,https://www.efghousewares.co.uk/blackspur-15m-x-6mm-pp-braided-rope,https://www.amazon.co.uk/dp/B004PIOXC4,-25.872340425531902,5.916,,,12.0,NO,MEDIUM
PYREX 0.8LTR RECTANGULAR DISH & LID ( PM),Pyrex Cook And Freeze Rectangular Dish With Lid 0.8L,T2,3137610000704,,B000KGCO30,600.0,-2.341666666666666,-60.822510822510814,6.79,3.3,C,Very high demand (600 sold/month),MEDIUM,LIKELY_VALID,0.5714285714285714,1,unknown,https://www.efghousewares.co.uk/pyrex-0-8ltr-rectangular-dish-lid-pm-,https://www.amazon.co.uk/dp/B000KGCO30,-41.38438880706921,9.6,,,8.0,NO,MEDIUM
CHEF NON-STICK BAKING TRAY 33X21.5cm,"Chef Aid Non-Stick Carbon Steel Baking Tray, Durable Non Stick Coating, Fridge and Freezer Safe, Perfect for Baked Goods and Roasting, 37 cm x 25 cm, Robust Essential Oven pan, Grey",T2,5012904102884,,B00SZE745M,300.0,-1.758333333333333,-60.84198385236448,5.0,2.34,C,Near breakeven (-1.76 GBP gap); Very high demand (300 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.1111111111111111,1,unknown,https://www.efghousewares.co.uk/chef-n-s-baking-tray-33x21-5cm,https://www.amazon.co.uk/dp/B00SZE745M,-42.2,7.109999999999999,,,,YES,MEDIUM
MENS GLOVES 3M FINGERLESS BLACK,Mens Thinsulate 3M Thermal Fingerless Gloves Black L/XL GL131,T1,5060605732732,5020133131315.0,B001E6W7RI,400.0,-2.02,-61.02719033232628,4.74,2.76,C,Very high demand (400 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.5555555555555556,1,unknown,https://www.efghousewares.co.uk/mens-gloves-3m-fingerless-black-123568,https://www.amazon.co.uk/dp/B001E6W7RI,-51.139240506329095,7.164,,,12.0,NO,HIGH
APOLLO L/A CORKSCREW,H&S Waiters Friend Corkscrew Wine Opener - Wine Bottle Opener Corkscrews - Butlers Friend Sommelier Corkscrew - Stainless Steel Wood Handle - Effortless Opening,T1,5026180067355,799475475221.0,B07CPD18VZ,300.0,-1.4016666666666662,-61.20815138282385,3.79,1.74,C,Near breakeven (-1.40 GBP gap); Very high demand (300 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.0625,5,unknown,https://www.efghousewares.co.uk/apollo-l-a-corkscrew-09-2-23,https://www.amazon.co.uk/dp/B07CPD18VZ,-44.37994722955143,5.472,,,1.0,NO,HIGH
LOVE HEART SQUISHY,Gifton - Heart Stress Relief Ball for Anxiety Nice Hand Finger Grips Physio Therapy - Sensory Toy Gift for Kids Adults Men Women Teen Birthday Present for Girl Boy Christmas Stocking Filler,T2,5050835104942,,B0FRTVCWJP,600.0,-1.32875,-61.23271889400922,4.59,1.62,C,Near breakeven (-1.33 GBP gap); Very high demand (600 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.037037037037037035,1,unknown,https://www.efghousewares.co.uk/love-heart-squishy-119395,https://www.amazon.co.uk/dp/B0FRTVCWJP,-34.73856209150327,6.184499999999999,,,,YES,MEDIUM
151 SPRAY PAINT TO PLASTIC 400ML WHITE GLOSS,Spray to Plastic Paint Professional Finish Smooth Durable Spray Paint 400ml Gloss (White),T1,5053249228624,5053249228624.0,B07KX2GXM8,100.0,-1.7803333333333329,-61.34849529060416,5.51,2.352,C,Near breakeven (-1.78 GBP gap); High demand (100 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.5,1,unknown,https://www.efghousewares.co.uk/151-spray-paint-to-plastic-400ml-white-gloss-104091,https://www.amazon.co.uk/dp/B07KX2GXM8,-38.77313974591651,7.6464,,,9.0,NO,MEDIUM
PRICES PILLAR CANDLE IVORY 15X8CM (SP),Price's Candles - Altar Candle - 150mm x 80mm - Unscented - Up To 50 Hour Burn Time - Smokeless & Dripless - Ideal For All Occasions,T2,5010414294730,,B0001PW29G,600.0,-1.5400000000000005,-61.35458167330678,6.0,1.96,C,Near breakeven (-1.54 GBP gap); Very high demand (600 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.058823529411764705,1,unknown,https://www.efghousewares.co.uk/prices-pillar-candle-ivory-15x8cm-sp-,https://www.amazon.co.uk/dp/B0001PW29G,-30.800000000000004,7.848,,,18.0,YES,MEDIUM
ADORN MINI ADHESIVE  HOOKS 6PC,"Self Adhesive Hooks, 10 Pcs Stick on Wall Adhesive Colorful Mini Hooks, No Drilling or Nails, Hooks for Key, Bath Towels, Kitchen, Ceiling, Wall, Bathrobe, Door,Towel, Coat",T2,6923456783829,,B0FP1Y7M1L,100.0,-0.956333333333333,-61.3821138211382,2.99,1.008,C,Close to breakeven (-0.96 GBP gap); High demand (100 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.125,1,unknown,https://www.efghousewares.co.uk/adorn-mini-adhesive-hooks-6pc,https://www.amazon.co.uk/dp/B0FP1Y7M1L,-38.38127090301001,4.1376,,,7.0,YES,LOW
151 TAPE ANTI SLIP GRIP,"151 Anti Slip Tape, 4 Metre Roll",T1,5053249003061,5053249003061.0,B00JVPV7AW,200.0,-1.0383333333333329,-61.43984220907296,3.35,1.14,C,Near breakeven (-1.04 GBP gap); Very high demand (200 sold/month); EAN-confirmed match,HIGH,VERIFIED,0.42857142857142855,1,unknown,https://www.efghousewares.co.uk/151-tape-anti-slip-grip,https://www.amazon.co.uk/dp/B00JVPV7AW,-37.19402985074625,4.596,,,16.0,NO,HIGH
DEKTON MINI  COMBINATION  PLIERS,"Dekton Mini Combination Pliers-Compact and Versatile Tool|High-Carbon Steel Construction for Strength and Durability|Ergonomic Non-Slip Handle for Comfort|Ideal for Electronics, Crafting, Small Repair",T1,5055441409016,5055441409016.0,B00EBRT6X0,50.0,-1.198333333333333,-61.45299145299144,3.29,1.4,C,Near breakeven (-1.20 GBP gap); Moderate demand (50 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.17647058823529413,2,unknown,https://www.efghousewares.co.uk/dekton-mini-combination-pliers,https://www.amazon.co.uk/dp/B00EBRT6X0,-43.70820668693008,4.727999999999999,,,5.0,NO,LOW
APOLLO BOTTLE OPENER,"Bottle Opener, Wooden Handle Bottle Opener, Wine Beer Soda Glass Cap Opener",T2,5026180058223,,B0BLK27HHS,800.0,-0.8683333333333331,-61.58392434988177,2.99,0.86,C,Close to breakeven (-0.87 GBP gap); Very high demand (800 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.2,3,unknown,https://www.efghousewares.co.uk/apollo-bottle-opener-22-3,https://www.amazon.co.uk/dp/B0BLK27HHS,-34.84949832775918,4.032,,,2.0,YES,MEDIUM
GRINDER LEAF METAL HX091  EACH,H&S Metal Herb Grinder – 4 Pieces – Fine Non-Sticky Grinder with Pollen Collector & Magnetic Lid – Aluminium Herb & Tobacco Grinder,T1,7899481200916,799475475351.0,B07DLMXHM1,100.0,-2.923000000000001,-61.692697340650085,5.19,4.188000000000001,C,High demand (100 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.13333333333333333,1,unknown,https://www.efghousewares.co.uk/grinder-leaf-metal-hx091,https://www.amazon.co.uk/dp/B07DLMXHM1,-67.58381502890175,8.6976,,,1.0,NO,MEDIUM
HOOK A DUCK GAME,KandyToys Hook a Duck Style Bath Toys | 5pc Duck Hooking Game | Kids Toys,T1,5033849048464,5033849048464.0,B076FF95NZ,100.0,-1.378333333333333,-61.80866965620327,6.95,1.68,C,Near breakeven (-1.38 GBP gap); High demand (100 sold/month); EAN-confirmed match,MEDIUM,VERIFIED,0.2727272727272727,1,unknown,https://www.efghousewares.co.uk/hook-a-duck-game,https://www.amazon.co.uk/dp/B076FF95NZ,-23.798561151079127,8.604,,,7.0,NO,MEDIUM
VELCRO(R)STICK ON COINS X12 BLACK,"VELCRO Brand | Stick On Coins | Double Sided Hook & Loop Self Adhesive Sticky Coins Perfect for Room Décor & Home, Office, Garage Use | Black | 16mm x 16mm | Pack of 16",T2,5030610602283,,B0013DQUB6,500.0,-1.3783333333333334,-61.8086696562033,3.29,1.68,C,Near breakeven (-1.38 GBP gap); Very high demand (500 sold/month); Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.13043478260869565,1,unknown,https://www.efghousewares.co.uk/velcro-r-stick-on-coins-x12-black,https://www.amazon.co.uk/dp/B0013DQUB6,-50.27355623100305,4.944,,,12.0,YES,MEDIUM
