Supplier_Title,Amazon_Title,Match_Type,Tier,EAN_Status,Sales,Net_Profit,ROI,Bucket,Inclusion_Reason,Rationale,Confidence,Validation_Required,Priority,Similarity
MASTER COOK CASSEROLE NON-STICK 24CM,"MasterClass Cast Aluminium Cream Casserole Dish, 24cm, 4 Litre, Gift Boxed",Title,T3,Not matched,50.0,17.355,154.26666666666665,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.45
ROLSON DIAGONAL CUTTING PLIER VDE INSULATED 180MM,"KNIPEX 70 06 180 Diagonal Cutter chrome plated insulated with multi-component grips, VDE-tested 180 mm Multicoloured",Title,T3,Not matched,50.0,16.198333333333334,256.3027426160338,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.44
MASTER COOK DIE CAST CASSEROLE 24CM,"MasterClass Cast Aluminium Cream Casserole Dish, 24cm, 4 Litre, Gift Boxed",Title,T3,Not matched,50.0,11.254999999999999,64.87031700288183,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.5
SIGNATURE STATIONERY SET 10PK,Wrendale Designs by Hannah Dale Signature Stationery - Stationery Box,Title,T3,Not matched,50.0,10.652000000000001,683.6970474967908,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.49
BRIGHT & HOMELY METAL WATERING CAN ROSE,Woodside Silver 9L Metal Garden and Plant Watering Can with Rose,Title,T3,Not matched,50.0,10.529583333333331,863.0806010928959,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.52
STEAM PUNK SKULL GOLD/BRONZE10CM ASSORTED,"Nemesis Now Steampunk Clockwork Baron Skull Figurine Ornament, Bronze, 11cm",Title,T3,Not matched,50.0,9.880000000000003,310.6918238993712,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.47
KILNER 1LTR SQUARE CLIP TOP JAR (SP),6 x Kilner Clip Top Glass Storage Jar - Square 1 Litre,Title,T3,Not matched,50.0,8.493333333333334,246.18357487922705,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.47
SWIFT PERMANENT MARKERS ASSORTED 3 PACK,"Shuttle Art 48 Permanent Markers, Fine Tip, Perfect on Plastic, Wood, Stone, Metal and Glass for Doodling, Colouring, Marking",Title,T3,Not matched,50.0,8.36425,596.5941512125535,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
APOLLO  GRANITE BOARD 42X29,Silk Route Home Black Granite Chopping Board 40 x 30cm,Title,T3,Not matched,50.0,8.291666666666668,136.15216201423098,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.44
WOODEN TRAIN AND CARRIAGE,16 PCS Wooden Train Set Magnetic Train Set for Girls and Boys,Title,T3,Not matched,50.0,8.246666666666666,191.7829457364341,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.4
EVERREADY T8 4FT 36W TUBE LIGHT,Eveready T8 Tube 4ft 36w White 3500k,EAN,T1,Confirmed,50.0,8.001249999999999,263.1990131578947,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.69
FUN SNAPS IN HANGING BOX 200 4X50PACK,Henbrandt 50 boxes of fun snaps in a display,Title,T3,Not matched,50.0,7.242083333333334,548.6426767676768,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
CLIPPER GAS LIGHTER MINI TUBE,Genuine CLIPPER Universal Lighter Fuel Fluid Refill 300ML Pack of 12,Title,T3,Not matched,50.0,7.0609166666666665,503.63171659533987,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
Mokate Gold Premium Coffee Cappuccino 10pk 15,12 boxes Mokate Gold Premium - Cappuccino Classic - 120 Sachets (12 * 10/box),Title,T2,Not matched,50.0,6.897333333333334,340.4409345179336,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.56
VINERS EVERYDAY PURITY 4PC DINNER KNIFE,Viners Everyday Breeze 16 Piece 18/0 Silver Stainless Steel Cutlery Set,Title,T3,Not matched,50.0,6.773333333333335,175.930735930736,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.47
ECO WISE PAPER CUPS LIDS 12OZ PK25,50-12oz (340ml) Disposable Biodegradable & Compostable Paper Coffee Cups with Compostable Sip Lids (12oz (340Ml) 50 Pack),Title,T3,Not matched,50.0,6.097916666666666,483.9616402116402,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
DEKTON SQUARE COMBINATION 12INCH,"STANLEY 2-46-028 Combination Die Cast Square, 300mm/ 12''",Title,T3,Not matched,50.0,5.998333333333334,145.23809523809524,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
GROSVENOR 55CM TROUGH BLACK,4 Black Gros Trough 55cm,Title,T3,Not matched,50.0,5.930416666666666,177.5573852295409,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.51
"DUNLOP BIKE 3-ARM HEX KEY SET 4,5,6MM","Park Tool AWS-1 Hex Wrench Set Tool 4 - 5 - 6 mm, Black, Blackone",Title,T3,Not matched,50.0,5.685000000000001,353.1055900621119,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
REGENERATE SPORT EDT 100ML EACH,Sport for Man Eau de Toilette 100ml,Title,T3,Not matched,50.0,5.631000000000001,297.3072861668427,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.45
REGENERATE SPORT EDT 100ML EACH,Sport for Man Eau de Toilette 100ml,Title,T3,Not matched,50.0,5.631000000000001,297.3072861668427,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.45
KINGAVON 6 LED TORCH,Kingavon BB-RT380 20-LED Rechargeable Emergency Sensor Light,Title,T3,Not matched,50.0,5.5925,358.4935897435897,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
MASTERCOOK CASSEROLE SET 20-22-24CM 3 PIECES,"Amazon Basics 3-Piece Stainless Steel Space Saving Induction Cookware Set - Casserole with Stackable Lid, Soft Touch Handle - 16/20/24 cm, 14.56 inches",Title,T3,Not matched,50.0,5.420000000000006,30.044345898004472,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
EVERBUILD BITUMEN TROWEL MASTIC 1 LITRE,"Everbuild 103 Premium Trowel Mastic, Stone, 6 kg",Title,T2,Not matched,50.0,5.335833333333334,64.91281427412815,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.67
SPACE GUN ASSORTED,Light Up LED Space Gun Flashing Toy Black,Title,T3,Not matched,50.0,5.194583333333334,117.2592174567344,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.44
DURANE STAINLESS STEEL SIEVE 24X43.5CM,24cm Fine Mesh Sieve – Premium 304 Stainless Steel (18/8) – Large Strainer/Sifter for The Kitchen,Title,T3,Not matched,50.0,5.181666666666665,336.47186147186136,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
PENDEFORD POTATO BAKER,"Microwave Potato Baker, Red",Title,T2,Not matched,50.0,5.070833333333335,354.6037296037297,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.57
SPACE GUN,Light Up LED Space Gun Flashing Toy Black,Title,T3,Not matched,50.0,4.984583333333334,107.42636494252875,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
ADORN GLASS STAR TEALIGHT HOLDER,"Set of 4 Clear Glass Tealight Holders, Various Shapes, Suitable for 4cm Diametre Tealights Candles (Star)",Title,T3,Not matched,50.0,4.862916666666668,398.5997267759563,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
"MASON HEAVY DUTY SPRING CLAMPS 4"" 2 PIECES","10 Pieces Large Nylon Spring Clamps, 6 Inch and 4 Inch Heavy Duty Plastic Grip Clips Set",Title,T3,Not matched,50.0,4.615000000000002,332.0143884892087,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
SEAGRASS FOLDABLE BASKET 32CM,"DOKOT Natural Seagrass Storage Basket With Handle, Foldable Belly Basket for Toys & Laundry",Title,T3,Not matched,50.0,4.4483333333333315,114.35304198800338,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
CAR PRIDE CAR VENT AIR FRESHENER LAVENDER 4ML PACK OF 2,"SCENTORINI Car Air Freshener, 2 Fragrance, Linen & Lavender, Vent Clip, New Car Scent for Men & Women, Car Freshener Long Lasting 6 Pack, Total 24ml",Title,T3,Not matched,50.0,4.415000000000003,261.24260355029605,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
SECURPLUMB COMPRESSION ELBOW 10X10MM,Radiator Valve Reducer Elbow Compression 15mm x 10mm Push Fit Black x2 (Pair),Title,T3,Not matched,50.0,4.394583333333333,264.7339357429719,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
KILROCK BATHROOM & KITCHEN DRAIN UNBLOCKER 1 LITRE(SOLD EACH),"Kilrock SLAM - Sink and Plughole Bathroom Drain Unblocker - Multi-Pack x12 - Dissolves Grease, Fat & Food - For Smelly Drains",Title,T3,Not matched,50.0,4.1241666666666665,102.59121061359866,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.46
ADIDAS DEODORANT PURE GAME MENS 150ML PK6,Set 6 ADIDAS Deodorant Spray 150 Ml Pure Game Hygiene And Body Care,Title,T2,Not matched,50.0,4.008333333333337,35.50339533510485,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.57
SECURIT HOOK RAIL WHITE  680MM 6X DOUBLE HOOK,"Coat Hooks Wall-Mounted, 68cm White Wooden Board, Satin Nickel 6 Double Hooks, Classic Coat Rack - Fixings Included",Title,T3,Not matched,50.0,3.8995833333333323,49.67622080679405,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
WOODEN HANGERS 2 PACK,"Amazon Basics 20 Bar Wooden Tie Hanger & Belt Rack, 2-Pack, 16 cm, Natural",Title,T3,Not matched,50.0,3.881666666666667,248.82478632478632,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.4
COUNTRY CLUB THROW BLANKET RIBBED RED & EMERALD JUMBO 120x150CM,"OHS Throws for Sofa Ribbed Faux Fur, Decorative Thick Soft Blanket Bed Throw Cosy Warm Winter Blanket Throws for Sofa Decorative Couch Cover, 125 x 150cm - Red",Title,T3,Not matched,50.0,3.830583333333334,66.11293291911174,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
PYREX CLASSIC CASSEROLE 1.3LTR,Pyrex Essentials Glass Round Casserole Dish with Lid 1.0L Transparent (Pack of 2),Title,T3,Not matched,50.0,3.698333333333335,69.64846202134342,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.47
AMTECH EXTRA LONG METRIC HEX KET SET 9PC,Sealey Ak7174 Hex Key Set 9Pc Extra-Long Stubby Element Metric,Title,T3,Not matched,50.0,3.6975000000000007,95.29639175257734,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
SECURIT SHELF BRACKET GREY 12X10 INCH,Merriway BH05567 (8 Pcs) London Style Shelf Brackets 300 x 250mm (12 x 10 Inch) Grey - Pack of 8 Pieces,Title,T3,Not matched,50.0,3.682083333333334,281.0750636132316,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.43
ROUNDUP PATH WEEDKILLER RTU 1LTR 20% FREE,"Roundup Path Weedkiller, Ready to Use, Refill for Pressure Sprayer, 5 Litre",Title,T2,Not matched,50.0,3.5200000000000022,63.19569120287258,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.55
APOLLO MARBLE BOARD BLACK 46x23CM,Silk Route Home Black Granite Chopping Board 40 x 30cm,Title,T3,Not matched,50.0,3.4716666666666685,31.82095936449742,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
PPS SERVING PLATTER REUSABLE PLASTIC WHITE 35x21CM 2 PIECES,"MATANA 6 White Rectangular Serving Platters with Silver Rim, 30x23cm - Reusable Plastic Trays for Snack, Sandwich, Buffet Trays, Food Serving, Catering, Parties, Weddings, Birthdays",Title,T3,Not matched,50.0,3.285000000000001,293.3035714285715,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
SQUISH-A-ROONS,"TY Sonny Squish 10""",Title,T3,Not matched,50.0,3.276250000000001,235.70143884892093,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
MENS WATERPROOF THINSULATE TRAPPER HAT ASSORTED,GM Apparel Men’s Trapper Hat Black – Soft Thick Durable and Thermal Hat – Waterproof and Windproof – Lightweight and Comfortable – 3M Thinsulate Trapper Hat,Title,T3,Not matched,50.0,3.151666666666668,60.608974358974386,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
PPS PLASTIC CUTLERY HEAVY DUTY 50 SPOONS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",Title,T3,Not matched,50.0,3.0616666666666674,233.71501272264635,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
COLLEGE STUDENT NOTEBOOK A4 ASSORTED COLOURS,Silvine A4 Notebooks Assorted Pastel Colours (Pack of 10),Title,T2,Not matched,50.0,3.058666666666669,108.54033593565187,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.57
LED DART BOARD MAGNETIC,"HTUK Led Magnetic Dart Board Set, Safe Dart Game for Kids with 6 Darts, 41cm Diameter",Title,T3,Not matched,50.0,2.925,47.5609756097561,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
JUMBO SLIDER STORAGE BAGS 10PC,"Hefty Slider Jumbo Storage Bags (2.5 Gallon, 12 Count)",Title,T3,Not matched,50.0,2.897000000000002,185.94351732991026,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.55
SECURPAK DRYWALL SCREWS BLACK 3.5X65MM,TIMCO PH2 Philips Drywall Screws - 3.5 x 32 - Black - Box of 1000,Title,T3,Not matched,50.0,2.8329166666666667,234.1253443526171,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.47
ALBERTO BALSAM SHAMPOO TEA TREE 350ML PK6,Alberto Balsam Herbal Shampoo - Tea Tree Tingle (350ml) - Pack of 6,Title,T2,Not matched,50.0,2.75525,41.83495293045855,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.76
BETTINA WASHING UP BRUSH & REFILL,Premium Soap Dispenser Washing Up Brush with 9 X Refill | Washing Up Sponge with Handle Dish Brushes Sponge Scourer Refills,Title,T3,Not matched,50.0,2.722083333333334,171.2002096436059,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
PRO MINI /CAKE FORK 6PC STAINLESS STEEL,"YUEMING 6pc Stainless Steel Dessert Forks, Perfect for Cake, Fruit, Salad, Mini Cakes & More",Title,T3,Not matched,50.0,2.7183333333333337,222.81420765027323,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
CURVER RATTAN ROUND LARGE ORGANISER GREY,"CURVER Style Rattan Effect Kitchen, Living room, Bathroom, Bedroom, Utility Large Rectangular Storage Basket 30 Litres - Grey",Title,T3,Not matched,50.0,2.71,150.55555555555554,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
DOVE APA CLEAN COMFORT MENS 250ML PK6,"Dove Men + Care Clean Comfort Spray, International Version, 250 ML (6 Pack)",Title,T2,Not matched,50.0,2.6366666666666694,21.43631436314365,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.59
CITRONELLA CANDLE IN GLASS POT,"ANGIX 4 x Citronella Candles in Glass Jar Holders Ideal for Mosquito, Fly Insect & Bugs Repellent Long-Lasting Outdoor Protection Candle Sets",Title,T3,Not matched,50.0,2.567916666666667,184.74220623501202,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
BRIGHT & HOMELY CITRONELLA CANDLE IN GLASS JAR,"ANGIX 4 x Citronella Candles in Glass Jar Holders Ideal for Mosquito, Fly Insect & Bugs Repellent Long-Lasting Outdoor Protection Candle Sets",Title,T3,Not matched,50.0,2.567916666666667,184.74220623501202,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
PAN AROMA CANDLE 85G PURE JASMINE,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",Title,T3,Not matched,50.0,2.545000000000001,156.1349693251534,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
PAN AROMA CANDLE 85G LEMONGRASS,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",Title,T3,Not matched,50.0,2.545000000000001,156.1349693251534,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
PAN AROMA JAR CANDLE 85GM SALTED CARAMEL,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",EAN,T1,Confirmed,50.0,2.545000000000001,156.1349693251534,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.61
LADIES KNITTED HAT WITH FAUX FUR POM-POM,Sibba Bobble Hat for Women Winter Beanie Hats Thermal Fleece Lined Hat Ladies Knitted Wooly Hats with Faux Fur Pom Pom,Title,T3,Not matched,50.0,2.4716666666666676,131.4716312056738,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.49
PAN AROMA CANDLE 85G LIME GINGER,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",Title,T3,Not matched,50.0,2.3530000000000006,129.14379802414933,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
BOWL FLAT GLASS EMBOSSED DROPS 7CM GREEN,"Artesà Glass 18 cm Serving Bowl, Green",Title,T3,Not matched,50.0,2.326666666666667,104.33482810164428,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.46
SET OF 4 ESPRESSO SPOONS,"Q&A 12 Pieces 4"" Stainless Steel Mini Coffee Spoons Demitasse Espresso Spoons",Title,T3,Not matched,50.0,2.3150000000000004,83.27338129496404,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
CASA & CASA CLASSICO STAINLESS STEEL KNIFE & GADGET HOLDER,"Joeji's Kitchen Universal Knife Block Without Knives with Extra Slots for Scissors & Sharpening Rod, Rustproof Stainless Steel Kitchen Knife Holder",Title,T3,Not matched,50.0,2.29,33.577712609970675,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
TALA STAINLESS STEEL ESPRESSO SPOONS SET OF 4,"Q&A 12 Pieces 4"" Stainless Steel Mini Coffee Spoons Demitasse Espresso Spoons",Title,T3,Not matched,50.0,2.1750000000000007,74.48630136986304,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.54
GLASS TEALIGHT HOLDER 3 ASSORTED  HC6703070,"Tea Light Candle Holders, 12 pack Glass Tealight Holders (Ø5.3 X H3.5cm) Clear Tea Light Holder for Wedding Candle, Party, Home Table Decoration",Title,T3,Not matched,50.0,2.160000000000001,171.4285714285715,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
PANORAMA COFFEE MUG 145ML 6 PIECES,6X Turkish Glass Tea Cups Stylish Latte Cappuccino and Hot Chocolate Coffee Mugs – (145 ML),Title,T3,Not matched,50.0,2.1333333333333337,64.84295845997976,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
PRICES ALADINO JASMINE JAR,Price's Candles - Aladino Jasmine Scented Tea Lights 50 Pack - 021961D,Title,T3,Not matched,50.0,1.9733333333333334,128.13852813852813,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.5
SECURIT LITERAL ARROW SIGN RIGID PLASTIC (FULLY RECYCLABLE) 150X150MM,V Safety Glow In The Dark Fire Exit Arrow Down Sign - 450mm x 150mm - Rigid Plastic,Title,T3,Not matched,50.0,1.9537499999999992,83.85193133047207,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
STATUS 4W SES CANDLE COOL WHITE LIGHT FILAMENT LED BULB SINGLE,"C35 E14 4W LED Candle Light Bulbs, Cool White 6500K, SES Filament Small Edison Screw 4W Equivalent 40W Light Bulb, 400LM, Non-Dimmable, 6 Pack",Title,T3,Not matched,50.0,1.941666666666667,112.23506743737961,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.44
BLUE CANYON ROUND WALL MIRROR WHITE,"Blue Canyon Round Mirror, 40 cm Length x 40 cm Width, White",Title,T2,Not matched,50.0,1.9295833333333332,30.87333333333333,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.64
MASON HEAVY DUTY PAINT SCRAPER WITH 3 SPARE BLADES,"BLOSTM 5"" Wallpaper Scraper - Long Handle Heavy Duty Scraper Tool with 5 Inch Wide Head & Soft Grip, Tile Scraper Removes Wallpaper, Vinyl Flooring, Tiles, Paint & More - Includes 3 Spare Blades",Title,T3,Not matched,50.0,1.8316666666666672,131.77458033573143,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
DOFF CONCENTRATED MULTI PURPOSE FEED 1L,2 X Doff 1L Liquid Seaweed Concentrated Multi-Purpose Feed,Title,T2,Not matched,50.0,1.8249999999999995,57.75316455696201,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.72
EXTRA SELECT FISH FOOD BLEND BUCKET 5L,"Extra Select Complete Fish Food Blend Tub, 5 Litre",Title,T2,Not matched,50.0,1.7137500000000017,27.91123778501631,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.75
MUNCH CRUNCH RAWHIDE PRESSED BONE,Munch & Crunch Bone Chews for Dogs Multipack - 8 Tripe Filled Rawhide Dog Bones - Tasty Treat Chewy Snacks 4 Packs,Title,T3,Not matched,50.0,1.658333333333333,106.30341880341878,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
MUNCH CRUNCH RAWHIDE BONE NAT JUMBO,Munch & Crunch Bone Chews for Dogs Multipack - 8 Tripe Filled Rawhide Dog Bones - Tasty Treat Chewy Snacks 4 Packs,Title,T3,Not matched,50.0,1.658333333333333,106.30341880341878,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
PPS FOIL PLATTERS 2PCS 352X247X25MM,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,Title,T3,Not matched,50.0,1.6545833333333329,141.4173789173789,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
PPS FOIL 3 BAKE TRAY RECTANGULAR,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,Title,T3,Not matched,50.0,1.6145833333333328,133.43663911845726,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
SPLASH SUPER SPLASHBALLS 15CM,Splash About Splash Balls Neoprene Pool Toys,Title,T2,Not matched,50.0,1.5649999999999997,65.20833333333331,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.58
BETTINA DUSTPAN AND BRUSH LARGE ASSORTED,Newman and Cole Large Garden Dustpan and Brush Set - Outdoor Dust Pan Scoop with Stiff Hand Brush,Title,T3,Not matched,50.0,1.5016666666666663,93.27122153209106,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
PAN AROMA JAR CANDLE 85GM RED BERRY,"PAN AROMA® RED Decorative Holder & Scented Candle, RED Berry, 85g",EAN,T1,Confirmed,50.0,1.4916666666666665,91.51329243353781,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.58
151 PAINT SPRAY 400ML METALLIC SILVER,3 x 400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick Metallic Silver,Title,T3,Not matched,100.0,1.473,50.75809786354238,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.48
IMPERIAL LEATHER SOAP ORIGINAL 190G PK6,"Imperial Leather Bar Soap Original Classic Cleansing Bar, Gentle Skin Care, Bulk Buy, Pack of 8 x 4 bars of 90 g (total 32 bars)",Title,T3,Not matched,800.0,1.4700000000000004,26.344086021505387,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
GLOVE MENS FINGERLESS GLOVES ASSORTED COLOURS,SATINIOR 3 Pairs Women Fingerless Gloves Winter Half Finger Knit Gloves for Women Men,Title,T3,Not matched,50.0,1.4549999999999994,126.52173913043474,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.46
RYSONS READING GLASSES WITH COVER,Gaoye Unisex Reading Glasses Reading Glasses (pack of 5),Title,T3,Not matched,100.0,1.4456666666666675,71.35570911484047,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.49
AMTECH PICK-UP TOOL TELE MAG 5LB,Amtech S8006 3 LED telescopic torch and magnetic pick up tool,Title,T3,Not matched,100.0,1.4400000000000002,76.59574468085107,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
APOLLO COFFEE PLUNGER 1L PP FRAME,French Press 12 Cup Coffee Plunger - 1500ml Capacity - Easy-Clean Filter - Heat Resistant Frame and Handle,Title,T3,Not matched,100.0,1.4349999999999994,21.94189602446482,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
CREATE IT PEARLISED POSTER PAINT BOTTLES,"Baker Ross FN254 Pearlised Ready Mixed Poster Paint Pack 150ml - Box of 6, Paint Value Pack of Bottles, Paint for Kids",Title,T3,Not matched,400.0,1.420333333333333,91.16388532306374,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
