asin,supplier_ean,supplier_title,amazon_title,verdict,confidence,pack_verdict,adjusted_profit,source,section,label
B0CKLXPPMX,5061024360247,SILVER METALLIC MAILERS PK3 230X340MM SIZE F,"Bubble Mailers 100 Pack, Metallic Foil Bubble Mailer Waterproof Self Seal Shipping Gold Silver Black or Pink, Padded Envelopes for Mailing Packaging (Silver, 140x175mm)",HIGHLY LIKELY — AUDITED OUT,85,1:1 (3x1 vs 100x1),£4.90,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B01MYBH3SU,5017676016919,ROUNDUP PATH WEEDKILLER RTU 1LTR 20% FREE,"Roundup Path Weedkiller, Ready to Use, Refill for Pressure Sprayer, 5 Litre",HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£3.52,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CRM6PJGQ,5024418520788,STORAGE BASKET 25X15X12CM,"Woodluv Storage Baskets, Storage baskets for shelves Woven, Wicker Storage Boxes Medium, Storage Organiser Basket 38 x 25 x 15 (H) cm",HIGHLY LIKELY — AUDITED OUT,85,Split candidate (0.00),£3.06,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B09KCLYC1D,5053249251813,PAN AROMA CANDLE 85G LIME GINGER,"Pan Aroma Orange Decorative Holder & Scented Candle, Salted Caramel, 85G",HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£2.35,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FXSBK6MT,5061031651604,FLORAL FABRIC REFRESHER 500ML MAGNOLIA,"2 x 10 Litres AdBlue with Pour Spout / Premium Diesel Exhaust Fluid (DEF) / Reduces Emissions, Improves Engine Efficiency & Protects SCR Systems / ISO 22241 Certified (2 x 10 Litres)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£1.95,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DGWW3XXC,5053249281803,CAR PRIDE CAR VENT AIR FRESHENER LAVENDER 4ML PACK OF 2,"SCENTORINI Car Air Freshener, 2 Fragrance, Linen & Lavender, Vent Clip, New Car Scent for Men & Women, Car Freshener Long Lasting 6 Pack, Total 24ml",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£1.68,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DPXJL1B9,5050796010023,BRIGHT & HOMELY TEALIGHT CANDLES 30 PACK 5 HOUR BURN TIME,"Unscented Tea Lights,8 Hour Burn Time (3.8cm D x 1.8cm H),Smoke-Free,Clean Bright Flame â€“ Long-Lasting Wax Tealight Candles, Ideal for Weddings,Home DÃ©cor,Aromatherapy (Pack of 100)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.33 (need 4 units),£0.92,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CGKRQGM4,5010326063745,ROYAL MARKET PLASTIC PINT 50 GLASSES,CHEF ROYALE 50 Disposable Clear Plastic Glasses - Recyclable - CE Marked - Full Pint (660ml) for Large Events and Parties (Pack of 50),HIGHLY LIKELY — AUDITED OUT,85,1:1 (1x50 vs 50x1),£0.01,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FKTS1SHN,8414926397021,PLASTIC FORTE UNDER BED WHEELED STORAGE BOX 31LTR,"Muddy Hands Pack of 2-47 Litre Under Bed Plastic Storage Boxes with Lids â€“ Clear Wheeled Storage Containers for Bedroom, Home & Office â€“ Stackable & Space Saving",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£-0.51,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08KWGQGK6,3426470261524,PYREX CLASSIC CASSEROLE 1.3LTR,Pyrex Essentials Glass Round Casserole Dish with Lid 1.0L Transparent (Pack of 2),HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£-2.01,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B00VHWXWOG,5014353092389,KILROCK PLUGHOLE FRESHENER CITRUS FRESH 500ML(SOLD EACH),"Kilrock Plughole Unblocker Bathroom 500ml 2 Pack - Fast-Acting Drain Unblocker for Showers, Baths & Sinks â€“ Removes Hair, Sludge & Soap Scum â€“ Clears Blockages & Restores Fast Flow",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£-2.56,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B071VNQFKV,8721037008327,PORCELAIN FLOWERPOT ASSORTED,Nicola Spring Patterned Plant Pots - Assorted - 3 Pack - 14cm Porcelain Indoor Ceramic Planter with Drainage Holes Outdoor Garden Flower Pots for House & Garden Flowers,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£-2.85,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B07R99H8KK,5016064115777,PLAYWRITE CHRISTMAS CYO MASKS,Playwrite Pack of 12 Christmas design cardboard masks,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→12.00 (need 12 units),£-3.40,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DXVG711N,8721037005890,GLASS TEALIGHT HOLDER 3 ASSORTED HC6703070,"Tea Light Candle Holders, 12 pack Glass Tealight Holders (Ã˜5.3 X H3.5cm) Clear Tea Light Holder for Wedding Candle, Party, Home Table Decoration",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→12.00 (need 12 units),£-7.21,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B001G452AW,8901810001268,HEM INCENSE STICKS FRANKINCENSE,HEM Frankincense Incense Sticks / Pack of 6 Hexagonal Tubes / Hand Crafted in India / Mesmerizing Fragrance / 301g,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-11.37,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FG8J89T4,5050837674641,STRETCHERZ MINIS STRETCH SQUAD,"Stretcherz Mini Stretch Squad 20 Pack Fidget Toys Set / Stress Relief, Anxiety Relief & Calming Squishy Fidget Toy / Sensory Toy Playset / Party Bag Fillers For Birthday, Parties, Schools / 3+",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→20.00 (need 20 units),£-11.44,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B09VKYD5XJ,5055141664012,APAC ORGANZA BAG WHITE 9X12CM PK10,Pack of 100 White Organza Bags 9 x 12 cm Organza Bags Gift Jewellery Wedding Candy Bags for Festival Party and Wedding Satin Drawstring,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→10.00 (need 10 units),£-17.13,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0B5TP5BRN,5038135251504,WHAM CRYSTAL 60LTR SMOKE BOX & LID,"Wham Crystal 5 x 60L Stackable Plastic Storage Boxes with Lids / Ideal for Home, Office, Toys & More / Large Boxes / Made in UK - Clear",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→300.00 (need 300 units),£-1869.89,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0F4RS323K,5060899566334,FRAMED ART - MANCHESTER UNITED KITS 40CM X 40CM,"A4 Framed Manchester United FC Legends, Repro Signed Wall Art Print, Premier League, Football, Gift Idea (framed 31 x 23 x 1 cms)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→713.00 (need 713 units),£-10525.91,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B09JLTP2ZY,5060345207798,GEL TOE PROTECTORS,"16 Pcs Gel Toe Protectors, Silicone Toe Cover Protector for Men & Women Running, Walking, Prevent Blister, Corn, Calluses, Sore Toes, Hammer Toes Prevent Friction Injury",HIGHLY LIKELY,80,1:1 Match,£0.05,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0D59HCW1X,5060082940637,HAPPY BIRTHDAY BANNER,"Happy Birthday Banner and Decoration - Blue Balloons, Ribbons and Banners for Party Supplies",HIGHLY LIKELY,80,1:1 Match,£0.15,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0B3F548G7,5025301365790,QUEST EXPRESSO COFFEE EXPRESSO MACHINE WITH MILK FROTHER,Quest 36569 Espresso Coffee Machine With Milk Frother / 1.2L Water Tank and Drip Tray/Steam Ready and Temperature Indicator/For Ground Coffee Beans / 15 Bars of Pressure,HIGHLY LIKELY,80,1:1 Match,£33.63,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B08FBJ59DR,5023139861019,BACOFOIL ZIPPER BAGS ALL PURPOSE 15 PACK SMALL 1L,Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),HIGHLY LIKELY,80,1:1 Match,£2.17,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B07STZLCM6,5411183078956,SOUDAL EXPANDING FOAM HANDHELD 750ML,Soudal 750ml Champagne Gap Filler Expanding Foam Handheld Spray with Nozzle & Gloves (3),HIGHLY LIKELY,80,1:1 Match,£4.25,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B00IZMVQOO,5029347603557,EVERBUILD SEALANT STRIPOUT TOOL,Everbuild Super Flow Sealant/Adhesive Cartridge Applicator Gun with Rotating Barrel â€“ Soft Grip Handle â€“ For Cartridges Up to 310 ml,HIGHLY LIKELY,80,1:1 Match,£28.79,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B07DLSHF4Z,5022245000282,EXTRA SELECT PREMIUM RABBIT FOOD BUCKET 5L,"Extra Select Premium Rabbit Mix Bucket 5L - Balanced Complementary Feed with Pellets, Forage, Vitamins & Minerals (Packaging may vary)",HIGHLY LIKELY,80,1:1 Match,£4.86,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B07C8V2DJ7,5054061297706,RUSSELL HOBBS VIENNA CUTLERY SET 16PC,"Russell Hobbs RH00022GP Vienna 16 Piece Cutlery Set - Stainless Steel Silverware, Service for 4, Tableware with Forks, Knives, Tablespoons and Teaspoons, Dishwasher Safe Flatware, Mirror Polished",HIGHLY LIKELY,80,1:1 Match,£3.32,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0791ZQMMZ,5014353093294,KILROCK DAMP CLEAR MOULD REMOVER ACTIVE FOAMING ACTION 500ML(SOLD EACH),Kilrock 3 X Blast Away Mould Spray 500ml,HIGHLY LIKELY,80,1:1 Match,£2.30,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0BMW4T2T7,5012866019213,FARM TRACTOR AND TRAILER SET,Farm Tractor and Trailer Set 3 Pieces Durable Plastic Farm Vehicle Toy Playset Tractor-Trailer Themed Fun,HIGHLY LIKELY,80,1:1 Match,£0.05,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0826Q2TVQ,5033849985325,METAL POLICE HANDCUFFS,"Metal Handcuffs with Keys for Cosplay Police, silver Handcuffs Prop Dress Ball Party Cosplay for partner (silver, L)",HIGHLY LIKELY,80,1:1 Match,£2.46,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0DQYT5F9Z,5025301321291,QUEST TURBO BLENDER 2 IN 1 32129,"Quest Food Processor, 6-in-1 Chopper, Blender, Grinder, 2 Litre Bowl, 3 Speeds + Pulse, Dishwasher Safe, 600W",HIGHLY LIKELY,80,1:1 Match,£14.08,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0C1MZ46PF,5056170363822,MAGNETIC BULLDOG CLIPS 3PC,"10 Pcs Magnetic Clips, Anti-Scratch Fridge Magnets Strong Magnets for Whiteboard, Silver Magnetic Bulldog Clips for Kitchen Office School Home",HIGHLY LIKELY,80,1:1 Match,£0.70,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0C3HJ3WLX,5060082940699,HAPPY BIRTHDAY TRI CUT BUNTING,"Happy Birthday Bunting Banner, 6.6 Ft Hessian Cloth Vintage Burlap Swallowtail Flag for Birthday Decorations",HIGHLY LIKELY,80,1:1 Match,£0.57,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B08YX52F4T,5024418546085,GARDEN KNEELING PAD 40CM,"AKHÂ® Garden Kneeling Mat/ 40cm x 17cm (16"" x 6"") / Pack of 2 / Soft and Durable Gradening Kneeling Pad / Rectangular Garden Mat with a Cut Out Carry Handle",HIGHLY LIKELY,80,BUNDLE (2x) - OK,£0.69,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B007IGLU12,5056295702346,BLUE CANYON LED VANITY MIRROR 17CM X 22CM,Blue Canyon 17cm Free Standing Round Swivel Mirror - Chrome Finish - Perfect for Shaving and Applying Makeup - One Side with 3x Magnification - Double Sided Multipurpose Mirror - BA121,HIGHLY LIKELY,80,1:1 Match,£1.36,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B005HNXFJS,9414202213556,SISTEMA TO GO BREAKFAST BOX,"Sistema Klip It Colour Accents Breakfast To Go Container, Assorted Colours, One Only Supplied",HIGHLY LIKELY,80,1:1 Match,£0.18,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B00X67O3NY,8714789436098,COLGATE TOOTHPASTE FRESH GEL 100ML PK12,Colgate Fresh Gel Fluoride Toothpaste 100 Milliliter - Pack of 12 Tubes,HIGHLY LIKELY,80,1:1 Match,£0.68,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B00LNC810U,5000228975901,DOVE STICK 40ML ORIGINAL WOMEN PK6,Dove Original Antiperspirant Deodorant Stick 40ml Bundle â€” Grooming Essentials and Hygiene Body Care for Men and Women â€” Pack of 6,HIGHLY LIKELY,80,1:1 Match,£0.16,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B008ES6SLU,5014348292350,BEAUFORT MEASURE ULTIMATE JUG 3LTR,Beaufort 3 Litre Ultimate Plastic Measuring Jug,HIGHLY LIKELY,80,1:1 Match,£1.25,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B007MO0FIO,5010853173566,KILNER PRESERVE JAR 0.25LTR SCREW LID,Kilner Preserve Jar 0.25L (250ml) Round Glass Screw Top Lid Preservation Storage Jar for Jams Jellies Chutneys,HIGHLY LIKELY,80,1:1 Match,£0.40,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0F9Y9J3XV,5050565759573,SQUARE CONTAINER 500ML,"16oz Square Glass Food Storage Containers with Lids, 500ml Glass Meal Prep Container, Airtight Lunch Box for Kitchen Storage & Organisation, Microwave, Freezer and Dishwasher safe (4 Pack)",HIGHLY LIKELY,80,BUNDLE (4x) - OK,£1.26,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B007UIJIW6,5032759006113,AMTECH PADLOCK BRASS 20MM,"Amtech T0790 Brass Small Padlocks with Keys for Luggage, lockers, Toolboxes, Cupboards, & Sports Bags, 20mm, 12-Piece",HIGHLY LIKELY,80,1:1 Match,£1.99,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0DZFVWFWY,5015302442958,SILICONE SPATULA WITH WOOD HANDLE,"2 PCS Silicone Spatula Wood Handle, Rubber Spatulas for Cooking, Small Spatula Silicone Jar Scraper, Small Rubber Spatulas for Kitchen Cooking, Baking, Mixing",HIGHLY LIKELY,80,1:1 Match,£0.76,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B000SABZOM,5012904041060,TALA MEAT THERMOMETER 4106,"Tala Stainless Steel Meat Thermometer, Classic Meat Probe for ensuring meat cooked to required level, Measures from 120 to 180 degrees celsius, Silver",HIGHLY LIKELY,80,1:1 Match,£1.31,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0126CHB24,8710908183812,ALBERTO BALSAM SHAMPOO TEA TREE 350ML PK6,Alberto Balsam Herbal Shampoo - Tea Tree Tingle (350ml) - Pack of 6,HIGHLY LIKELY,80,1:1 Match,£2.76,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
B0122ZMXYQ,29319871000619,WHITE GLO TOOTHPASTE PROFESSIONAL CHOICE 100ML PK6,White Glo Extra Strength Whitening Toothpaste Professional Choice (100ml) - Pack of 6,HIGHLY LIKELY,80,1:1 Match,£0.33,PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — RECOMMENDED (count=37),
